,Unnamed: 0,id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region
266,686,20208,2000,BARANGAROO,NSW,151.2015802,-33.86051951,Sydney Metro,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
267,687,4478,2000,DARLING HARBOUR,NSW,151.256649,-33.859953000000004,Sydney Metro,,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
268,688,4479,2000,DAWES POINT,NSW,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
269,689,4480,2000,HAYMARKET,NSW,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
270,690,4481,2000,MILLERS POINT,NSW,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
271,691,4482,2000,PARLIAMENT HOUSE,NSW,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
272,692,4483,2000,SYDNEY,NSW,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
273,693,4484,2000,SYDNEY SOUTH,NSW,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
274,694,4485,2000,THE ROCKS,NSW,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
275,695,4486,2001,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE SYDNEY,Post Office Boxes,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
276,696,5,2002,WORLD SQUARE,NSW,0.0,0.0,WORLD SQUARE,Post Office Boxes,,,,,,R1
277,697,4487,2004,ALEXANDRIA MC,NSW,0.0,0.0,,,,,,,,R1
278,698,4488,2004,EASTERN SUBURBS MC,NSW,0.0,0.0,,,,,,,,R1
279,699,4489,2006,THE UNIVERSITY OF SYDNEY,NSW,151.186507,-33.889219,SYDNEY UNIVERSITY LPO,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
280,700,4490,2007,BROADWAY,NSW,151.19665,-33.883189,BROADWAY POST SHOP,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
281,701,4491,2007,ULTIMO,NSW,151.19665,-33.883189,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
282,702,4492,2008,CHIPPENDALE,NSW,151.193858,-33.891146,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
283,703,4493,2008,DARLINGTON,NSW,151.193858,-33.891146,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
284,704,4494,2008,GOLDEN GROVE,NSW,151.193858,-33.891146,Sydney Metro,,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
285,705,4495,2009,DARLING ISLAND,NSW,151.19305500000004,-33.871222,Sydney Metro,,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
286,706,4496,2009,PYRMONT,NSW,151.19305500000004,-33.871222,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
287,707,4497,2010,DARLINGHURST,NSW,151.212262,-33.884119,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
288,708,4498,2010,SURRY HILLS,NSW,151.212262,-33.884119,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
289,709,4499,2010,TAYLOR SQUARE,NSW,151.212262,-33.884119,Sydney Metro,,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
290,710,4500,2011,ELIZABETH BAY,NSW,151.221626,-33.873599,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
291,711,4501,2011,HMAS KUTTABUL,NSW,151.221626,-33.873599,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
292,712,4502,2011,KINGS CROSS,NSW,151.221626,-33.873599,Sydney Metro,,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
293,713,4503,2011,POTTS POINT,NSW,151.221626,-33.873599,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
294,714,4504,2011,RUSHCUTTERS BAY,NSW,151.221626,-33.873599,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
295,715,4505,2011,WOOLLOOMOOLOO,NSW,151.221626,-33.873599,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
296,716,4506,2012,STRAWBERRY HILLS,NSW,150.931838,-33.726098,STRAWBERRY HILLS BC,Post Office Boxes,Updated 25-Jan-2020,,,,,R1
297,717,4507,2013,STRAWBERRY HILLS,NSW,150.931838,-33.726098,STRAWBERRY HILLS BC,Post Office Boxes,Updated 25-Jan-2020,,,,,R1
298,718,4508,2015,ALEXANDRIA,NSW,151.194825,-33.910105,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
299,719,4509,2015,BEACONSFIELD,NSW,151.194825,-33.910105,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
300,720,4510,2015,EVELEIGH,NSW,151.194825,-33.910105,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
301,721,4511,2016,REDFERN,NSW,151.206211,-33.894912,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
302,722,4512,2017,WATERLOO,NSW,151.206316,-33.903892,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
303,723,22871,2017,WATERLOO DC,NSW,0.0,0.0,,,Added 25-Mar-2020,,,,,R1
304,724,4513,2017,ZETLAND,NSW,151.206316,-33.903892,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
305,725,4514,2018,EASTLAKES,NSW,151.202697,-33.9233,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
306,726,4515,2018,ROSEBERY,NSW,151.202697,-33.9233,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
307,727,4516,2019,BANKSMEADOW,NSW,151.207285,-33.946923,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11701.0,Botany,117.0,Sydney - City and Inner South,R1
308,728,4517,2019,BOTANY,NSW,151.207285,-33.946923,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11701.0,Botany,117.0,Sydney - City and Inner South,R1
309,729,4518,2020,MASCOT,NSW,151.176775,-33.936179,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11702.0,Marrickville - Sydenham - Petersham,117.0,Sydney - City and Inner South,R1
310,730,4519,2020,SYDNEY DOMESTIC AIRPORT,NSW,151.176775,-33.936179,SYD INTERNATIONAL AIRPORT LPO,Delivery Area,Updated 6-Feb-2020,11702.0,Marrickville - Sydenham - Petersham,117.0,Sydney - City and Inner South,R1
311,731,4520,2020,SYDNEY INTERNATIONAL AIRPORT,NSW,151.176775,-33.936179,SYD INTERNATIONAL AIRPORT LPO,Delivery Area,Updated 6-Feb-2020,11702.0,Marrickville - Sydenham - Petersham,117.0,Sydney - City and Inner South,R1
312,732,4521,2021,CENTENNIAL PARK,NSW,151.227236,-33.895705,Sydney Metro,,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
313,733,4522,2021,MOORE PARK,NSW,151.227236,-33.895705,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
314,734,4523,2021,PADDINGTON,NSW,151.227236,-33.895705,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
315,735,4524,2022,BONDI JUNCTION,NSW,151.245049,-33.896401000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
316,736,4525,2022,BONDI JUNCTION PLAZA,NSW,151.245049,-33.896401000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
317,737,4526,2022,QUEENS PARK,NSW,151.245049,-33.896401000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
318,738,4527,2023,BELLEVUE HILL,NSW,151.25591,-33.884685,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
319,739,4528,2024,BRONTE,NSW,151.259392,-33.904414,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
320,740,4529,2024,CHARING CROSS,NSW,151.259392,-33.904414,Sydney Metro,,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
321,741,4530,2024,WAVERLEY,NSW,151.259392,-33.904414,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
322,742,4531,2025,WOOLLAHRA,NSW,151.240508,-33.88871,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
323,743,4532,2026,BEN BUCKLER,NSW,151.268968,-33.891040999999994,Sydney Metro,,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
324,744,4533,2026,BONDI,NSW,151.268968,-33.891040999999994,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
325,745,4534,2026,BONDI BEACH,NSW,151.268968,-33.891040999999994,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
326,746,4535,2026,NORTH BONDI,NSW,151.268968,-33.891040999999994,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
327,747,4536,2026,TAMARAMA,NSW,151.268968,-33.891040999999994,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
328,748,4537,2027,DARLING POINT,NSW,151.250494,-33.868972,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
329,749,4538,2027,EDGECLIFF,NSW,151.250494,-33.868972,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
330,750,4539,2027,HMAS RUSHCUTTERS,NSW,151.250494,-33.868972,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
331,751,4540,2027,POINT PIPER,NSW,151.250494,-33.868972,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
332,752,4541,2028,DOUBLE BAY,NSW,151.240965,-33.878413,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
333,753,4542,2029,ROSE BAY,NSW,151.266989,-33.875709,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
334,754,4543,2030,DIAMOND BAY,NSW,151.275977,-33.858378,Sydney Metro,,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
335,755,4544,2030,DOVER HEIGHTS,NSW,151.275977,-33.858378,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
336,756,4545,2030,HMAS WATSON,NSW,151.275977,-33.858378,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
337,757,4546,2030,ROSE BAY NORTH,NSW,151.275977,-33.858378,ROSE BAY NORTH LPO,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
338,758,4547,2030,VAUCLUSE,NSW,151.275977,-33.858378,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
339,759,4548,2030,WATSONS BAY,NSW,151.275977,-33.858378,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801.0,Eastern Suburbs - North,118.0,Sydney - Eastern Suburbs,R1
340,760,4549,2031,CLOVELLY,NSW,151.23916699999995,-33.914832000000004,CLOVELLY WEST LPO,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
341,761,4550,2031,CLOVELLY WEST,NSW,151.23916699999995,-33.914832000000004,CLOVELLY WEST LPO,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
342,762,4551,2031,RANDWICK,NSW,151.23916699999995,-33.914832000000004,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
343,763,22858,2031,RANDWICK DC,NSW,0.0,0.0,,,Added 25-Mar-2020,,,,,R1
344,764,4552,2031,ST PAULS,NSW,151.23916699999995,-33.914832000000004,ST PAULS LPO,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
345,765,4553,2032,DACEYVILLE,NSW,151.223936,-33.930314,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
346,766,4554,2032,KINGSFORD,NSW,151.223936,-33.930314,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
347,767,4555,2033,KENSINGTON,NSW,151.218435,-33.911390000000004,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
348,768,4556,2034,COOGEE,NSW,151.252171,-33.929096,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
349,769,4557,2034,SOUTH COOGEE,NSW,151.252171,-33.929096,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
350,770,4558,2035,MAROUBRA,NSW,151.241292,-33.945635,MAROUBRA SOUTH LPO,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
351,771,4559,2035,MAROUBRA SOUTH,NSW,151.241292,-33.945635,MAROUBRA SOUTH LPO,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
352,772,4560,2035,PAGEWOOD,NSW,151.241292,-33.945635,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
353,773,4561,2036,CHIFLEY,NSW,151.237844,-33.969624,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
354,774,4562,2036,EASTGARDENS,NSW,151.237844,-33.969624,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
355,775,4563,2036,HILLSDALE,NSW,151.237844,-33.969624,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
356,776,4564,2036,LA PEROUSE,NSW,151.237844,-33.969624,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
357,777,4565,2036,LITTLE BAY,NSW,151.237844,-33.969624,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
358,778,4566,2036,MALABAR,NSW,151.237844,-33.969624,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
359,779,4567,2036,MATRAVILLE,NSW,151.237844,-33.969624,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
360,780,4568,2036,PHILLIP BAY,NSW,151.237844,-33.969624,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
361,781,4569,2036,PORT BOTANY,NSW,151.237844,-33.969624,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
362,782,4570,2037,FOREST LODGE,NSW,151.184458,-33.880179,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
363,783,4571,2037,GLEBE,NSW,151.184458,-33.880179,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
364,784,4572,2038,ANNANDALE,NSW,151.170165,-33.881624,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12002.0,Leichhardt,120.0,Sydney - Inner West,R1
365,785,4573,2039,ROZELLE,NSW,151.17191499999996,-33.867187,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12002.0,Leichhardt,120.0,Sydney - Inner West,R1
366,786,4574,2040,LEICHHARDT,NSW,151.15681899999996,-33.878774,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12002.0,Leichhardt,120.0,Sydney - Inner West,R1
367,787,4575,2040,LILYFIELD,NSW,151.15681899999996,-33.878774,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12002.0,Leichhardt,120.0,Sydney - Inner West,R1
368,788,4576,2041,BALMAIN,NSW,151.180095,-33.858556,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12002.0,Leichhardt,120.0,Sydney - Inner West,R1
369,789,4577,2041,BALMAIN EAST,NSW,151.180095,-33.858556,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12002.0,Leichhardt,120.0,Sydney - Inner West,R1
370,790,4578,2041,BIRCHGROVE,NSW,151.180095,-33.858556,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12002.0,Leichhardt,120.0,Sydney - Inner West,R1
371,791,4579,2042,ENMORE,NSW,151.175354,-33.900649,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
372,792,4580,2042,NEWTOWN,NSW,151.175354,-33.900649,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
373,793,4581,2043,ERSKINEVILLE,NSW,151.184665,-33.903521000000005,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
374,794,4582,2044,ST PETERS,NSW,151.17074,-33.920698,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
375,795,22863,2044,ST PETERS DC,NSW,0.0,0.0,,,Added 25-Mar-2020,,,,,R1
376,796,4583,2044,SYDENHAM,NSW,151.17074,-33.920698,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
377,797,4584,2044,TEMPE,NSW,151.17074,-33.920698,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
378,798,4585,2045,HABERFIELD,NSW,151.138684,-33.879301,LIDCOMBE DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
379,799,4586,2046,ABBOTSFORD,NSW,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
380,800,4587,2046,CANADA BAY,NSW,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
381,801,4588,2046,CHISWICK,NSW,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
382,802,4589,2046,FIVE DOCK,NSW,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
383,803,4590,2046,RODD POINT,NSW,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
384,804,4591,2046,RUSSELL LEA,NSW,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
385,805,4592,2046,WAREEMBA,NSW,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
386,806,4593,2047,DRUMMOYNE,NSW,151.165735,-33.853924,LIDCOMBE DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,12001.0,Canada Bay,120.0,Sydney - Inner West,R1
387,807,4594,2048,STANMORE,NSW,151.16564,-33.89418,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12002.0,Leichhardt,120.0,Sydney - Inner West,R1
388,808,4595,2048,WESTGATE,NSW,151.16564,-33.89418,Sydney Metro,,Updated 6-Feb-2020,12002.0,Leichhardt,120.0,Sydney - Inner West,R1
389,809,4321,2049,LEWISHAM,NSW,151.15085,-33.897219,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
390,810,4322,2049,PETERSHAM,NSW,151.15085,-33.897219,PETERSHAM NORTH LPO,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
391,811,4323,2049,PETERSHAM NORTH,NSW,151.15085,-33.897219,PETERSHAM NORTH LPO,Delivery Area,Updated 6-Feb-2020,12003.0,Strathfield - Burwood - Ashfield,120.0,Sydney - Inner West,R1
392,812,4324,2050,CAMPERDOWN,NSW,151.17598,-33.890370000000004,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
393,813,4325,2050,MISSENDEN ROAD,NSW,151.17598,-33.890370000000004,MISSENDEN ROAD LPO,Delivery Area,Updated 6-Feb-2020,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1
394,814,4326,2052,UNSW SYDNEY,NSW,151.23441699999995,-33.906561,ALEXANDRIA DF,LVR,Updated 6-Feb-2020,11802.0,Eastern Suburbs - South,118.0,Sydney - Eastern Suburbs,R1
395,815,4327,2055,NORTH SYDNEY,NSW,151.104935,-33.802837,ST LEONARDS DF,Delivery Area,Updated 25-Mar-2020 SA3,12104.0,North Sydney - Mosman,121.0,Sydney - North Sydney and Hornsby,R1
396,816,4328,2057,CHATSWOOD,NSW,151.1899,-33.791988,CHATSWOOD POST SHOP,Post Office Boxes,Updated 25-Mar-2020 SA3,12101.0,Chatswood - Lane Cove,121.0,Sydney - North Sydney and Hornsby,R1
397,817,4329,2058,NORTHERN SUBURBS MC,NSW,0.0,0.0,,,,,,,,R1
398,818,4330,2059,NORTH SYDNEY,NSW,151.104935,-33.802837,NORTH SYDNEY POST SHOP,Post Office Boxes,Updated 25-Mar-2020 SA3,12104.0,North Sydney - Mosman,121.0,Sydney - North Sydney and Hornsby,R1
399,819,4331,2060,HMAS PLATYPUS,NSW,151.204557,-33.839863,Sydney Metro,,Updated 6-Feb-2020,12104.0,North Sydney - Mosman,121.0,Sydney - North Sydney and Hornsby,R1
400,820,4332,2060,HMAS WATERHEN,NSW,151.204557,-33.839863,ST LEONARDS DF,Delivery Area,Updated 6-Feb-2020,12104.0,North Sydney - Mosman,121.0,Sydney - North Sydney and Hornsby,R1
401,821,4333,2060,LAVENDER BAY,NSW,151.204557,-33.839863,ST LEONARDS DF,Delivery Area,Updated 6-Feb-2020,12104.0,North Sydney - Mosman,121.0,Sydney - North Sydney and Hornsby,R1
