suburb,id,lng,lat
Blue Bay,212,151.4996154,-33.352636100000005
Blue Haven,213,151.5084325,-33.2126507
Blue Knob,214,153.1868149,-28.5449325
Blueys Beach,215,152.534393,-32.347246000000005
Boambee,216,153.0689177,-30.3441657
Boambee East,217,153.07421169999995,-30.3465815
Boat Harbour,218,152.10647230000004,-32.7811418
Bobs Farm,219,152.020253,-32.767832
Bodalla,220,150.0576782,-36.0969924
Bogan Gate,221,147.80227649999995,-33.1085281
Bogangar,222,153.5687245,-28.3310701
Boggabilla,223,150.3509892,-28.6086434
Boggabri,224,150.0436576,-30.7044008
Bohena Creek,225,149.6328475,-30.460811100000004
Bolivia,226,151.961365,-29.289551
Bolton Point,227,151.612457,-33.00388
Bolwarra,228,151.5687705,-32.7134264
Bolwarra Heights,229,151.58971200000005,-32.701228
Bomaderry,230,150.6117948,-34.8458741
Bombala,231,149.2361458,-36.9131538
Bombira,232,149.596893,-32.576996
Bombo,233,150.8538007,-34.6585544
Bomen,234,147.408226,-35.071944200000004
Bonalbo,235,152.621845,-28.737697
Bondi,236,151.27096799999995,-33.888675
Bondi Beach,237,151.26896340000005,-33.8848066
Bondi Junction,238,151.244801,-33.891306
Bonnells Bay,239,151.51799440000005,-33.1076779
Bonnet Bay,240,151.05602,-34.009173
Bonny Hills,241,152.8418386,-31.5981999
Bonnyrigg,242,150.88386469999998,-33.896933000000004
Bonnyrigg Heights,243,150.8686366,-33.88778860000001
Bonville,244,153.0064073,-30.3790979
Booker Bay,245,151.34666399999998,-33.516239
Boolaroo,246,151.6170648,-32.9547001
Boomerang Beach,247,152.539285,-32.345913
Booragul,248,151.60864030000005,-32.9763679
Booral,249,151.9594573,-32.4710617
Boorooma,250,147.362411,-35.072651
Boorowa,251,148.72310269999997,-34.4349423
Boree Creek,252,146.60756,-35.1095799
Borenore,253,148.97638999999995,-33.2519699
Bossley Park,254,150.87808700000005,-33.8570836
Bostobrick,255,152.6326292,-30.2761534
Botany,256,151.1943977,-33.94037410000001
Bouddi,257,151.38273600000005,-33.520405
Bourkelands,258,147.3512604,-35.1523753
Bournda,259,149.9134813,-36.8492723
Bow Bowing,260,150.836624,-34.020298
Bowen Mountain,261,150.624771,-33.574265000000004
Bowenfels,262,150.1331466,-33.4756116
Bowning,263,148.8130794,-34.7700773
Bowral,264,150.41475780000005,-34.4830263
Bowraville,265,152.85286509999997,-30.6474617
Box Hill,266,150.90567,-33.63932
Bradbury,267,150.80790430000005,-34.0894059
Braemar,268,150.4914254,-34.425348
Braidwood,269,149.79895259999995,-35.4448515
Brandy Hill,270,151.6941735,-32.7010081
Branxton,271,151.3464892,-32.6618323
Breadalbane,272,149.48998999999995,-34.7892499
Breakfast Point,273,151.1086889,-33.8423972
Bredbo,274,149.14672980000003,-35.9538797
Brewongle,275,149.71321,-33.4788499
Bribbaree,276,147.88149,-34.1182899
Bridgman,277,151.13702,-32.4888499
Brightwaters,278,151.54226699999995,-33.113518
Bringelly,279,150.731415,-33.940312
Broadmeadow,280,151.7258199,-32.9243365
Broadwater,281,149.8792132,-36.9670055
Brocklehurst,282,148.61999939999995,-32.1843572
Brogans Creek,283,149.94672930000004,-32.9848175
Brogo,284,149.820221,-36.556824
Broke,285,151.1036148,-32.750436
Broken Head,286,153.6030122,-28.7132745
Bronte,287,151.25919840000003,-33.905381899999995
Brooklyn,288,151.2015263,-33.5492146
Brookvale,289,151.27625830000005,-33.762175
Broulee,290,150.1760261,-35.853911
Brownlow Hill,291,150.656955,-34.032515000000004
Brownsville,292,150.80665259999995,-34.4852425
Brucedale,293,147.416458,-35.028240000000004
Brundee,294,150.663956,-34.899208
Brunswick Heads,295,153.546947,-28.544822
Buchanan,296,151.535781,-32.799863
Buckajo,297,149.811138,-36.705547
Buddabadah,298,147.2489967,-31.96258679999999
Budgee Budgee,299,149.6621465,-32.5340619
Budgewoi,300,151.5503821,-33.2331888
Buff Point,301,151.542633,-33.232333000000004
Bugaldie,302,149.18069,-31.1821199
Bulahdelah,303,152.2091416,-32.4134672
Bulga,304,151.0204237,-32.6526663
Bullaburra,305,150.4146564,-33.7235886
Bullarah,306,149.2297362,-29.470915
Bulli,307,150.9137355,-34.3273049
Bulliac,308,152.03563390000005,-31.9162277
Bumbaldry,309,148.466461,-33.901794
Bundagen,310,153.0262447,-30.4092557
Bundanoon,311,150.2974658,-34.6560531
Bundarra,312,151.07537130000003,-30.1705139
Bundeena,313,151.15150380000003,-34.0848811
Bundook,314,152.12535,-31.8931599
Bungarribee,315,150.871613,-33.770584
Bungendore,316,149.4385625,-35.2541025
Bungonia,317,149.9088633,-34.962622499999995
Bungwahl,318,152.444504,-32.387081
Buronga,319,142.1824029,-34.17129370000001
Burraboi,320,144.31807,-35.3921199
Burradoo,321,150.3980166,-34.4941178
Burraneer,322,151.139696,-34.054982
Burrawang,323,150.51658999999995,-34.59337
Burrell Creek,324,152.295883,-31.95205300000001
Burren Junction,325,148.966507,-30.103596000000003
Burrill Lake,326,150.4446158,-35.3884125
Burringbar,327,153.4713738,-28.4350312
Burrundulla,328,149.621074,-32.628611199999995
Burwood,329,151.1071185,-33.8763063
Burwood Heights,330,151.1010783,-33.89146059999999
Busby,331,150.883804,-33.910671
Bushells Ridge,332,151.46993999999995,-33.192440000000005
Buttaba,333,151.58143710000004,-33.0538014
Buttai,334,151.560944,-32.819149
Buxton,335,150.5346342,-34.254881899999994
Byabarra,336,152.54220580000003,-31.5271339
Bylong,337,150.11469269999995,-32.4164841
Byron Bay,338,153.5867036,-28.6361256
Bywong,339,149.3356328,-35.1476922
Cabarita,340,151.1206656,-33.8419456
Cabarita Beach,341,153.570563,-28.331793
Cabramatta,342,150.936344,-33.90201500000001
Cabramatta West,343,150.9122817,-33.8970128
Cabramurra,344,148.38092,-35.936802
Caddens,345,150.733093,-33.774673
Calala,346,150.9432959,-31.128509
Calderwood,347,150.7499875,-34.57361229999999
Caldwell,348,144.50513,-35.63329990000001
Callaghan,349,151.706075,-32.8888993
Callala Bay,350,150.717373,-34.9950829
Callala Beach,351,150.700699,-35.003136
Cambewarra,352,150.542358,-34.820858
Cambewarra Village,353,150.557541,-34.822703999999995
Cambridge Gardens,354,150.71736909999996,-33.7400624
Cambridge Park,355,150.7304461,-33.750648600000005
Camden,356,150.695243,-34.074487
Camden Head,357,152.83522,-31.641825
Camden Park,358,150.69516000000004,-34.091579
Camden South,359,150.693158,-34.0787872
Camellia,360,151.0263519,-33.82021629999999
Cameron Park,361,151.6004334,-32.89533790000001
Cammeray,362,151.2107885,-33.8212885
Campbelltown,363,150.81419440000005,-34.058752899999995
Camperdown,364,151.175415,-33.892012
Campsie,365,151.10737269999996,-33.9166969
Campvale,366,151.859406,-32.772182
Cams Wharf,367,151.615158,-33.12632
Canada Bay,368,151.114365,-33.862095000000004
Canadian Lead,369,149.59446,-32.4261499
Candelo,370,149.69541,-36.766868
Cangai,371,152.446564,-29.481138
Canley Heights,372,150.92856709999995,-33.8846062
Canley Vale,373,150.9417857,-33.8870215
Canobolas,374,149.019059,-33.310422
Canoelands,375,151.0575567,-33.5052701
Canowindra,376,148.66581169999995,-33.5621122
Canterbury,377,151.1221246,-33.9098405
Canton Beach,378,151.54322309999995,-33.2705342
Capertee,379,149.9854984,-33.1462596
Captains Flat,380,149.4449496,-35.5920924
Caragabal,381,147.74163,-33.840669899999995
Carcoar,382,149.13701,-33.6128999
Cardiff,383,151.65805559999995,-32.9372222
Cardiff Heights,384,151.666806,-32.9296942
Cardiff South,385,151.665828,-32.9542403
Carey Bay,386,151.6052871,-33.0269997
Cargo,387,148.80904619999995,-33.4240535
Caringbah,388,151.1216043,-34.0524359
Caringbah South,389,151.12768730000005,-34.053247
Carlingford,390,151.04353,-33.7851659
Carlton,391,151.11505459999995,-33.9797287
Carnes Hill,392,150.8485902,-33.9412206
Carool,393,153.4200883,-28.2292451
Caroona,394,150.42417,-31.40036989999999
Carramar,395,150.9614358,-33.8847824
Carrington,396,151.7662741,-32.91377
Carroll,397,150.44603,-30.985624
Carrs Creek,398,152.937119,-29.665203
Carss Park,399,151.11782,-33.9820023
Cartwright,400,150.894699,-33.926643
Cartwrights Hill,401,147.388474,-35.07023600000001
Carwoola,402,149.302837,-35.39154600000001
Casino,403,153.04443469999995,-28.871225
Cassilis,404,149.9814701,-32.0055411
Castle Cove,405,151.201043,-33.784847
Castle Doyle,406,151.7727003,-30.5836528
Castle Hill,407,150.9841826,-33.7283782
Castlecrag,408,151.21226399999995,-33.80251989999999
Castlereagh,409,150.67650519999995,-33.65807589999999
Casuarina,410,153.5707252,-28.2970536
Casula,411,150.9103716,-33.9468598
Catalina,412,150.190506,-35.719997
Catherine Field,413,150.7643965,-34.0007386
Catherine Hill Bay,414,151.62882,-33.1617656
Cathundral,415,147.81031000000004,-31.9009599
Cattai,416,150.91760219999995,-33.5295998
Caves Beach,417,151.63825500000004,-33.09832
Cawdor,418,150.693649,-34.090549
Cawongla,419,153.09818959999996,-28.6007322
Cecil Hills,420,150.8488516,-33.886849600000005
Cecil Park,421,150.83938600000005,-33.874657
Centennial Park,422,151.2291626,-33.90251
Central Mangrove,423,151.252308,-33.302975
Central Tilba,424,150.0751549,-36.3122985
Cessnock,425,151.369406,-32.829134
Chain Valley Bay,426,151.562842,-33.176537
Chakola,427,149.1578571,-36.0582519
Charbon,428,149.965149,-32.880981
Charles Sturt University,429,147.3545494,-35.064423
Charlestown,430,151.69830430000005,-32.9606106
Charlotte Bay,431,152.5135803,-32.3469565
Charmhaven,432,151.498873,-33.237181
Chatswood,433,151.18598219999996,-33.801576700000005
Chatswood West,434,151.167016,-33.795998
Chatsworth,435,153.233688,-29.38159000000001
Cheero Point,436,151.19313,-33.51136
Cheltenham,437,151.0793211,-33.757482399999994
Cherrybrook,438,151.04515690000005,-33.720672
Chester Hill,439,151.0072164,-33.873774299999994
Chifley,440,151.241734,-33.963353999999995
Chilcotts Grass,441,153.3461,-28.83416
Chillingham,442,153.27891499999996,-28.31454500000001
Chinderah,443,153.55677869999997,-28.2445167
Chippendale,444,151.1976249,-33.885752000000004
Chipping Norton,445,150.96269019999997,-33.9225972
Chisholm,446,151.6357879,-32.7631797
Chiswick,447,151.1412649,-33.8477141
Chittaway Bay,448,151.43014530000005,-33.3268222
Chittaway Point,449,151.448853,-33.322845
Chullora,450,151.0480346,-33.8963127
Church Point,451,151.2891785,-33.6511152
Clandulla,452,149.94690219999995,-32.9077033
Claremont Meadows,453,150.74526699999996,-33.771154
Clarence,454,150.20152180000005,-33.4714233
Clarence Town,455,151.7808726,-32.589026399999995
Clarendon,456,150.7808949,-33.6062428
Clarenza,457,152.95740469999996,-29.7038685
Clareville,458,151.312332,-33.638203000000004
Claymore,459,150.808884,-34.043709
Clearfield,460,152.93495,-29.13957989999999
Clemton Park,461,151.101953,-33.923345
Clergate,462,149.11167,-33.1890499
Cliftleigh,463,151.517258,-32.795017
Clifton,464,150.969559,-34.259808
Clifton Grove,465,149.150072,-33.260403000000004
Clontarf,466,151.2528501,-33.8046027
Clothiers Creek,467,153.4935914,-28.329653000000004
Clovass,468,153.162628,-28.873167
Clovelly,469,151.2584536,-33.91198789999999
Clunes,470,153.37979319999997,-28.7367685
Clyde,471,151.0166739,-33.8335508
Coal Point,472,151.61193799999995,-33.044853
Coalcliff,473,150.9773712,-34.2421815
Coasters Retreat,474,151.294266,-33.605892
Cobargo,475,149.88816359999996,-36.3876023
Cobbadah,476,150.578125,-30.23083299999999
Cobbitty,477,150.684924,-34.01558729999999
Coffee Camp,478,153.220337,-28.662743
Coffs Harbour,479,153.11915290000005,-30.2898035
Coila,480,150.1026,-36.022289
Colebee,481,150.8449419,-33.718611200000005
Coledale,482,150.94450669999995,-34.29207150000001
Collaroy,483,151.3033904,-33.74296870000001
Collaroy Plateau,484,151.28682790000005,-33.7274009
Collector,485,149.4276053,-34.9134967
Collombatti,486,152.85865,-30.94649990000001
Colly Blue,487,150.14491,-31.4466899
Colo,488,150.83056530000005,-33.4282257
Colo Vale,489,150.49169890000005,-34.402398
Colyton,490,150.79534650000005,-33.7753807
Comberton,491,150.605427,-34.922765000000005
Comboyne,492,152.46857340000003,-31.6054251
Como,493,151.06194440000004,-34.0041667
Conargo,494,145.18199199999995,-35.30307
Concord,495,151.09428380000003,-33.8664137
Concord West,496,151.0832129,-33.8511369
Condell Park,497,151.0099883,-33.930335799999995
Condong,498,153.434708,-28.312719
Congarinni North,499,152.874954,-30.663387
Coniston,500,150.8874496,-34.4364499
Conjola,501,150.433212,-35.231434
Conjola Park,502,150.443222,-35.263519
Connells Point,503,151.10061399999995,-33.979848600000004
Constitution Hill,504,150.9745728,-33.7919329
Coogee,505,151.2485445,-33.917013700000005
Cooks Hill,506,151.7729804,-32.9303436
Coolac,507,148.1657802,-34.9224593
Coolagolite,508,149.94218600000005,-36.399421
Coolah,509,149.7239945,-31.8232874
Coolamon,510,147.1987322,-34.8134652
Coolongolook,511,152.3219016,-32.2176837
Cooma,512,149.15433159999995,-36.2119064
Coomba Bay,513,152.443832,-32.263821
Coomba Park,514,152.473465,-32.236832
Coonabarabran,515,149.27878859999996,-31.27255640000001
Coonamble,516,148.3892749,-30.9524292
Coopernook,517,152.60072,-31.8074099
Coorabell,518,153.526839,-28.643168
Cooranbong,519,151.46354219999995,-33.0697887
Cootamundra,520,148.0231332,-34.644909600000005
Cooyal,521,149.7884185,-32.4406905
Copacabana,522,151.4308483,-33.4907538
Copmanhurst,523,152.796097,-29.580212
Coraki,524,153.286822,-28.985418
Coramba,525,153.0145858,-30.2218788
Cordeaux Heights,526,150.8377231,-34.44504970000001
Corindi Beach,527,153.2004706,-30.02820239999999
Corlette,528,152.1143045,-32.717574
Corney Town,529,150.1748383,-33.4758591
Corowa,530,146.390362,-35.99658400000001
Corrimal,531,150.903053,-34.36323400000001
Corunna,532,150.1044882,-36.2862631
Cottage Point,533,151.2071013,-33.6162805
Couridjah,534,150.54968430000002,-34.232677
Coutts Crossing,535,152.89143,-29.82818
Cowan,536,151.1708876,-33.5896721
Cowra,537,148.67586880000005,-33.8397306
Crackenback,538,148.4519903,-36.4466551
Cranebrook,539,150.71869019999997,-33.7236652
Crangan Bay,540,151.584015,-33.186108000000004
Craven,541,151.94946299999995,-32.157546999999994
Cremorne,542,151.2297253,-33.8330496
Cremorne Point,543,151.2305876,-33.8474604
Crescent Head,544,152.979018,-31.18692
Crestwood,545,149.20451369999995,-35.34925689999999
Cringila,546,150.871654,-34.4659251
Cromer,547,151.28753390000003,-33.7368154
Cronulla,548,151.1513873,-34.0546209
Crookwell,549,149.470916,-34.457137
Croudace Bay,550,151.644925,-33.0039991
Crowdy Head,551,152.743617,-31.8426245
Crows Nest,552,151.20659009999997,-33.828714500000004
Crowther,553,148.50378999999995,-34.0960599
Croydon,554,151.1144245,-33.8703873
Croydon Park,555,151.091752,-33.895189
Crystal Creek,556,153.3081257,-28.3069311
Cudal,557,148.7378404,-33.2871259
Cudgen,558,153.559906,-28.264229
Cudmirrah,559,150.557648,-35.198254
Culburra Beach,560,150.7578915,-34.9294761
Culcairn,561,147.0372492,-35.6682396
Cullen Bullen,562,150.00845,-33.2997099
Cullerin,563,149.31337,-34.7596599
Cumbalum,564,153.5115304,-28.8304323
Cundletown,565,152.5176447,-31.8980468
Cunjurong Point,566,150.5117169,-35.2650904
Curl Curl,567,151.2924742,-33.7734323
Curlwaa,568,141.97639730000003,-34.110957299999995
Currabubula,569,150.731819,-31.2640813
Curramore,570,150.784637,-34.618557
Currans Hill,571,150.76876289999996,-34.0462388
Currarong,572,150.820328,-35.018536
Currawong Beach,573,151.299591,-33.597023
Daceyville,574,151.22915600000005,-33.92902
Dairymans Plains,575,149.05519099999995,-36.245209
Daleys Point,576,151.355494,-33.499586
Dalgety,577,148.8349912,-36.50249120000001
Dalmeny,578,150.1130351,-36.16993220000001
Dandry,579,149.3177763,-31.044703
Dangar Island,580,151.241021,-33.537004
Dapto,581,150.79611819999997,-34.4911198
Darawank,582,152.4693497,-32.0985304
Darbys Falls,583,148.857193,-33.924332
Dareton,584,142.04363999999995,-34.09486
Dargan,585,150.2673034,-33.4944419
Darkes Forest,586,150.9167862,-34.236038
Darling Point,587,151.231588,-33.8756567
Darlinghurst,588,151.22658,-33.8780895
Darlington,589,151.197026,-33.888561
Daroobalgie,590,148.05345,-33.3297599
Davidson,591,151.2015591,-33.7443401
Davistown,592,151.3604211,-33.485426000000004
Dawes Point,593,151.2049127,-33.8567519
Dean Park,594,150.8605496,-33.7327886
Dee Why,595,151.2959235,-33.7555533
Deep Creek,596,152.703151,-30.99071499999999
Deepwater,597,151.8475069,-29.4365227
Delegate,598,148.9397594,-37.043926
Delungra,599,150.82972,-29.653790500000003
Denham Court,600,150.81187659999995,-33.976151
Deniliquin,601,144.9821604,-35.5243305
Denistone,602,151.0867853,-33.7995547
Denistone East,603,151.09291100000004,-33.791477
Denistone West,604,151.0784,-33.799801
Denman,605,150.68724609999995,-32.3897107
Derriwong,606,147.33529,-33.0967199
Dharruk,607,150.817525,-33.750358
Dhuragoon,608,144.11646330000005,-35.16885329999999
Diamond Beach,609,152.5289887,-32.04326080000001
Dilkoon,610,152.98786,-29.4923999
Dirty Creek,611,153.152496,-29.985624
Dolans Bay,612,151.126373,-34.062088
Dolls Point,613,151.1461076,-33.9948208
Doon Doon,614,153.3028875,-28.4829549
Doonbah,615,153.3791571,-29.0905767
Doonside,616,150.8695937,-33.765507799999995
Dooralong,617,151.353592,-33.180012
Dora Creek,618,151.502614,-33.084796000000004
Dorrigo,619,152.7120947,-30.340723600000004
Dorroughby,620,153.35501100000005,-28.657671
Double Bay,621,151.24472269999995,-33.877945000000004
Douglas Park,622,150.7125473,-34.18041470000001
Dover Heights,623,151.2805034,-33.8726916
Doyalson,624,151.5228716,-33.2029545
Doyalson North,625,151.54851599999995,-33.187047
Drake Village,626,152.37468,-28.927294
Drummoyne,627,151.156835,-33.853084
Dubbo,628,148.61180080000003,-32.234598
Duckenfield,629,151.6844278,-32.74110570000001
Dudley,630,151.7177362,-32.988982799999995
Duffys Forest,631,151.189941,-33.672173
Dulwich Hill,632,151.1393297,-33.9031338
Dunbogan,633,152.8094472,-31.648330600000005
Dundas,634,151.0543765,-33.79892529999999
Dundas Valley,635,151.0557772,-33.7943526
Dunedoo,636,149.3966667,-32.016388899999995
Dungog,637,151.757768,-32.399117
Dunkeld,638,149.48370400000005,-33.40527
Dunmore,639,150.8449168,-34.5912885
Duns Creek,640,151.62471000000005,-32.632751
Dural,641,151.020727,-33.693193
Duranbah,642,153.5222901,-28.2835275
Duri,643,150.818893,-31.219082
Durras North,644,150.3024805,-35.6361015
Durren Durren,645,151.382233,-33.18058
