suburb_id,suburb,Bus stop,Coffee shop,Dentist,Hair care,Motor repair,Restaurant,Orchard,Clothing store,Train station
1050,Kerrs Creek,0,0,0,0,0,0,0,0,1
1051,Khancoban,0,2,0,0,0,0,0,0,0
1052,Kiama,31,24,11,12,8,45,0,22,1
1053,Kiama Downs,28,2,0,4,0,3,0,2,0
1054,Kiama Heights,11,0,0,0,0,0,0,0,0
1055,Kianga,4,1,0,0,0,1,0,0,0
1056,Kiar,3,0,0,0,0,0,0,0,0
1057,Kilaben Bay,9,0,0,0,0,0,0,0,0
1058,Kilgra,1,0,0,0,0,0,0,0,0
1059,Killara,29,2,0,3,4,3,0,0,1
1060,Killarney Heights,12,4,1,1,0,6,0,2,0
1061,Killarney Vale,30,3,2,8,0,6,0,1,0
1062,Killawarra,0,0,0,0,0,0,0,0,1
1063,Killcare,2,2,0,1,1,5,0,2,0
1064,Killcare Heights,6,0,0,0,0,1,0,0,0
1065,Killimicat,0,0,0,0,0,1,0,0,0
1066,Killingworth,11,0,0,0,1,0,0,0,0
1067,Kinchela,1,0,0,0,0,0,0,0,0
1068,Kincumber,51,9,7,9,3,18,0,1,0
1069,Kincumber South,4,1,0,0,1,0,0,0,0
1070,King Creek,1,0,0,0,1,0,0,0,0
1071,Kingfisher Shores,3,0,0,0,0,0,0,0,0
1072,Kings Langley,45,3,3,5,2,12,0,2,0
1073,Kings Park,4,7,0,0,30,0,0,0,0
1074,Kings Plains,0,0,0,0,0,0,0,1,0
1075,Kings Point,0,0,0,0,2,0,0,0,0
1076,Kingscliff,33,17,2,12,1,41,0,14,0
1077,Kingsford,23,10,7,10,7,56,0,3,0
1078,Kingsgrove,43,12,7,8,15,34,0,4,1
1079,Kingsvale,0,0,0,0,0,0,2,0,0
1080,Kingswood,44,8,2,2,18,26,1,1,1
1081,Kioloa,3,1,0,0,0,2,0,0,0
1082,Kirkham,4,0,0,0,0,0,0,0,0
1083,Kirrawee,36,15,5,7,55,29,1,8,1
1084,Kirribilli,3,8,1,2,0,25,0,1,0
1085,Kiwarrak,0,1,0,0,0,1,0,0,0
1086,Klori,4,0,0,0,0,0,0,0,0
1087,Knockrow,0,1,0,0,0,1,0,0,0
1088,Kogarah,42,22,25,26,18,55,0,6,1
1089,Kogarah Bay,19,1,0,1,0,3,0,0,0
1090,Koolewong,17,1,0,0,0,1,0,0,1
1091,Koolkhan,0,0,0,0,1,0,0,0,0
1092,Koonawarra,24,0,0,2,0,0,0,0,0
1093,Koonorigan,1,0,0,0,0,0,0,0,0
1094,Kooragang,2,0,0,0,0,1,0,0,0
1095,Koorawatha,1,0,0,0,0,1,0,0,0
1096,Kooringal,15,3,1,2,2,9,0,1,0
1097,Kootingal,12,2,0,1,0,2,0,0,1
1098,Koraleigh,0,1,0,0,0,0,0,0,0
1099,Korora,9,0,0,2,0,1,0,0,0
1100,Kotara,36,13,3,16,18,40,0,60,1
1101,Kotara South,11,0,0,0,0,0,0,0,0
1102,Krambach,1,1,0,0,0,1,0,0,0
1103,Kulnura,2,1,0,0,1,1,0,0,0
1104,Kundabung,2,0,0,0,0,1,0,0,1
1105,Kungala,0,0,0,0,0,0,0,0,1
1106,Kunghur,1,0,0,0,0,0,0,0,0
1107,Kurmond,4,0,0,1,1,5,0,0,0
1108,Kurnell,24,5,0,2,3,6,0,3,0
1109,Kurraba Point,2,1,0,0,0,0,0,0,0
1110,Kurrajong,13,4,0,3,0,5,0,3,0
1111,Kurrajong Heights,7,0,0,0,0,1,0,0,0
1112,Kurrajong Hills,3,0,0,0,0,0,0,0,0
1113,Kurri Kurri,31,7,3,7,9,19,0,1,0
1114,Kyalite,0,0,0,0,0,1,0,0,0
1115,Kyeemagh,8,1,0,0,0,2,0,0,0
1116,Kyle Bay,5,1,0,1,0,3,0,0,0
1117,Kyogle,3,6,1,5,9,7,0,3,1
1118,La Perouse,3,2,0,1,0,7,0,0,0
1119,Laffing Waters,0,0,0,1,0,0,0,0,0
1120,Laggan,0,0,0,0,0,1,0,0,0
1121,Laguna,0,1,0,0,0,1,0,0,0
1122,Lake Albert,13,2,0,2,0,3,0,0,0
1123,Lake Bathurst,0,0,0,0,0,0,0,0,1
1124,Lake Cargelligo,1,1,0,0,4,3,0,0,1
1125,Lake Cathie,17,1,3,2,1,4,0,4,0
1126,Lake Conjola,1,2,0,0,0,1,0,0,0
1127,Lake Cowal,0,0,0,0,0,0,0,0,3
1128,Lake George,0,1,0,0,0,2,0,0,1
1129,Lake Haven,18,5,3,5,7,16,0,7,0
1130,Lake Heights,33,1,0,1,1,3,0,0,0
1131,Lake Illawarra,24,0,0,3,0,3,0,2,0
1132,Lake Munmorah,43,4,2,3,0,11,0,0,0
1133,Lake Tabourie,4,0,0,1,0,2,0,1,0
1134,Lakemba,41,6,7,11,9,52,0,12,1
1135,Lakesland,1,0,0,0,0,0,0,0,0
1136,Lakewood,1,1,0,1,0,0,0,0,0
1137,Lalor Park,34,1,0,2,0,10,0,1,0
1138,Lambton,25,4,3,6,9,9,0,7,0
1139,Lane Cove,11,13,29,26,7,48,0,15,0
1140,Lane Cove North,32,5,0,1,5,6,0,1,0
1141,Lane Cove West,17,4,4,1,6,6,0,1,0
1142,Langley Vale,0,0,0,0,0,0,0,0,1
1143,Lanitza,0,0,0,0,2,0,0,0,1
1144,Lansdowne,1,1,0,0,0,1,0,0,0
1145,Lansvale,33,1,1,0,5,9,0,2,0
1146,Lapstone,10,0,0,0,0,0,0,0,1
1147,Largs,2,0,0,2,0,1,0,0,0
1148,Laughtondale,0,0,0,0,0,0,2,0,0
1149,Laurel Hill,1,0,0,0,0,0,0,0,0
1150,Laurieton,14,5,2,5,3,15,0,8,0
1151,Lavender Bay,3,1,0,0,0,2,0,0,0
1152,Lavington,6,10,2,15,24,36,0,15,0
1153,Lawson,17,3,1,2,9,11,0,0,1
1154,Leconfield,1,0,0,0,0,0,0,0,0
1155,Leeton,2,11,2,7,22,24,0,9,2
1156,Leichhardt,34,26,28,24,22,54,0,29,0
1157,Lemon Tree,1,0,0,0,0,0,0,0,0
1158,Lemon Tree Passage,13,1,0,0,5,3,0,1,0
1159,Len Waters Estate,2,3,1,2,0,5,0,0,0
1160,Lennox Head,3,10,5,8,0,23,0,17,0
1161,Leonay,12,1,0,1,1,1,0,0,0
1162,Leppington,41,2,1,2,3,14,0,1,1
1163,Lethbridge Park,21,0,0,2,0,1,0,0,0
1164,Leumeah,43,3,3,6,13,13,0,1,1
1165,Leura,43,17,4,1,1,27,0,15,1
1166,Lewisham,10,3,0,2,7,4,0,1,1
1167,Lidcombe,47,25,9,12,19,52,0,8,1
1168,Lidsdale,2,0,0,0,0,0,0,0,0
1170,Lilli Pilli,13,2,0,2,0,4,0,1,0
1171,Lillian Rock,1,0,0,0,1,0,0,0,0
1172,Lilyfield,18,7,1,5,1,7,0,1,0
1173,Limbri,0,0,0,0,0,0,0,0,1
1174,Limeburners Creek,0,1,0,0,0,1,0,0,0
1175,Limekilns,0,0,0,0,0,0,1,0,0
1176,Linden,2,0,0,0,0,0,0,0,1
1177,Lindendale,0,0,0,0,3,0,0,0,0
1178,Lindfield,34,12,17,5,3,25,0,1,1
1179,Linley Point,4,0,0,0,0,0,0,0,0
1180,Lisarow,28,2,1,1,7,6,0,3,1
1181,Lismore,15,33,16,32,34,59,0,58,0
1182,Lismore Heights,2,1,0,0,0,0,0,0,0
1183,Liston,0,1,0,0,0,0,0,0,0
1184,Lithgow,24,13,9,12,15,38,0,13,1
1185,Little Bay,23,3,1,1,1,6,0,0,0
1186,Little Hartley,0,1,0,0,0,1,0,0,0
1187,Little Pelican,2,0,0,0,0,0,0,0,0
1188,Little Plain,1,0,0,0,0,0,0,0,0
1189,Liverpool,4,57,45,45,12,60,0,0,1
1190,Llanarth,2,0,0,0,0,0,0,0,0
1191,Llandilo,11,0,0,0,0,1,0,0,0
1192,Llangothlin,1,0,0,0,0,0,0,0,0
1193,Lloyd,0,0,0,0,0,0,0,1,0
1194,Lochinvar,8,0,0,1,0,0,0,0,1
1195,Lockhart,1,1,1,1,1,0,0,1,1
1196,Loftus,40,2,0,0,0,3,0,1,1
1197,Loftville,2,0,0,0,0,0,0,0,0
1198,Londonderry,24,1,0,2,7,3,0,2,0
1199,Long Flat,0,0,0,0,0,1,0,0,0
1200,Long Jetty,40,5,2,10,16,21,0,13,0
1201,Long Point,5,0,0,0,0,0,0,0,0
1202,Longueville,13,1,0,0,0,0,0,0,0
1203,Lord Howe Island,0,0,0,1,0,6,0,1,0
1204,Lorn,4,3,0,3,1,5,0,0,0
1205,Louth Park,0,0,0,1,0,0,0,0,0
1206,Lovedale,0,3,0,0,0,8,0,0,0
1207,Lower Mangrove,2,0,0,0,0,0,0,0,0
1208,Lower Portland,0,1,0,0,0,1,0,0,0
1209,Lucas Heights,0,1,0,0,0,1,0,0,0
1210,Luddenham,4,3,0,2,0,5,0,1,0
1211,Lue,1,0,0,0,0,0,0,0,0
1212,Lugarno,26,1,2,3,2,8,0,1,0
1213,Lurnea,37,1,1,6,2,8,0,0,0
1214,Macksville,12,5,3,1,15,10,0,5,1
1215,Maclean,11,8,2,4,5,10,0,4,0
1216,Macmasters Beach,12,2,0,0,1,2,0,0,0
1217,Macquarie Fields,44,6,2,7,2,17,0,1,1
1218,Macquarie Hills,16,0,0,0,1,0,0,2,0
1219,Macquarie Links,1,0,0,0,0,0,0,1,0
1220,Macquarie Marshes,0,1,0,0,0,0,0,0,0
1221,Macquarie Park,55,41,9,11,2,40,0,17,0
1222,Maddens Plains,0,1,0,0,0,3,0,0,0
1223,Magenta,1,0,0,0,0,1,0,0,0
1224,Maianbar,2,0,0,0,0,0,0,0,0
1225,Maimuru,0,0,0,0,0,1,0,0,0
1226,Main Arm,0,1,0,0,0,1,0,0,0
1227,Maison Dieu,0,0,0,0,2,0,0,0,0
1228,Maitland,36,23,12,24,18,39,0,28,2
1229,Maitland Vale,0,0,0,1,0,0,0,0,0
1230,Malabar,3,3,0,1,1,6,0,0,0
1231,Mallabula,7,0,0,0,0,0,0,0,0
1232,Mallanganee,2,0,0,0,2,2,0,0,0
1233,Maloneys Beach,1,0,0,0,0,1,0,0,0
1234,Malua Bay,1,1,0,1,1,3,0,2,0
1235,Mandurama,1,0,0,0,0,0,0,0,1
1236,Mangerton,14,0,0,1,1,2,0,0,0
1237,Mangoola,0,0,0,0,0,0,0,0,2
1238,Mangrove Mountain,13,1,1,0,0,0,0,0,0
1239,Manildra,1,1,0,1,2,1,0,0,5
1240,Manilla,0,0,0,0,0,5,0,0,0
1241,Manly,48,48,22,38,2,60,0,33,0
1242,Manly Vale,2,4,0,5,7,7,0,1,0
1243,Mannering Park,20,2,0,2,1,5,0,0,0
1244,Manning Point,1,0,0,0,0,2,0,0,0
1245,Manyana,1,0,0,0,0,0,0,0,0
1246,Maraylya,19,0,0,1,1,0,0,0,0
1247,Marayong,39,1,2,5,1,3,0,0,1
1248,Marchmont,0,0,0,0,0,0,0,1,0
1249,Mardi,27,0,0,0,2,0,0,0,0
1250,Marks Point,7,2,0,1,0,3,0,1,0
1251,Marmong Point,4,1,0,1,1,1,0,0,0
1252,Maroota,17,1,0,0,1,2,0,0,0
1253,Maroubra,52,26,33,38,11,58,0,3,0
1254,Marrangaroo,7,0,0,0,1,1,0,0,1
1255,Marrar,0,1,0,0,0,0,0,0,1
1256,Marrickville,50,47,27,32,50,55,0,29,1
1257,Marsden Park,30,4,2,1,3,14,0,5,0
1258,Marsfield,33,2,1,0,2,6,0,0,0
1259,Martins Creek,1,0,0,0,0,0,0,0,1
1260,Martinsville,0,0,0,0,0,1,0,0,0
1261,Marulan,5,3,0,1,5,8,0,1,1
1262,Maryland,0,0,0,2,0,0,0,0,0
1263,Maryvale,0,0,0,0,0,0,0,0,1
1264,Maryville,2,1,0,0,0,2,0,1,0
1265,Mascot,35,51,10,18,21,55,0,23,3
1266,Matcham,8,0,0,0,0,0,0,0,0
1267,Mathoura,1,2,0,1,1,1,0,0,0
1268,Matong,1,0,0,0,0,0,0,0,0
1269,Matraville,32,11,3,8,11,26,0,1,0
1270,Mayfield,44,11,6,12,4,24,0,4,0
1271,Mayfield East,4,2,0,2,2,5,0,0,0
1272,Mayfield North,0,0,0,0,1,1,0,0,0
1273,Mayfield West,24,2,0,1,8,4,0,1,0
1274,Mays Hill,2,0,0,0,0,1,0,1,0
1275,Mcgraths Hill,31,0,0,2,8,7,0,3,0
1276,Meadow Flat,2,0,0,0,0,0,0,0,0
1277,Meadowbank,4,4,1,4,3,11,0,1,1
1278,Medlow Bath,4,2,0,0,1,2,0,0,1
1279,Medowie,57,4,2,6,2,10,0,0,0
1280,Medway,4,0,0,0,0,0,0,0,0
1281,Megalong Valley,0,2,0,0,0,1,0,0,0
1282,Melinga,0,0,0,0,0,0,0,0,1
1283,Melrose Park,20,1,0,0,2,3,0,0,0
1284,Menai,45,8,9,9,12,16,0,8,0
1285,Menangle,16,0,0,0,0,0,0,0,1
1286,Menangle Park,7,0,0,0,0,2,0,0,1
1287,Mendooran,1,1,0,0,1,0,0,0,1
1288,Merewether,26,9,5,8,3,21,0,5,0
1289,Merewether Heights,8,0,0,1,0,0,0,0,0
1290,Merimbula,17,15,6,7,6,31,0,22,0
1291,Merriwa,0,2,0,2,3,4,0,1,0
1292,Merriwagga,0,0,0,0,0,0,0,0,1
1293,Merrygoen,0,0,0,0,0,0,0,0,1
1294,Merrylands,46,27,21,37,9,54,0,50,1
1295,Merrylands West,27,0,1,2,5,8,0,0,0
1296,Merungle Hill,0,0,0,0,0,0,0,0,1
1297,Metford,25,1,0,1,3,2,0,1,1
1298,Michelago,1,1,0,0,0,1,0,0,0
1299,Middle Cove,17,2,0,0,3,0,0,1,0
1300,Middle Dural,11,1,0,0,1,1,0,2,0
1301,Middleton Grange,9,0,0,2,0,1,0,0,0
1302,Milbrodale,0,0,0,0,0,0,1,0,0
1303,Miller,21,0,0,1,0,4,0,2,0
1304,Millers Forest,3,0,0,0,0,0,0,0,0
1305,Millers Point,5,6,0,0,1,18,0,1,0
1306,Millfield,3,0,0,0,0,0,0,0,0
1307,Millingandi,9,0,0,0,1,0,0,0,0
1308,Millthorpe,2,5,0,1,2,7,0,1,2
1309,Milperra,37,2,2,3,15,13,0,0,0
1310,Milsons Point,5,11,4,3,0,22,0,2,1
1311,Milton,1,3,0,5,1,14,0,18,0
1312,Minchinbury,31,5,2,2,11,14,0,0,0
1313,Mindaribba,1,0,0,0,0,0,0,0,1
1314,Minmi,8,1,0,0,0,1,0,0,0
1315,Minnamurra,16,1,0,0,1,1,0,0,1
1316,Minnie Water,0,0,0,0,0,1,0,0,0
1317,Minore,0,0,0,0,0,0,0,0,1
1318,Minto,48,6,5,7,33,34,1,15,1
1319,Minto Heights,3,0,0,0,0,0,0,1,0
1320,Miranda,52,32,38,41,14,55,0,59,1
1321,Mirannie,0,0,0,0,0,0,0,1,0
1322,Mirrabooka,0,0,0,0,1,0,0,0,0
1323,Mittagong,35,15,9,14,26,37,0,10,1
1324,Moama,28,5,1,3,13,19,0,0,2
1325,Modanville,3,0,0,0,0,1,0,1,0
1326,Mogareeka,1,0,0,0,0,0,0,0,0
1327,Mogo,2,6,0,1,0,3,0,2,0
1328,Mollymook,2,3,0,0,0,5,0,0,0
1329,Mollymook Beach,2,0,0,0,0,6,0,0,0
1330,Molong,5,2,1,1,2,4,0,0,2
1331,Mona Vale,18,28,20,27,7,49,0,27,0
1332,Mondayong,2,0,0,0,0,0,0,0,0
1333,Monivae,0,0,0,0,0,0,0,0,1
1334,Monkerai,0,0,0,0,0,1,0,0,0
1335,Monteagle,0,1,0,0,0,0,0,0,1
1336,Montecollum,1,1,0,0,0,0,0,0,0
1337,Montefiores,1,0,0,0,0,1,0,0,0
1338,Monterey,2,4,1,3,0,0,0,1,0
1339,Mooball,2,2,0,0,1,1,0,0,0
1340,Moonan Flat,0,1,0,0,0,2,1,0,0
1341,Moonbi,1,0,0,0,2,0,0,1,0
1342,Moonee Beach,14,2,1,1,0,6,0,1,0
1343,Mooney Mooney,4,0,0,1,1,3,0,0,0
1344,Moore Creek,2,0,0,0,0,0,0,1,0
1345,Moore Park,15,6,0,0,0,14,0,0,0
1346,Moorebank,41,13,7,9,21,23,0,5,0
1347,Moorland,0,3,0,0,0,3,0,0,0
1348,Moorong,0,1,0,0,1,0,0,0,0
1350,Morisset,18,8,2,9,24,19,0,9,1
1351,Morisset Park,2,0,0,0,0,1,0,0,0
1352,Morning Bay,1,0,0,0,0,0,0,0,0
1353,Mororo,0,0,0,0,0,0,1,0,0
1354,Morpeth,16,7,0,3,0,12,0,7,0
1355,Mortdale,28,10,5,11,17,33,0,2,1
1356,Mortlake,6,5,3,2,10,8,0,0,0
1357,Morts Estate,3,0,0,0,0,0,0,0,0
1358,Moruya,5,12,3,8,16,23,1,8,0
1359,Mosman,53,49,25,38,7,55,0,58,0
1360,Moss Vale,45,11,7,12,19,25,0,9,1
1361,Mossy Point,1,1,0,0,0,1,0,0,0
1362,Mount Annan,33,7,4,9,0,26,0,2,0
1363,Mount Burrell,4,0,0,0,0,0,0,0,0
1364,Mount Colah,46,6,1,2,2,9,0,1,1
1365,Mount Druitt,39,19,8,18,48,56,0,41,1
1366,Mount Fairy,0,0,0,0,1,0,0,0,1
1367,Mount Frome,0,0,0,0,0,0,0,0,1
1368,Mount George,0,0,0,0,0,0,0,0,1
1369,Mount Hunter,8,0,0,0,0,0,0,0,0
1370,Mount Hutton,19,9,1,6,0,12,0,8,0
1371,Mount Keira,8,1,0,0,0,0,0,0,0
1372,Mount Kembla,17,0,0,1,0,0,0,2,0
1373,Mount Knowles,0,0,0,0,0,0,0,0,1
1374,Mount Lambie,1,0,0,0,0,0,0,0,1
1375,Mount Lewis,4,0,0,0,0,2,0,0,0
1376,Mount Ousley,2,0,0,1,0,0,0,1,0
1377,Mount Panorama,0,0,0,0,0,1,0,0,0
1378,Mount Pleasant,6,0,0,0,0,0,0,0,0
1379,Mount Pritchard,44,1,0,2,3,25,0,0,0
1380,Mount Rankin,0,0,0,0,0,1,0,0,0
1381,Mount Riverview,13,0,0,0,0,1,0,0,0
1382,Mount Thorley,0,1,0,0,5,0,0,0,0
1383,Mount Tomah,0,0,0,0,0,1,0,0,0
1384,Mount Vernon,7,0,0,0,1,0,0,0,0
1385,Mount Victoria,10,2,0,0,0,4,0,0,1
1386,Mount View,0,0,0,0,0,1,0,0,0
1387,Mount Vincent,2,0,0,0,0,0,0,0,0
1388,Mount Warning,0,2,0,0,0,2,0,0,0
1389,Mount Warrigal,27,1,2,2,1,4,0,1,0
1390,Mount White,0,3,0,0,0,3,0,0,0
1391,Mudgee,22,20,7,17,32,48,0,15,1
1392,Mulbring,2,0,0,0,1,0,0,0,0
1393,Mulgoa,20,4,0,2,0,5,2,1,0
1394,Mulgrave,0,0,0,0,0,0,0,0,1
1395,Mullaley,1,0,0,0,0,0,0,0,0
1396,Mullaway,2,0,0,0,0,2,0,0,0
1397,Mullion Creek,0,0,0,0,0,0,0,0,1
1398,Mullumbimby,7,14,3,5,13,24,0,17,1
1399,Mulwala,19,2,0,3,2,11,0,0,1
1400,Mumbil,0,0,0,0,0,0,0,0,1
1401,Mummulgum,2,0,0,0,0,0,0,0,0
1402,Mundamia,1,1,0,0,0,0,0,0,0
1403,Mungindi,0,1,0,0,1,1,0,1,0
1404,Murrami,1,0,0,0,0,0,0,0,4
1405,Murray Downs,0,0,0,0,0,1,0,0,0
1406,Murrays Beach,3,0,0,0,0,1,0,0,0
1407,Murringo,2,0,0,0,0,0,0,0,0
1408,Murrumbateman,4,1,2,2,3,6,0,2,0
1409,Murrumburrah,1,2,0,1,0,1,0,0,0
1410,Murrurundi,1,5,0,3,1,3,0,1,3
1411,Murwillumbah,19,17,6,8,19,36,0,11,0
1412,Muscle Creek,1,0,0,0,0,0,0,0,1
1413,Muswellbrook,36,10,4,10,26,25,0,10,2
1414,Muttama,1,0,0,0,0,0,0,0,0
1415,Mylestom,2,0,0,0,0,3,0,0,0
1416,Mylneford,1,0,0,0,0,0,0,0,0
1417,Myocum,1,0,0,0,1,0,0,1,0
1418,Myola,1,0,0,0,0,0,0,0,0
1419,Myrtle Creek,0,0,0,0,0,0,0,0,1
1420,Nabiac,1,2,0,1,1,2,0,0,0
1421,Nambucca Heads,22,12,3,5,12,23,0,6,0
1422,Nana Glen,0,1,0,0,2,2,0,0,1
1423,Narara,37,1,0,3,1,0,0,3,1
1424,Narellan,33,18,13,22,31,45,0,49,0
1425,Narellan Vale,37,0,0,1,1,4,0,1,0
1426,Naremburn,5,4,0,1,1,6,0,0,0
1427,Narooma,4,9,3,6,9,23,0,4,0
1428,Narrabarba,1,0,0,0,0,0,0,0,0
1429,Narrabeen,23,17,2,8,3,31,0,3,0
1430,Narrabri,1,8,3,13,26,16,0,8,2
1431,Narrandera,1,7,2,2,8,15,0,4,2
1432,Narrawallee,2,0,0,1,0,0,0,0,0
1433,Narraweena,27,3,1,3,0,8,0,1,0
1434,Narromine,11,3,1,0,11,10,0,5,2
1435,Narwee,30,4,1,5,2,5,0,0,1
1436,Nashdale,0,1,0,0,0,0,1,0,1
1437,Neath,1,0,0,0,0,0,0,0,0
1438,Nelligen,1,2,0,0,0,2,0,0,0
1439,Nelson,1,0,0,0,0,0,0,0,0
1440,Nelson Bay,48,22,3,8,1,47,0,15,0
1441,Nemingha,4,0,0,0,3,3,0,0,1
1442,Nerong,3,0,0,0,0,0,0,0,0
1443,Neutral Bay,13,32,27,33,1,59,0,12,0
1444,Nevertire,1,2,0,0,0,0,0,0,2
1445,New Berrima,5,0,0,0,0,0,0,0,0
1446,New Brighton,1,0,0,0,0,0,0,0,0
1447,New Italy,1,2,0,0,0,1,0,0,0
1448,New Lambton,32,7,1,19,5,23,1,8,0
1449,New Lambton Heights,27,2,0,1,0,1,0,0,0
1450,Newbridge,1,0,0,0,0,1,0,0,2
1451,Newcastle,6,30,13,25,2,38,1,22,0
1452,Newcastle East,1,5,0,1,0,5,0,0,0
1453,Newcastle West,11,15,3,5,6,25,0,11,0
1454,Newington,17,5,3,2,1,21,0,1,0
1455,Newport,13,12,9,11,1,36,0,12,0
1456,Newrybar,2,2,1,0,0,1,0,0,0
1457,Newtown,23,44,12,43,3,60,0,52,1
1458,Niagara Park,21,1,1,2,1,2,0,0,1
1459,Nimbin,6,6,0,2,1,9,0,8,0
1460,Nimmitabel,2,2,0,0,0,1,0,0,0
1461,Nooroo,0,0,0,0,0,0,0,0,1
1462,Norah Head,15,5,0,1,2,5,0,2,0
1463,Noraville,24,3,0,1,1,1,0,0,0
1464,Nords Wharf,12,0,0,0,0,0,0,0,0
1465,Normanhurst,34,2,1,1,1,3,0,0,1
1466,North Albury,2,2,0,6,9,10,0,2,0
1467,North Arm Cove,1,0,0,0,0,0,0,0,0
1468,North Avoca,22,1,0,1,0,1,0,0,0
1469,North Balgowlah,23,3,0,2,0,2,0,0,0
1470,North Batemans Bay,2,0,0,0,0,1,0,0,0
1471,North Boambee Valley,3,1,0,0,15,7,0,2,0
1472,North Bondi,21,10,7,8,1,20,1,3,0
1473,North Curl Curl,21,5,0,3,1,7,0,2,0
1474,North Dorrigo,0,0,0,0,0,1,0,0,0
1475,North Epping,26,2,0,2,1,3,0,0,0
1476,North Gosford,29,3,1,0,8,6,0,1,0
1477,North Haven,11,5,0,4,1,4,0,1,0
1478,North Lambton,16,0,0,1,0,0,0,0,0
1479,North Lismore,6,1,0,0,5,4,0,0,0
1480,North Macksville,2,1,0,0,0,0,0,0,1
1481,North Macquarie,0,0,0,1,0,0,0,0,0
1482,North Manly,23,0,0,2,3,2,0,2,0
1483,North Narooma,1,0,0,0,0,0,0,0,0
1484,North Narrabeen,22,3,0,3,23,13,0,2,0
1485,North Nowra,27,2,1,2,7,5,0,3,0
1486,North Parramatta,48,7,4,7,28,21,0,4,0
1487,North Richmond,28,4,3,6,17,18,0,1,0
1488,North Rocks,47,6,4,9,11,17,0,14,0
1489,North Rothbury,8,1,0,0,0,0,0,0,0
1490,North Ryde,50,28,14,21,6,39,0,42,0
1491,North St Marys,33,2,0,0,5,7,0,1,1
1492,North Strathfield,11,9,6,7,2,31,0,1,1
1493,North Sydney,31,56,40,31,4,48,1,32,1
1494,North Tamworth,28,5,2,0,1,3,0,2,0
1495,North Tumbulgum,2,0,0,0,0,1,0,0,0
1496,North Turramurra,33,4,3,0,1,9,0,1,0
1497,North Wagga Wagga,5,0,0,0,1,0,0,0,0
1498,North Wahroonga,10,0,0,0,0,0,0,0,0
1499,North Willoughby,11,5,3,5,0,17,0,3,0
1500,North Wollongong,20,13,0,2,19,14,0,4,1
1501,North Yeoval,4,0,0,0,0,0,0,0,0
1502,Northbridge,8,0,6,15,0,0,0,6,0
1503,Northmead,30,6,5,5,5,23,0,1,0
1504,Northwood,7,0,0,0,0,0,0,0,0
1505,Nowra,35,28,13,37,27,59,0,38,0
1506,Nowra Hill,2,1,0,0,1,0,0,1,0
1507,Nulkaba,3,2,0,0,0,5,0,0,0
1508,Nunderi,1,0,0,1,0,0,0,0,0
1509,Nundle,0,3,0,0,0,4,0,1,0
1510,Nyngan,2,1,1,1,4,4,0,2,0
1511,Nyrang Creek,0,0,0,0,0,0,0,0,1
1512,Oak Flats,42,5,4,6,32,11,0,8,1
1513,Oakdale,29,0,0,0,1,1,2,0,0
1514,Oakhampton,0,0,0,0,0,0,0,0,1
1515,Oakhurst,30,0,0,1,0,0,0,0,0
1516,Oakville,1,0,0,0,2,0,0,0,0
1517,Oaky Park,3,0,0,0,1,0,0,0,0
1518,Oatlands,23,3,3,3,0,3,0,0,0
1519,Oatley,37,11,7,7,4,25,0,3,1
1520,Oberon,1,6,1,2,7,14,0,1,0
1521,Ocean Shores,0,6,1,4,1,5,0,4,0
1522,Old Bar,5,3,0,3,0,8,0,0,0
1523,Old Erowal Bay,1,0,0,0,0,0,0,1,0
1524,Old Guildford,17,0,0,3,3,1,0,0,0
1525,Old Junee,3,0,0,0,0,1,0,0,1
1526,Old Toongabbie,18,2,0,1,3,3,0,0,0
1527,One Mile,3,0,0,0,0,1,0,0,0
1528,Ootha,1,0,0,0,0,0,0,0,0
1529,Oran Park,26,3,1,4,1,10,0,1,0
1530,Orange,12,48,22,38,33,59,0,24,3
1531,Orangeville,2,0,0,0,1,0,0,0,0
1532,Orchard Hills,14,1,0,1,1,2,12,0,0
1533,Orient Point,2,0,0,0,0,0,0,0,0
1534,Otford,4,0,0,0,0,1,0,0,1
1535,Ourimbah,41,4,5,4,0,9,0,2,1
1536,Oxley Park,16,0,0,0,2,0,0,0,0
1537,Oxley Vale,27,0,0,0,0,0,0,0,0
1538,Oyster Bay,28,1,0,1,1,0,0,0,0
1539,Oyster Cove,1,0,0,0,0,0,0,0,0
1540,Paddington,20,28,6,44,2,44,1,60,0
1541,Padstow,46,10,8,17,21,40,0,6,1
1542,Padstow Heights,17,1,0,2,0,1,0,0,0
1543,Pagewood,1,0,1,2,3,5,0,9,0
1544,Pallamallawa,0,1,0,0,0,1,0,0,0
1545,Palm Beach,26,4,0,1,0,13,0,3,0
1546,Palmers Channel,0,0,0,0,1,0,0,0,0
1547,Palmers Island,1,0,0,0,0,0,0,0,0
1548,Pambula,11,5,1,3,8,11,0,4,0
1549,Pambula Beach,10,0,0,0,0,1,0,0,0
1550,Panania,38,5,5,12,4,23,0,4,1
1551,Parkes,55,12,6,10,34,32,0,11,4
1552,Parklea,4,2,1,3,0,4,0,3,0
1553,Parramatta,36,58,53,57,20,58,1,60,1
1554,Paterson,2,1,0,0,3,3,0,0,1
1555,Patonga,7,1,0,0,0,1,0,0,0
1556,Paxton,1,0,0,0,0,2,0,0,0
1557,Peak Hill,1,3,0,0,0,2,0,0,2
