suburb_id,suburb,Bus stop,Coffee shop,Dentist,Hair care,Motor repair,Restaurant,Orchard,Clothing store,Train station
525,Coonamble,2,3,1,4,7,8,0,1,1
526,Coopernook,1,0,0,0,0,1,0,0,1
527,Coorabell,0,0,0,1,0,0,0,0,0
528,Cooranbong,20,3,2,1,5,3,0,0,0
529,Cootamundra,1,10,3,5,17,15,0,9,5
530,Cooyal,0,1,0,0,0,1,0,0,0
531,Copacabana,11,2,0,2,0,3,0,1,0
532,Copmanhurst,3,0,0,0,0,0,0,0,0
533,Coraki,2,1,0,1,0,4,0,0,0
534,Coramba,0,1,0,0,0,1,0,0,1
535,Cordeaux Heights,24,1,1,1,0,2,0,0,0
536,Corindi Beach,18,2,0,0,0,3,0,0,0
537,Corlette,35,0,0,1,0,5,0,0,0
538,Corney Town,0,0,0,0,1,0,0,0,0
539,Corowa,1,9,3,8,16,16,0,6,0
540,Corrimal,36,9,11,19,11,23,0,19,1
541,Corunna,0,0,0,0,0,1,0,0,0
542,Cottage Point,0,1,0,0,0,2,0,0,0
543,Couridjah,6,0,0,0,0,0,0,0,1
544,Coutts Crossing,0,0,0,0,0,1,0,0,0
545,Cowan,7,2,0,0,0,1,0,0,0
546,Cowra,10,10,2,4,27,24,0,11,5
547,Crackenback,1,2,0,1,0,5,0,0,1
548,Cranebrook,47,3,1,5,3,6,0,1,0
549,Crangan Bay,9,0,0,0,0,0,0,0,0
550,Craven,1,0,0,0,0,0,0,0,0
551,Cremorne,24,7,6,11,3,27,0,4,0
552,Cremorne Point,17,1,0,0,0,0,0,0,0
553,Crescent Head,1,6,0,1,0,10,0,2,0
554,Crestwood,1,0,0,0,1,1,0,1,0
555,Cringila,7,1,0,2,3,5,0,2,0
556,Cromer,23,5,0,6,17,4,0,2,0
557,Cronulla,47,34,12,34,1,60,1,32,1
558,Crookwell,4,3,1,3,8,3,0,2,0
559,Croudace Bay,11,0,0,1,0,0,0,0,0
560,Crowdy Head,0,1,0,0,0,1,0,0,0
561,Crows Nest,23,22,28,30,9,56,0,16,0
562,Crowther,0,0,0,0,0,0,0,0,1
563,Croydon,1,5,5,0,7,13,0,5,1
564,Croydon Park,20,3,2,6,5,17,0,1,0
565,Crystal Creek,0,1,0,0,0,1,0,0,0
566,Cudal,1,2,0,0,0,0,0,0,0
567,Cudgen,4,0,0,0,0,2,0,0,0
568,Cudmirrah,2,0,0,0,0,0,0,0,0
569,Culburra Beach,15,10,1,4,3,9,0,2,0
570,Culcairn,2,2,0,1,3,2,0,0,1
571,Cullen Bullen,2,0,0,0,0,0,0,0,1
572,Cullerin,0,0,0,0,0,1,0,0,1
573,Cumbalum,1,0,0,1,0,0,0,1,0
574,Cundletown,2,0,0,0,1,0,0,0,0
575,Cunjurong Point,1,1,0,0,0,0,0,0,0
576,Curl Curl,14,2,0,1,0,2,0,0,0
577,Curlwaa,0,1,0,0,2,0,0,0,0
578,Currabubula,2,1,0,0,0,0,0,0,1
579,Curramore,1,0,0,0,0,0,0,0,0
580,Currans Hill,19,0,0,1,0,3,0,0,0
581,Currarong,8,0,0,0,0,2,0,0,0
582,Currawong Beach,1,0,0,0,0,0,0,0,0
583,Daceyville,5,0,1,0,0,0,0,0,0
584,Dairymans Plains,1,0,0,0,0,0,0,0,0
585,Daleys Point,7,2,0,0,0,1,0,0,0
586,Dalgety,1,2,0,0,0,3,0,0,0
587,Dalmeny,0,1,0,1,1,2,0,0,0
588,Dandry,0,1,0,0,0,0,0,0,0
589,Dangar Island,1,1,0,0,0,0,0,0,0
590,Dapto,38,8,8,14,23,42,0,20,1
591,Darawank,4,3,0,0,0,1,0,0,0
592,Darbys Falls,1,0,0,0,0,0,0,0,0
593,Dareton,2,0,0,0,0,2,0,0,0
594,Dargan,0,1,0,0,0,0,0,0,1
595,Darkes Forest,0,0,0,0,1,0,1,1,0
596,Darling Point,13,2,0,1,0,2,0,1,0
597,Darlinghurst,31,33,5,42,5,58,0,28,0
598,Darlington,4,13,0,1,1,10,0,1,0
599,Daroobalgie,0,0,0,0,0,1,0,0,1
600,Davidson,12,1,0,1,0,2,0,0,0
601,Davistown,18,1,0,1,0,5,0,0,0
602,Dawes Point,2,2,0,1,0,13,0,1,0
603,Dean Park,24,1,0,1,0,4,0,0,0
604,Dee Why,46,24,35,29,9,58,0,12,0
605,Deep Creek,0,0,0,1,0,0,0,0,0
606,Deepwater,0,0,0,0,0,1,0,0,0
607,Delegate,0,1,0,0,1,0,0,0,0
608,Delungra,1,0,0,0,1,0,0,0,0
609,Denham Court,11,1,1,1,0,5,0,1,0
610,Deniliquin,18,8,2,10,16,18,0,6,4
611,Denistone,16,0,0,0,0,1,0,0,1
612,Denistone East,7,0,1,0,0,1,0,0,0
613,Denistone West,3,0,0,0,0,0,0,0,0
614,Denman,4,2,0,1,0,5,0,1,2
615,Derriwong,0,0,0,0,0,0,0,0,1
617,Dharruk,17,0,0,1,1,0,0,1,0
618,Dhuragoon,0,0,0,0,0,0,0,0,1
619,Diamond Beach,1,0,0,1,2,2,0,0,0
620,Dilkoon,0,0,0,0,0,0,0,0,1
621,Dirty Creek,3,0,0,0,0,0,0,0,0
622,Dolans Bay,5,0,0,0,0,0,0,0,0
623,Dolls Point,7,2,1,1,0,1,0,0,0
624,Doon Doon,0,0,0,0,0,0,0,1,0
625,Doonbah,0,0,0,0,0,1,0,0,0
626,Doonside,43,5,2,5,4,20,0,1,1
627,Dooralong,15,0,0,0,0,0,0,0,0
628,Dora Creek,8,0,0,2,0,2,0,0,1
629,Dorrigo,0,8,2,3,3,5,1,1,0
630,Dorroughby,1,0,0,0,0,0,0,0,0
631,Double Bay,12,28,27,50,0,38,0,59,0
632,Douglas Park,3,1,0,2,1,1,0,0,1
633,Dover Heights,23,1,1,0,0,1,0,0,0
634,Doyalson,6,0,0,0,8,0,0,1,0
635,Doyalson North,9,0,0,0,4,0,0,0,0
636,Drake Village,1,0,0,0,0,1,0,0,0
637,Drummoyne,6,21,9,19,5,45,0,44,0
638,Dubbo,58,52,16,54,56,60,0,60,2
639,Duckenfield,0,1,0,0,0,0,0,0,0
640,Dudley,0,1,0,1,0,0,0,0,0
641,Duffys Forest,16,0,0,0,0,0,0,0,0
642,Dulwich Hill,19,15,12,10,7,37,0,5,1
643,Dunbogan,4,1,0,0,0,1,0,0,0
644,Dundas,19,1,0,1,0,5,0,0,0
645,Dundas Valley,22,1,2,1,0,2,0,1,0
646,Dunedoo,2,3,0,0,0,6,0,0,5
647,Dungog,2,6,1,2,6,9,0,1,1
648,Dunkeld,1,0,0,0,0,0,0,0,0
649,Dunmore,0,0,0,0,0,0,0,0,1
650,Duns Creek,4,0,0,0,0,0,0,0,0
651,Dural,21,16,14,14,17,39,0,8,0
652,Duranbah,0,1,0,0,0,1,0,0,0
653,Duri,3,0,0,0,0,0,0,0,0
654,Durras North,0,1,0,0,0,0,0,0,0
655,Durren Durren,5,0,0,0,0,0,0,0,0
656,Dyers Crossing,1,0,0,0,0,0,0,0,0
657,Eagle Vale,23,3,1,2,1,8,0,0,0
658,Earlwood,41,10,10,13,2,26,0,12,0
659,East Albury,35,5,0,2,8,4,0,2,0
660,East Ballina,14,4,1,2,1,8,0,3,0
661,East Branxton,11,0,0,0,0,2,0,0,0
662,East Corrimal,17,3,0,5,0,6,0,0,0
663,East Gosford,27,6,4,10,1,18,0,11,0
664,East Gresford,3,2,0,0,2,1,0,0,0
665,East Hills,28,0,1,2,1,2,0,0,1
666,East Jindabyne,0,0,0,0,0,1,0,0,0
667,East Kangaloon,1,0,0,0,0,0,0,0,0
668,East Kempsey,11,1,0,0,0,1,0,0,0
669,East Killara,18,1,1,1,0,2,0,2,0
670,East Kurrajong,2,0,0,0,0,1,0,0,0
671,East Lindfield,34,1,0,0,0,1,0,1,0
672,East Lismore,14,2,1,1,6,3,0,0,0
673,East Lynne,1,0,0,0,0,0,0,0,0
674,East Maitland,49,23,8,23,26,57,0,58,2
675,East Ryde,4,1,0,1,0,2,0,0,0
676,East Tamworth,22,1,0,0,0,2,0,0,0
677,East Wagga Wagga,4,3,1,0,19,6,0,2,0
678,Eastern Creek,33,10,0,3,7,20,0,2,0
679,Eastgardens,3,11,2,12,1,24,0,35,0
680,Eastlakes,18,3,3,3,1,9,0,3,0
681,Eastwood,40,18,34,27,2,58,0,8,1
682,Eatonsville,1,0,0,0,0,0,0,0,0
683,Ebenezer,6,1,0,0,0,1,0,0,0
684,Ebor,0,1,0,0,0,0,0,0,0
685,Eden,16,5,2,6,7,17,0,5,0
686,Edensor Park,31,1,3,2,1,12,0,2,0
687,Edgecliff,5,4,11,11,3,7,0,5,1
688,Edgeroi,0,0,0,0,1,1,0,0,0
689,Edgeworth,49,2,2,3,10,9,0,1,0
690,Edith,0,0,0,0,0,1,0,0,0
691,Edmondson Park,21,3,0,2,0,9,0,1,1
692,Eglinton,5,1,0,1,0,1,0,0,0
693,Elands,1,1,0,0,0,0,0,0,0
694,Elanora Heights,2,3,1,3,0,4,0,0,0
695,Elderslie,25,0,0,2,3,1,1,0,0
696,Eleebana,43,1,0,0,0,0,0,1,0
697,Elermore Vale,33,2,1,1,1,4,0,0,0
698,Elizabeth Bay,6,3,1,2,1,4,0,1,0
699,Elizabeth Beach,1,0,0,0,0,1,0,0,0
700,Elizabeth Hills,7,0,0,0,0,0,0,0,0
701,Ellalong,6,1,0,0,0,1,0,0,0
702,Ellis Lane,4,0,0,0,0,0,0,0,0
703,Elong Elong,0,0,0,0,0,0,0,0,1
704,Elrington,1,0,0,0,0,0,0,0,0
705,Elsmore,2,0,0,0,0,0,0,0,0
706,Emerald Beach,10,2,0,1,0,5,0,0,0
707,Emerald Hill,0,0,0,0,0,0,0,0,1
708,Emerton,9,2,0,1,0,12,0,3,0
709,Emmaville,1,0,0,0,0,3,0,1,0
710,Empire Bay,28,2,1,1,0,3,0,1,0
711,Emu Heights,22,2,0,1,2,2,0,1,0
712,Emu Plains,44,7,3,5,14,18,0,5,1
713,Enfield,0,3,3,5,1,9,0,1,0
714,Engadine,56,16,9,19,14,46,0,9,1
715,Englorie Park,1,0,0,0,0,0,0,0,0
716,Enmore,2,6,4,10,2,35,0,4,0
717,Epping,13,8,19,11,2,36,0,3,1
718,Eraring,2,0,0,0,0,0,0,0,0
719,Erigolia,0,0,0,0,0,0,0,0,1
720,Erina,39,27,15,28,39,52,0,60,0
721,Erina Heights,12,2,0,3,0,3,0,2,0
722,Ermington,44,4,2,5,3,19,0,0,0
723,Erowal Bay,2,0,0,0,0,0,0,0,0
724,Erskine Park,40,3,1,3,2,9,0,4,0
725,Erskineville,11,13,2,3,2,17,1,3,1
726,Eschol Park,7,0,0,0,0,0,0,0,0
727,Estella,15,0,1,0,0,1,0,0,0
728,Ettalong Beach,39,18,3,15,0,27,0,7,0
729,Euabalong,3,0,0,0,0,0,0,0,0
730,Euabalong West,1,0,0,0,0,0,0,0,0
731,Euchareena,1,0,0,0,0,0,0,0,3
732,Eugowra,1,3,0,0,0,1,0,0,0
733,Eumungerie,1,0,0,0,0,0,0,0,0
734,Eunanoreenya,0,0,0,0,0,1,0,0,0
735,Eungai Creek,0,0,0,0,0,1,0,0,0
736,Eungai Rail,1,0,0,0,0,0,0,0,1
737,Eungella,0,0,0,0,0,0,1,0,0
738,Eureka,1,0,0,0,0,0,0,0,0
739,Eurunderee,0,0,0,0,0,2,2,0,0
740,Evans Head,1,4,1,2,3,14,0,1,0
741,Eveleigh,4,4,0,1,0,1,0,0,1
742,Ewingsdale,4,1,0,0,0,2,0,0,0
743,Exeter,1,1,0,0,0,1,0,1,1
744,Fairfield,41,21,26,32,7,47,0,35,1
745,Fairfield East,27,1,0,3,9,6,0,2,0
746,Fairfield Heights,18,4,2,10,2,20,0,1,0
747,Fairfield West,36,2,2,14,1,7,0,0,0
748,Fairlight,29,3,0,2,1,2,0,3,0
749,Fairy Hill,0,0,0,0,0,0,0,0,1
750,Fairy Meadow,45,10,9,13,33,32,0,20,1
751,Falls Creek,0,0,1,0,0,0,0,0,0
752,Farley,0,0,0,0,1,0,0,0,0
753,Farmborough Heights,29,0,0,0,1,0,0,2,0
754,Fassifern,4,0,0,0,0,0,0,0,1
755,Faulconbridge,32,2,0,2,2,6,0,0,1
756,Federal,0,2,0,0,0,2,0,0,0
757,Fennell Bay,11,0,0,0,0,2,0,1,0
758,Fern Bay,18,0,0,1,0,2,0,0,0
759,Fernbank Creek,1,1,0,0,0,1,0,0,0
760,Fernhill,2,0,0,0,1,0,0,0,0
761,Ferodale,3,0,0,0,0,0,0,0,0
762,Figtree,38,10,4,17,7,26,0,12,0
763,Fingal Bay,16,3,0,1,1,5,0,0,0
764,Fingal Head,1,1,0,0,0,1,0,0,0
765,Finley,1,1,2,2,5,5,0,1,0
766,Fishermans Paradise,1,0,0,0,0,0,0,0,0
767,Fishing Point,4,0,0,0,0,0,0,1,0
768,Fitzroy Falls,15,2,0,0,0,1,0,0,0
769,Five Dock,47,22,24,18,2,37,0,8,0
770,Fletcher,1,1,2,5,0,5,0,1,0
771,Flinders,25,0,1,0,0,0,0,2,0
772,Floraville,8,0,0,2,0,0,0,0,0
773,Forbes,51,9,3,4,18,21,0,13,0
774,Forbesdale,0,0,0,0,0,0,0,0,1
775,Forest Glen,0,0,0,0,0,1,0,0,0
776,Forest Lodge,10,6,0,3,0,13,0,2,0
777,Forestville,18,5,4,4,9,8,0,1,0
778,Forresters Beach,10,2,0,3,0,4,0,3,0
779,Forster,14,27,6,19,26,47,0,38,0
780,Fountaindale,11,0,0,0,4,1,0,1,0
781,Foxground,0,0,0,0,0,1,0,0,0
782,Frederickton,3,0,0,0,0,1,0,0,0
783,Freemans Reach,17,2,0,1,0,2,0,0,0
784,Freemans Waterhole,3,1,0,0,0,1,0,0,0
785,French Park,0,0,0,0,0,0,0,0,1
786,Frenchs Forest,39,14,6,12,0,27,0,7,0
787,Freshwater,24,8,1,9,2,23,0,3,0
788,Frogs Hollow,1,0,0,0,1,0,0,0,0
789,Fullerton Cove,18,0,0,0,0,0,0,0,0
790,Galong,1,0,0,0,0,0,0,0,0
791,Galston,23,4,2,3,0,9,0,0,0
792,Ganmain,0,1,0,2,0,0,0,0,0
793,Garden Suburb,13,0,0,0,0,0,0,1,0
794,Gateshead,0,5,0,0,19,10,0,0,0
795,Geehi,0,1,0,0,0,2,0,0,0
796,Gemalla,0,0,0,0,0,0,0,0,1
797,Georges Hall,1,4,3,6,0,18,0,1,0
798,Georges Plains,1,0,0,0,0,0,0,1,0
799,Georgetown,7,2,1,5,3,0,0,1,0
800,Gerogery,2,0,0,0,0,0,0,0,1
801,Gerringong,18,8,3,5,4,22,0,6,0
802,Gerroa,9,1,0,0,0,2,0,0,0
803,Geurie,2,0,0,0,0,0,0,0,1
804,Gibraltar Range,1,0,0,0,0,0,0,0,0
805,Gidginbung,0,0,0,0,0,0,0,0,1
806,Gilead,1,0,0,0,0,0,0,0,0
807,Gilgai,1,0,0,0,0,1,0,0,0
808,Gilgandra,1,4,2,2,4,6,0,1,1
809,Gillieston Heights,17,0,0,1,0,1,0,3,0
810,Girards Hill,1,0,0,3,0,2,0,0,0
811,Girilambone,1,0,0,0,0,0,0,0,0
812,Girral,0,0,0,0,0,0,0,0,1
813,Girraween,27,3,0,0,25,9,0,0,0
814,Gladesville,32,17,11,23,37,44,0,7,0
815,Gladstone,0,3,0,0,0,0,0,1,0
816,Glebe,18,35,8,13,4,56,0,16,0
817,Gledswood Hills,24,2,2,4,1,10,0,2,0
818,Glen Alpine,24,0,0,1,0,3,0,0,0
819,Glen Innes,3,13,2,7,15,20,0,5,0
820,Glen Oak,0,0,0,0,1,0,0,0,0
821,Glenbrook,35,5,4,4,0,9,0,4,1
822,Glencoe,1,1,0,0,0,1,0,0,0
823,Glendale,25,6,5,5,1,25,0,11,0
824,Glendenning,26,3,0,2,18,7,0,3,0
825,Glenfield,36,4,5,4,0,6,0,0,1
826,Glenfield Park,14,4,0,0,0,5,0,1,0
827,Glenhaven,45,2,3,2,0,2,0,2,0
828,Glenmore Park,55,7,6,4,0,16,0,5,0
829,Glennies Creek,0,0,0,0,0,0,0,0,1
830,Glenning Valley,20,0,1,0,0,0,0,0,0
831,Glenorie,19,2,1,4,5,3,0,0,0
832,Glenquarry,1,0,0,0,0,0,0,0,1
833,Glenreagh,1,0,0,0,0,1,0,0,1
834,Glenridding,0,0,0,1,0,0,0,0,0
835,Glenthorne,0,1,0,0,1,2,0,0,0
836,Glenwood,51,3,2,3,0,10,0,2,0
837,Glossodia,26,0,0,1,1,2,0,0,0
838,Gloucester,1,2,2,4,6,12,0,8,1
839,Gobbagombalin,2,0,0,0,0,0,0,0,0
840,Gol Gol,1,1,0,0,1,0,0,0,0
841,Gongolgon,1,0,0,0,0,0,0,0,0
842,Goobarragandra,0,0,0,0,0,1,0,0,0
843,Googong,6,1,0,1,1,1,0,1,0
844,Goolgowi,0,0,0,0,1,0,1,0,0
845,Goolmangar,1,0,0,0,0,0,0,0,0
846,Goonellabah,17,5,4,4,7,10,0,1,0
847,Goonengerry,1,0,0,0,1,0,0,1,0
848,Gordon,14,10,21,12,1,30,0,6,1
849,Gormans Hill,4,0,0,0,1,0,0,0,0
850,Gorokan,35,1,2,4,4,7,0,4,0
851,Gosford,34,21,18,19,17,38,0,17,0
852,Gostwyck,0,0,0,0,0,0,0,1,0
853,Goulburn,11,20,13,26,56,58,0,29,1
854,Grabben Gullen,1,0,0,0,0,0,0,0,0
855,Grafton,0,19,12,26,19,36,0,31,0
856,Grahamstown,1,0,0,0,0,0,0,0,0
857,Granville,41,12,8,12,28,32,0,9,2
858,Grasmere,8,0,0,0,0,0,0,0,0
859,Grassy Head,0,0,0,0,0,1,0,0,0
860,Grays Point,27,1,0,0,0,1,0,1,0
861,Great Mackerel Beach,1,0,0,0,0,0,0,0,0
862,Green Pigeon,0,0,0,0,0,0,1,0,0
863,Green Point,42,2,0,4,1,7,0,5,0
864,Green Valley,42,3,3,4,1,15,2,1,0
865,Greenacre,45,14,3,11,38,33,0,23,0
867,Greenethorpe,0,1,0,0,0,0,0,1,1
868,Greenfield Park,25,1,1,2,0,7,0,0,0
869,Greengrove,1,0,0,0,0,0,0,0,0
870,Greenhill,1,1,0,0,0,0,0,0,0
871,Greenwell Point,14,1,0,1,1,3,0,0,0
872,Greenwich,13,6,0,2,0,3,0,0,0
873,Gregory Hills,19,6,2,8,12,20,0,5,0
874,Greigs Flat,4,0,0,0,0,0,0,0,0
875,Grenfell,1,2,0,2,3,5,0,3,0
876,Gresford,0,0,0,0,0,1,0,0,0
877,Greta,15,3,1,3,0,8,0,1,1
878,Greta Main,2,0,0,0,0,0,0,0,0
879,Greystanes,18,9,1,15,2,23,0,0,0
880,Griffith,15,17,6,26,44,43,0,39,1
881,Grong Grong,2,1,0,0,0,0,0,0,2
882,Grose Vale,9,0,0,1,0,0,1,0,0
883,Grose Wold,1,0,0,0,1,0,0,0,0
884,Guildford,51,6,3,23,18,32,0,7,1
885,Guildford West,33,0,1,3,3,6,0,3,0
886,Gulargambone,1,0,0,0,0,0,0,0,1
887,Gulgong,2,3,1,2,3,5,0,0,1
888,Gumly Gumly,2,2,0,0,1,3,0,0,0
889,Gundagai,2,4,1,1,2,11,0,5,0
890,Gundaroo,0,4,0,0,0,5,0,0,0
891,Gunderman,0,1,0,0,0,0,0,0,0
892,Gunnedah,22,9,3,9,24,25,0,9,1
893,Gunning,1,2,0,1,2,2,0,0,1
894,Gunningbland,0,0,0,0,0,0,0,0,1
895,Gurley,0,0,0,0,0,0,0,0,1
896,Guyra,1,5,0,2,4,3,0,2,0
897,Gwabegar,0,0,0,0,0,1,0,0,0
898,Gwandalan,16,3,1,3,3,1,0,0,0
899,Gwynneville,15,3,0,1,0,9,0,1,0
900,Gymea,35,14,2,9,0,35,0,5,1
901,Gymea Bay,21,2,0,1,1,2,0,0,0
902,Haberfield,22,9,3,6,4,21,0,5,0
903,Halekulani,16,1,0,0,0,0,0,0,0
904,Halfway Creek,8,1,0,0,0,0,0,0,0
905,Hallidays Point,0,2,0,0,0,4,0,0,0
906,Halloran,1,0,0,0,0,0,0,0,0
907,Hamilton,0,9,14,11,2,13,0,0,1
908,Hamilton East,3,1,0,0,1,0,0,0,0
909,Hamilton North,6,1,0,0,1,0,0,2,0
910,Hamilton South,23,0,3,4,0,2,0,1,0
911,Hamilton Valley,0,0,0,0,1,0,0,0,0
912,Hamlyn Terrace,36,1,0,3,0,0,0,0,0
913,Hammondville,3,4,0,0,0,6,0,0,0
914,Hampton,0,0,0,0,0,1,0,0,0
915,Hannam Vale,0,1,0,0,0,1,0,0,0
916,Hanwood,1,0,0,0,0,0,0,0,0
917,Harden,2,3,1,0,5,6,0,3,1
918,Hardys Bay,3,0,0,0,0,3,0,0,0
919,Harefield,0,0,0,0,0,1,0,0,1
920,Harpers Hill,3,0,0,0,0,0,0,0,0
921,Harrington,0,3,0,2,3,10,0,1,0
922,Harrington Park,29,1,1,3,0,8,0,0,0
923,Harris Park,18,2,10,6,0,33,0,2,0
924,Hartley,0,3,0,0,0,2,0,0,0
925,Hartley Vale,0,0,0,0,0,1,0,0,0
926,Harwood,1,0,0,0,0,1,0,0,0
927,Hassall Grove,23,1,1,2,0,4,0,0,0
928,Hastings Point,6,2,0,1,0,3,0,0,0
929,Havilah,0,0,0,0,0,0,0,0,1
930,Hawkesbury Heights,7,0,0,0,0,0,0,0,0
931,Hawks Nest,1,3,0,1,0,4,0,1,0
933,Haymarket,18,39,7,26,1,55,0,30,1
934,Haywards Bay,1,0,0,0,0,2,0,0,0
935,Hazelbrook,34,3,1,2,0,5,0,1,1
936,Heathcote,43,5,1,1,1,0,0,1,1
937,Heatherbrae,14,5,0,0,13,12,0,0,0
938,Hebersham,26,0,0,0,1,1,0,0,0
939,Heckenberg,24,0,0,2,0,3,0,0,0
940,Heddon Greta,12,0,0,3,0,5,0,0,0
941,Helensburgh,59,5,3,8,10,14,0,2,1
942,Henley,3,0,0,0,0,0,0,0,0
943,Henty,0,1,0,1,2,0,0,0,1
944,Hermidale,1,0,0,0,0,0,0,0,0
945,Hermitage Flat,3,0,0,0,0,0,0,0,0
946,Herons Creek,0,0,0,0,0,0,0,0,1
947,Hexham,0,1,0,0,3,2,0,0,1
948,Hill End,0,1,0,0,0,2,0,0,0
949,Hill Top,9,0,0,1,1,2,0,1,0
950,Hilldale,1,0,0,0,0,0,0,0,1
951,Hillsborough,2,0,0,0,0,1,0,0,0
952,Hillsdale,6,2,2,1,6,9,0,1,0
953,Hillvue,1,2,0,1,0,6,0,1,0
954,Hinchinbrook,38,1,3,4,0,6,0,0,0
955,Hobartville,11,0,0,2,0,1,0,0,0
956,Hogarth Range,0,1,0,0,0,0,2,0,0
957,Holbrook,2,5,0,0,0,8,0,1,0
958,Holgate,2,1,0,0,0,1,0,0,0
959,Holmesville,13,0,0,3,0,1,0,0,0
960,Holroyd,3,0,0,0,1,1,0,1,0
961,Holsworthy,18,1,0,0,1,0,0,1,1
962,Homebush,23,8,9,4,10,25,0,50,1
963,Homebush West,8,9,3,3,6,23,0,1,1
964,Horningsea Park,20,0,1,2,0,7,0,0,0
965,Hornsby,44,37,55,37,17,53,1,56,1
966,Hornsby Heights,37,0,0,1,4,2,0,2,0
967,Horsfield Bay,2,0,0,0,0,0,0,0,0
968,Horsley,39,1,0,1,0,0,0,2,0
969,Horsley Park,42,4,0,1,1,7,0,2,0
970,Howlong,3,2,0,1,2,4,0,0,0
971,Hoxton Park,17,2,0,3,3,6,0,1,0
972,Hunters Hill,41,9,4,10,2,21,0,3,0
973,Hunterview,13,0,0,0,0,0,0,0,0
974,Huntingwood,13,0,0,1,2,1,0,0,0
975,Huntley,0,0,0,0,0,0,0,0,1
976,Huntleys Cove,0,1,0,0,0,1,0,0,0
977,Huntleys Point,4,0,0,0,0,0,0,0,0
978,Hurlstone Park,15,5,3,9,1,6,0,1,1
979,Hurstville,45,32,45,46,10,53,0,42,2
980,Hurstville Grove,17,0,0,0,0,0,0,1,0
981,Huskisson,2,13,0,2,10,25,0,6,0
982,Hyams Beach,2,1,0,0,0,1,0,0,0
983,Ilarwill,2,0,0,0,0,0,0,0,0
984,Illawong,25,1,2,6,0,5,0,0,0
985,Iluka,1,3,0,2,0,7,0,1,0
986,Ingleburn,46,17,6,12,57,39,0,18,1
987,Ingleside,8,1,0,0,0,1,0,0,0
988,Inverell,6,14,9,10,45,23,0,15,0
989,Islington,0,4,2,6,10,4,0,8,0
990,Jackadgery,3,0,0,0,0,0,0,0,0
991,Jacky Bulbin Flat,0,1,0,0,0,0,0,0,0
992,Jamberoo,16,2,0,1,1,4,0,0,0
993,Jamisontown,22,9,1,2,32,20,0,8,0
994,Jannali,8,4,6,12,2,17,0,4,1
995,Jeir,3,0,0,0,0,0,0,0,0
996,Jellat Jellat,2,0,0,0,0,0,0,0,0
997,Jenolan,0,1,0,0,0,1,0,0,0
998,Jerilderie,2,1,0,0,1,3,0,0,0
999,Jerrabomberra,10,3,2,2,1,6,0,1,0
1000,Jerrara,1,0,0,0,0,0,0,0,0
1001,Jerrawa,1,0,0,0,0,0,0,0,0
1002,Jerrys Plains,0,1,0,0,0,1,0,0,0
1003,Jesmond,15,6,3,4,1,18,0,6,0
1004,Jewells,14,2,0,1,0,4,0,1,0
1005,Jilliby,50,1,0,0,0,1,0,0,0
1006,Jindabyne,1,15,2,7,7,39,0,10,0
1007,Jindera,0,0,0,1,4,1,0,1,0
1008,Jingellic,1,0,0,0,0,1,0,0,0
1009,Johns River,1,1,0,0,1,1,0,0,1
1010,Jolly Nose,0,1,0,0,0,0,0,0,0
1011,Jordan Springs,17,2,1,4,1,7,0,1,0
1012,Jugiong,0,2,0,0,0,3,0,0,0
1013,Junction Hill,3,0,0,0,0,1,0,1,0
1014,Junee,8,5,1,3,4,9,0,0,1
1015,Kahibah,9,1,0,7,0,3,0,0,0
1016,Kalaru,10,1,0,0,1,2,0,0,0
1017,Kamarah,0,0,0,0,0,0,0,0,1
1018,Kanahooka,28,1,0,2,0,1,0,2,0
1019,Kandos,1,2,0,0,3,1,0,2,1
1020,Kangaloon,1,0,0,0,0,0,0,0,0
1021,Kangaroo Valley,6,4,0,2,0,7,0,2,0
1022,Kangy Angy,6,0,0,0,0,0,0,0,0
1023,Kanwal,32,2,2,3,3,6,0,1,0
1024,Kapooka,0,1,0,0,0,0,0,0,1
1025,Karaak Flat,0,0,0,0,0,0,0,0,1
1026,Karabar,27,1,1,0,0,3,0,0,0
1027,Kareela,23,1,1,3,0,4,0,0,0
1028,Kariong,32,1,1,6,5,5,0,1,0
1029,Karuah,2,3,0,0,1,7,0,0,0
1030,Katoomba,59,31,5,9,23,60,0,17,1
1031,Kearns,15,0,1,4,1,3,0,0,0
1032,Kearsley,9,1,0,1,1,2,0,0,0
1033,Keepit,0,0,0,0,0,1,0,0,0
1034,Keerrong,1,0,0,0,0,0,0,0,0
1035,Keiraville,25,4,1,5,1,9,0,1,0
1036,Kellyville,46,10,9,18,3,29,0,4,0
1037,Kellyville Ridge,10,3,6,3,0,4,0,1,0
1038,Kelso,5,4,0,1,8,11,1,3,0
1039,Kembla Grange,8,0,0,0,4,1,0,0,1
1040,Kembla Heights,4,0,0,0,0,1,0,0,0
1041,Kemps Creek,12,2,0,0,7,5,0,0,0
1042,Kempsey,6,15,3,7,22,22,0,10,0
1043,Kendall,0,2,0,0,1,2,0,0,1
1044,Kensington,22,19,7,2,3,34,0,2,0
1045,Kenthurst,33,3,0,1,6,4,0,1,0
1046,Kentlyn,10,0,0,0,0,0,0,0,0
1047,Kentucky,0,1,0,0,0,0,0,0,1
1048,Kentucky South,0,0,0,0,0,0,0,0,1
1049,Kerrabee,0,0,0,0,0,1,0,0,0
