suburb,id
Peakhurst,1558
Peakhurst Heights,1559
Pearl Beach,1560
Peats Ridge,1561
Pejar,1562
Pelaw Main,1563
Pelican,1564
Pemulwuy,1565
Pendle Hill,1566
Pennant Hills,1567
Penrith,1568
Penrose,1569
Penshurst,1570
Perisher Valley,1571
Perthville,1572
Petersham,1573
Pheasants Nest,1574
Phegans Bay,1575
Phillip Bay,1576
Picketts Valley,1577
Picnic Point,1578
Picton,1579
Pillar Valley,1580
Pinny Beach,1581
Pitt Town,1582
Pleasure Point,1583
Plumpton,1584
Point Clare,1585
Point Frederick,1586
Point Piper,1587
Pokolbin,1588
Polo Flat,1589
Port Botany,1590
Port Hacking,1591
Port Kembla,1592
Port Macquarie,1593
Portland,1594
Possum Creek,1595
Pottery Estate,1596
Potts Point,1597
Pottsville,1598
Prairiewood,1599
Premer,1600
Prestons,1601
Pretty Beach,1602
Primbee,1603
Prospect,1604
Pucawan,1605
Puddledock,1606
Pullabooka,1607
Punchbowl,1608
Purfleet,1609
Putney,1610
Putta Bucca,1611
Putty,1612
Pymble,1613
Pyree,1614
Pyrmont,1615
Quaama,1616
Quakers Hill,1617
Quandary,1618
Quandialla,1619
Queanbeyan,1620
Queanbeyan East,1621
Queanbeyan West,1622
Queens Park,1623
Queenscliff,1624
Quipolly,1625
Quirindi,1626
Quorrobolong,1627
Raby,1628
Raglan,1629
Rainbow Flat,1630
Rainbow Reach,1631
Ramornie,1632
Ramsgate,1633
Ramsgate Beach,1634
Randwick,1635
Rankin Park,1636
Rankins Springs,1637
Rappville,1638
Rathmines,1639
Ravensworth,1640
Raworth,1641
Raymond Terrace,1642
Razorback,1643
Red Head,1644
Red Rock,1645
Redfern,1646
Redhead,1647
Reefton,1648
Regents Park,1649
Regentville,1650
Rennie,1651
Repton,1652
Reserve Creek,1653
Revesby,1654
Revesby Heights,1655
Rhodes,1656
Richmond,1657
Riverstone,1658
Riverview,1659
Riverwood,1660
Robertson,1661
Robin Hill,1662
Rockdale,1663
Rodd Point,1664
Rookwood,1665
Rooty Hill,1666
Ropes Crossing,1667
Rose Bay,1668
Rosebery,1669
Rosedale,1670
Rosehill,1671
Roselands,1672
Rosemeadow,1673
Roseville,1674
Roseville Chase,1675
Rossglen,1676
Rossmore,1677
Rothbury,1678
Rouse Hill,1679
Royalla,1680
Rozelle,1681
Rukenvale,1682
Running Stream,1683
Ruse,1684
Rushcutters Bay,1685
Russell Lea,1686
Russell Vale,1687
Rutherford,1688
Rydal,1689
Rydalmere,1690
Ryde,1691
Ryhope,1692
Rylstone,1693
Sackville,1694
Sadleir,1695
Salamander Bay,1696
Salt Ash,1697
San Remo,1698
Sancrox,1699
Sanctuary Point,1700
Sandy Beach,1701
Sandy Hollow,1702
Sandy Point,1703
Sans Souci,1704
Sapphire Beach,1705
Saratoga,1706
Saumarez Ponds,1707
Sawtell,1708
Scarborough,1709
Scheyville,1710
Schofields,1711
Scone,1712
Scotland Island,1713
Scotts Head,1714
Seaforth,1715
Seaham,1716
Seahampton,1717
Seelands,1718
Sefton,1719
Seven Hills,1720
Shalvey,1721
Shanes Park,1722
Shannon Brook,1723
Shannons Flat,1724
Shell Cove,1725
Shellharbour,1726
Shellharbour City Centre,1727
Shelly Beach,1728
Shoal Bay,1729
Shoalhaven Heads,1730
Shortland,1731
Silverdale,1732
Silverwater,1733
Singleton,1734
Singleton Heights,1735
Skennars Head,1736
Skillion Flat,1737
Smeaton Grange,1738
Smithfield,1739
Smiths Lake,1740
Sofala,1741
Soldiers Point,1742
Somersby,1743
South Albury,1744
South Bathurst,1745
South Bowenfels,1746
South Coogee,1747
South Durras,1748
South Golden Beach,1749
South Grafton,1750
South Granville,1751
South Gundagai,1752
South Gundurimba,1753
South Hurstville,1754
South Kempsey,1755
South Lismore,1756
South Maitland,1757
South Maroota,1758
South Murwillumbah,1759
South Nowra,1760
South Pambula,1761
South Penrith,1762
South Tamworth,1763
South Turramurra,1764
South Wentworthville,1765
South West Rocks,1766
South Windsor,1767
Speers Point,1768
Spencer,1769
Spring Farm,1770
Spring Hill,1771
Spring Ridge,1772
Springdale,1773
Springdale Heights,1774
Springfield,1775
Springwood,1776
St Albans,1777
St Andrews,1778
St Clair,1779
St Georges Basin,1780
St Helens Park,1781
St Huberts Island,1782
St Ives,1783
St Ives Chase,1784
St Johns Park,1785
St Leonards,1786
St Marys,1787
St Peters,1788
Stanbridge,1789
Stanford Merthyr,1790
Stanhope Gardens,1791
Stanmore,1792
Stanwell Park,1793
Stanwell Tops,1794
Stockinbingal,1795
Stockton,1796
Stokers Siding,1797
Stony Chute,1798
Stratford,1799
Strathfield,1800
Strathfield South,1801
Stroud,1802
Stroud Road,1803
Stuart Town,1804
Stuarts Point,1805
Stubbo,1806
Suffolk Park,1807
Summer Hill,1808
Summerland Point,1809
Sun Valley,1810
Sunshine Bay,1811
Surf Beach,1812
Surfside,1813
Surry Hills,1814
Sussex Inlet,1815
Sutherland,1816
Sutton,1817
Sutton Forest,1818
Swan Bay,1819
Swanhaven,1820
Swansea,1821
Swansea Heads,1822
Sydenham,1823
Sydney,1824
Sydney Olympic Park,1825
Sylvania,1826
Sylvania Waters,1827
Tabulam,1828
Tacoma South,1829
Tahmoor,1830
Talbingo,1831
Tallimba,1832
Tallong,1833
Tamarama,1834
Tamban,1835
Tambar Springs,1836
Taminda,1837
Tamworth,1838
Tanilba Bay,1839
Tanja,1840
Tantonan,1841
Tarago,1842
Taralga,1843
Tarana,1844
Tarbuck Bay,1845
Tarcutta,1846
Taree,1847
Taree South,1848
Taren Point,1849
Tarrawanna,1850
Tarro,1851
Tascott,1852
Tathra,1853
Tatton,1854
Taylors Beach,1855
Tea Gardens,1856
Telarah,1857
Telegraph Point,1858
Telopea,1859
Temora,1860
Tempe,1861
Tenambit,1862
Tennyson Point,1863
Tenterfield,1864
Teralba,1865
Terara,1866
Termeil,1867
Terranora,1868
Terrey Hills,1869
Terrigal,1870
Teven,1871
The Channon,1872
The Entrance,1873
The Entrance North,1874
The Junction,1875
The Oaks,1876
The Ponds,1877
The Risk,1878
The Rock,1879
The Rocks,1880
Theresa Park,1881
Thirlmere,1882
Thirroul,1883
Thora,1884
Thornleigh,1885
Thornton,1886
Thredbo,1887
Thrumster,1888
Thurgoona,1889
Tighes Hill,1890
Tilba Tilba,1891
Timbumburi,1892
Tingha,1893
Tingira Heights,1894
Tinonee,1895
Tintenbar,1896
Tintinhull,1897
Tiona,1898
Tirrannaville,1899
Tocumwal,1900
Tolland,1901
Tomago,1902
Tomakin,1903
Tomerong,1904
Tomingley,1905
Tooleybuc,1906
Tooma,1907
Toongabbie,1908
Toormina,1909
Tootool,1910
Toowoon Bay,1911
Toronto,1912
Toukley,1913
Townsend,1914
Towradgi,1915
Towrang,1916
Trangie,1917
Tregear,1918
Trentham Cliffs,1919
Trundle,1920
Trunkey Creek,1921
Tubbul,1922
Tucki Tucki,1923
Tuena,1924
Tuggerah,1925
Tuggerawong,1926
Tullamore,1927
Tullarwalla,1928
Tullera,1929
Tullibigeal,1930
Tullimbar,1931
Tumbarumba,1932
Tumbi Umbi,1933
Tumblong,1934
Tumbulgum,1935
Tumut,1936
Tuncurry,1937
Tuntable Creek,1938
Tura Beach,1939
Tuross Head,1940
Turramurra,1941
Turrella,1942
Turvey Park,1943
Tweed Heads,1944
Tweed Heads South,1945
Tweed Heads West,1946
Tyagarah,1947
Tyalgum,1948
Uki,1949
Ulamambri,1950
Ulladulla,1951
Ulmarra,1952
Ulong,1953
Ultimo,1954
Umina Beach,1955
Unanderra,1956
Ungarie,1957
Upper Burringbar,1958
Upper Manilla,1959
Upper Myall,1960
Upper Wilsons Creek,1961
Uralla,1962
Urana,1963
Uranquinty,1964
Urbenville,1965
Urunga,1966
Utungun,1967
Vacy,1968
Valentine,1969
Valla,1970
Valla Beach,1971
Valley Heights,1972
Varroville,1973
Vaucluse,1974
Villawood,1975
Vincentia,1976
Vineyard,1977
Vittoria,1978
Voyager Point,1979
Wadalba,1980
Wadbilliga,1981
Wagga Wagga,1982
Wagstaffe,1983
Wahroonga,1984
Waitara,1985
Wakeley,1986
Wakool,1987
Walcha,1988
Walcha Road,1989
Walgett,1990
Walla Walla,1991
Wallabadah,1992
Wallabi Point,1993
Wallacia,1994
Wallaga Lake,1995
Wallagoot,1996
Wallalong,1997
Wallarah,1998
Wallarobba,1999
Wallendbeen,2000
Wallerawang,2001
Wallsend,2002
Wamberal,2003
Wamboin,2004
Wambool,2005
Wandandian,2006
Wangi Wangi,2007
Warabrook,2008
Waratah,2009
Waratah West,2010
Wardell,2011
Wards River,2012
Wareemba,2013
Warialda,2014
Warialda Rail,2015
Warilla,2016
Warners Bay,2017
Warnervale,2018
Warragai Creek,2019
Warragamba,2020
Warragoon,2021
Warral,2022
Warrawee,2023
Warrawong,2024
Warrell Creek,2025
Warren,2026
Warriewood,2027
Warrimoo,2028
Warwick Farm,2029
Watanobbi,2030
Waterfall,2031
Waterloo,2032
Waterview Heights,2033
Watsons Bay,2034
Wattamondara,2035
Wattle Flat,2036
Wattle Grove,2037
Wauchope,2038
Waverley,2039
Waverly,2040
Waverton,2041
Wedderburn,2042
Wee Jasper,2043
Wee Waa,2044
Weedallion,2045
Weetaliba,2046
Weethalle,2047
Weismantels,2048
Welby,2049
Wellington,2050
Wells Crossing,2051
Wentworth,2052
Wentworth Falls,2053
Wentworth Point,2054
Wentworthville,2055
Werombi,2056
Werri Beach,2057
Werrington,2058
Werrington County,2059
Werrington Downs,2060
Werris Creek,2061
West Albury,2062
West Ballina,2063
West Bathurst,2064
West Gosford,2065
West Hoxton,2066
West Kempsey,2067
West Nowra,2068
West Pennant Hills,2069
West Pymble,2070
West Ryde,2071
West Tamworth,2072
West Wallsend,2073
West Wiangaree,2074
West Wollongong,2075
West Wyalong,2076
Westbrook,2077
Westdale,2078
Westleigh,2079
Westmead,2080
Weston,2081
Wetherill Park,2082
Whalan,2083
Whale Beach,2084
Wheeler Heights,2085
Whitebridge,2086
Whiteman Creek,2087
Whittingham,2088
Whitton,2089
Wiangaree,2090
Wickham,2091
Wilberforce,2092
Wiley Park,2093
Willawarrin,2094
Willbriggie,2095
Williamtown,2096
Willmot,2097
Willoughby,2098
Willoughby East,2099
Willow Tree,2100
Wilton,2101
Wimbledon,2102
Windale,2103
Windang,2104
Windella,2105
Windermere Park,2106
Windradyne,2107
Windsor,2108
Windsor Downs,2109
Wingello,2110
Wingen,2111
Wingham,2112
Winmalee,2113
Winston Hills,2114
Wirragulla,2115
Wirrimbi,2116
Wirrinya,2117
Wisemans Ferry,2118
Wolgan Valley,2119
Wollar,2120
Wolli Creek,2121
Wollombi,2122
Wollongbar,2123
Wollongong,2124
Wollstonecraft,2125
Wollumboola,2126
Wollun,2127
Wolumla,2128
Wombarra,2129
Wombat,2130
Wombeyan Caves,2131
Womboota,2132
Wondabyne,2133
Wondalga,2134
Wongarbon,2135
Wongawilli,2136
Wongwibinda,2137
Woodberry,2138
Woodbine,2139
Woodburn,2140
Woodcroft,2141
Woodenbong,2142
Woodford,2143
Woodford Island,2144
Woodlawn,2145
Woodpark,2146
Woodrising,2147
Woodstock,2148
Woodville,2149
Woolbrook,2150
Woolgoolga,2151
Wooli,2152
Woollahra,2153
Woollamia,2154
Woolloomooloo,2155
Woolooware,2156
Wooloweyah,2157
Woolwich,2158
Woomargama,2159
Woombah,2160
Woongarrah,2161
Woonona,2162
Wootton,2163
Woronora,2164
Woronora Heights,2165
Worrigee,2166
Woy Woy,2167
Woy Woy Bay,2168
Wyalong,2169
Wyangala,2170
Wyee,2171
Wyee Point,2172
Wymah,2173
Wyoming,2174
Wyong,2175
Wyong Creek,2176
Wyongah,2177
Yagoona,2178
Yallah,2179
Yamba,2180
Yanco,2181
Yanderra,2182
Yanga,2183
Yannergee,2184
Yarra,2185
Yarrabandai,2186
Yarramalong,2187
Yarramundi,2188
Yarravel,2189
Yarrawarrah,2190
Yarrawonga Park,2191
Yarrowyck,2192
Yass,2193
Yathella,2194
Yattalunga,2195
Yatte Yattah,2196
Yellow Rock,2197
Yenda,2198
Yennora,2199
Yeoval,2200
Yerong Creek,2201
Yerrinbool,2202
Yerriyong,2203
Yetholme,2204
Yetman,2205
Yoogali,2206
Young,2207
Yowie Bay,2208
Zetland,2209
