suburb,id,lng,lat
Benerembah,146,145.83341969999995,-34.6126213
Bennetts Green,147,151.689275,-32.999351000000004
Bensville,148,151.38155469999995,-33.4988442
Berala,149,151.0324997,-33.8714515
Berambing,150,150.4397962,-33.5371651
Beresfield,151,151.6423455,-32.810686600000004
Bergalia,152,150.10498,-35.981491
Berkeley,153,150.8481641,-34.4658655
Berkeley Vale,154,151.443489,-33.358463
Berkshire Park,155,150.793814,-33.664825
Bermagui,156,150.06678469999997,-36.4458692
Berowra,157,151.1415741,-33.615542299999994
Berowra Creek,158,151.15699819999998,-33.534129
Berowra Heights,159,151.14325449999995,-33.6073384
Berowra Waters,160,151.1207215,-33.5994709
Berrara,161,150.549408,-35.206299
Berridale,162,148.8266878,-36.3656014
Berrigan,163,145.81155619999996,-35.65658
Berrilee,164,151.093124,-33.61718400000001
Berrima,165,150.325976,-34.495827
Berry,166,150.6965482,-34.780984499999995
Bethungra,167,147.855901,-34.760997
Beverley Park,168,151.1355635,-33.9831581
Beverly Hills,169,151.0827844,-33.9514838
Bewong,170,150.53322759999998,-35.0858745
Bexley,171,151.121224,-33.9526544
Bexley North,172,151.11213700000005,-33.944107
Bibbenluke,173,149.28071599999996,-36.81097000000001
Bickley Vale,174,150.665955,-34.070927000000005
Bidwill,175,150.8231396,-33.73261160000001
Bigga,176,149.150909,-34.085056
Bilambil,177,153.4848822,-28.2282846
Bilambil Heights,178,153.485159,-28.215477000000003
Bilbul,179,146.135651,-34.274487
Bilgola,180,,
Bilgola Beach,181,151.32679869999996,-33.6456528
Bilgola Plateau,182,151.31652490000005,-33.6427164
Billimari,183,148.6167608,-33.6800789
Billinudgel,184,153.528294,-28.5056411
Bilpin,185,150.575331,-33.51398700000001
Binalong,186,148.63239,-34.6686479
Bingara,187,150.5715803,-29.8689887
Biniguy,188,150.2057803,-29.542775
Binnaway,189,149.3776706,-31.5524407
Binya,190,146.34451299999995,-34.229355
Birchgrove,191,151.18166599999995,-33.851509
Birmingham Gardens,192,151.6817728,-32.8956943
Birrong,193,151.0223701,-33.891018
Black Head,194,152.5382609,-32.068558
Black Hill,195,151.583374,-32.823437
Black Springs,196,149.757206,-33.837988
Blackalls Park,197,151.58417769999997,-32.9910978
Blackbutt,198,150.84165149999995,-34.5694424
Blackett,199,150.816648,-33.737439
Blackheath,200,150.285419,-33.637015000000005
Blackmans Flat,201,150.071945,-33.370377000000005
Blackmans Point,202,152.828198,-31.39108
Blacksmiths,203,151.6501909,-33.0789065
Blacktown,204,150.9120581,-33.7550615
Blackwall,205,151.3317293,-33.505963
Blair Athol,206,150.804932,-34.064365
Blairmount,207,150.803391,-34.048092
Blakebrook,208,153.229996,-28.763645
Blakehurst,209,151.112491,-33.989469
Blaxland,210,150.60955780000003,-33.736884100000005
Blayney,211,149.254054,-33.532764
Bligh Park,212,150.81450759999996,-33.6417204
Blighty,213,145.28765900000005,-35.591927
Blue Bay,214,151.4996154,-33.352636100000005
Blue Haven,215,151.5084325,-33.2126507
Blue Knob,216,153.1868149,-28.5449325
Blueys Beach,217,152.534393,-32.347246000000005
Boambee,218,153.0689177,-30.3441657
Boambee East,219,153.07421169999995,-30.3465815
Boat Harbour,220,152.10647230000004,-32.7811418
Bobs Farm,221,152.020253,-32.767832
Bodalla,222,150.0576782,-36.0969924
Bogan Gate,223,147.80227649999995,-33.1085281
Bogangar,224,153.5687245,-28.3310701
Boggabilla,225,150.3509892,-28.6086434
Boggabri,226,150.0436576,-30.7044008
Bohena Creek,227,149.6328475,-30.460811100000004
Bolivia,228,151.961365,-29.289551
Bolton Point,229,151.612457,-33.00388
Bolwarra,230,151.5687705,-32.7134264
Bolwarra Heights,231,151.58971200000005,-32.701228
Bomaderry,232,150.6117948,-34.8458741
Bombala,233,149.2361458,-36.9131538
Bombira,234,149.596893,-32.576996
Bombo,235,150.8538007,-34.6585544
Bomen,236,147.408226,-35.071944200000004
Bonalbo,237,152.621845,-28.737697
Bondi,238,151.27096799999995,-33.888675
Bondi Beach,239,151.26896340000005,-33.8848066
Bondi Junction,240,151.244801,-33.891306
Bonnells Bay,241,151.51799440000005,-33.1076779
Bonnet Bay,242,151.05602,-34.009173
Bonny Hills,243,152.8418386,-31.5981999
Bonnyrigg,244,150.88386469999998,-33.896933000000004
Bonnyrigg Heights,245,150.8686366,-33.88778860000001
Bonville,246,153.0064073,-30.3790979
Booker Bay,247,151.34666399999998,-33.516239
Boolaroo,248,151.6170648,-32.9547001
Boomerang Beach,249,152.539285,-32.345913
Booragul,250,151.60864030000005,-32.9763679
Booral,251,151.9594573,-32.4710617
Boorooma,252,147.362411,-35.072651
Boorowa,253,148.72310269999997,-34.4349423
Boree Creek,254,146.60756,-35.1095799
Borenore,255,148.97638999999995,-33.2519699
Bossley Park,256,150.87808700000005,-33.8570836
Bostobrick,257,152.6326292,-30.2761534
Botany,258,151.1943977,-33.94037410000001
Bouddi,259,151.38273600000005,-33.520405
Bourke,260,,
Bourkelands,261,147.3512604,-35.1523753
Bournda,262,149.9134813,-36.8492723
Bow Bowing,263,150.836624,-34.020298
Bowen Mountain,264,150.624771,-33.574265000000004
Bowenfels,265,150.1331466,-33.4756116
Bowning,266,148.8130794,-34.7700773
Bowral,267,150.41475780000005,-34.4830263
Bowraville,268,152.85286509999997,-30.6474617
Box Hill,269,150.90567,-33.63932
Bradbury,270,150.80790430000005,-34.0894059
Braemar,271,150.4914254,-34.425348
Braidwood,272,149.79895259999995,-35.4448515
Brandy Hill,273,151.6941735,-32.7010081
Branxton,274,151.3464892,-32.6618323
Breadalbane,275,149.48998999999995,-34.7892499
Breakfast Point,276,151.1086889,-33.8423972
Bredbo,277,149.14672980000003,-35.9538797
Brewarrina,278,,
Brewongle,279,149.71321,-33.4788499
Bribbaree,280,147.88149,-34.1182899
Bridgman,281,151.13702,-32.4888499
Brightwaters,282,151.54226699999995,-33.113518
Bringelly,283,150.731415,-33.940312
Broadmeadow,284,151.7258199,-32.9243365
Broadwater,285,149.8792132,-36.9670055
Brocklehurst,286,148.61999939999995,-32.1843572
Brogans Creek,287,149.94672930000004,-32.9848175
Brogo,288,149.820221,-36.556824
Broke,289,151.1036148,-32.750436
Broken Head,290,153.6030122,-28.7132745
Broken Hill,291,,
Bronte,292,151.25919840000003,-33.905381899999995
Brooklyn,293,151.2015263,-33.5492146
Brookvale,294,151.27625830000005,-33.762175
Broulee,295,150.1760261,-35.853911
Brownlow Hill,296,150.656955,-34.032515000000004
Brownsville,297,150.80665259999995,-34.4852425
Brucedale,298,147.416458,-35.028240000000004
Brundee,299,150.663956,-34.899208
Brunswick Heads,300,153.546947,-28.544822
Bucca,301,,
Buchanan,302,151.535781,-32.799863
Buckajo,303,149.811138,-36.705547
Buddabadah,304,147.2489967,-31.96258679999999
Budgee Budgee,305,149.6621465,-32.5340619
Budgewoi,306,151.5503821,-33.2331888
Buff Point,307,151.542633,-33.232333000000004
Bugaldie,308,149.18069,-31.1821199
Bulahdelah,309,152.2091416,-32.4134672
Bulga,310,151.0204237,-32.6526663
Bullaburra,311,150.4146564,-33.7235886
Bullarah,312,149.2297362,-29.470915
Bulli,313,150.9137355,-34.3273049
Bulliac,314,152.03563390000005,-31.9162277
Bumbaldry,315,148.466461,-33.901794
Bundagen,316,153.0262447,-30.4092557
Bundanoon,317,150.2974658,-34.6560531
Bundarra,318,151.07537130000003,-30.1705139
Bundeena,319,151.15150380000003,-34.0848811
Bundook,320,152.12535,-31.8931599
Bungarribee,321,150.871613,-33.770584
Bungendore,322,149.4385625,-35.2541025
Bungonia,323,149.9088633,-34.962622499999995
Bungwahl,324,152.444504,-32.387081
Buronga,325,142.1824029,-34.17129370000001
Burraboi,326,144.31807,-35.3921199
Burradoo,327,150.3980166,-34.4941178
Burraneer,328,151.139696,-34.054982
Burrawang,329,150.51658999999995,-34.59337
Burrell Creek,330,152.295883,-31.95205300000001
Burren Junction,331,148.966507,-30.103596000000003
Burrill Lake,332,150.4446158,-35.3884125
Burringbar,333,153.4713738,-28.4350312
Burrundulla,334,149.621074,-32.628611199999995
Burwood,335,151.1071185,-33.8763063
Burwood Heights,336,151.1010783,-33.89146059999999
Busby,337,150.883804,-33.910671
Bushells Ridge,338,151.46993999999995,-33.192440000000005
Buttaba,339,151.58143710000004,-33.0538014
Buttai,340,151.560944,-32.819149
Buxton,341,150.5346342,-34.254881899999994
Byabarra,342,152.54220580000003,-31.5271339
Bylong,343,150.11469269999995,-32.4164841
Byron Bay,344,153.5867036,-28.6361256
Bywong,345,149.3356328,-35.1476922
Cabarita,346,151.1206656,-33.8419456
Cabarita Beach,347,153.570563,-28.331793
Cabramatta,348,150.936344,-33.90201500000001
Cabramatta West,349,150.9122817,-33.8970128
Cabramurra,350,148.38092,-35.936802
Caddens,351,150.733093,-33.774673
Calala,352,150.9432959,-31.128509
Calderwood,353,150.7499875,-34.57361229999999
Caldwell,354,144.50513,-35.63329990000001
Calga,355,,
Callaghan,356,151.706075,-32.8888993
Callala Bay,357,150.717373,-34.9950829
Callala Beach,358,150.700699,-35.003136
Cambewarra,359,150.542358,-34.820858
Cambewarra Village,360,150.557541,-34.822703999999995
Cambridge Gardens,361,150.71736909999996,-33.7400624
Cambridge Park,362,150.7304461,-33.750648600000005
Camden,363,150.695243,-34.074487
Camden Head,364,152.83522,-31.641825
Camden Park,365,150.69516000000004,-34.091579
Camden South,366,150.693158,-34.0787872
Camellia,367,151.0263519,-33.82021629999999
Cameron Park,368,151.6004334,-32.89533790000001
Cammeray,369,151.2107885,-33.8212885
Campbelltown,370,150.81419440000005,-34.058752899999995
Camperdown,371,151.175415,-33.892012
Campsie,372,151.10737269999996,-33.9166969
Campvale,373,151.859406,-32.772182
Cams Wharf,374,151.615158,-33.12632
Canada Bay,375,151.114365,-33.862095000000004
Canadian Lead,376,149.59446,-32.4261499
Candelo,377,149.69541,-36.766868
Cangai,378,152.446564,-29.481138
Canley Heights,379,150.92856709999995,-33.8846062
Canley Vale,380,150.9417857,-33.8870215
Canobolas,381,149.019059,-33.310422
Canoelands,382,151.0575567,-33.5052701
Canowindra,383,148.66581169999995,-33.5621122
Canterbury,384,151.1221246,-33.9098405
Canton Beach,385,151.54322309999995,-33.2705342
Capertee,386,149.9854984,-33.1462596
Captains Flat,387,149.4449496,-35.5920924
Caragabal,388,147.74163,-33.840669899999995
Carcoar,389,149.13701,-33.6128999
Cardiff,390,151.65805559999995,-32.9372222
Cardiff Heights,391,151.666806,-32.9296942
Cardiff South,392,151.665828,-32.9542403
Carey Bay,393,151.6052871,-33.0269997
Cargo,394,148.80904619999995,-33.4240535
Caringbah,395,151.1216043,-34.0524359
Caringbah South,396,151.12768730000005,-34.053247
Carlingford,397,151.04353,-33.7851659
Carlton,398,151.11505459999995,-33.9797287
Carnes Hill,399,150.8485902,-33.9412206
Carool,400,153.4200883,-28.2292451
Caroona,401,150.42417,-31.40036989999999
Carramar,402,150.9614358,-33.8847824
Carrington,403,151.7662741,-32.91377
Carroll,404,150.44603,-30.985624
Carrs Creek,405,152.937119,-29.665203
Carss Park,406,151.11782,-33.9820023
Cartwright,407,150.894699,-33.926643
Cartwrights Hill,408,147.388474,-35.07023600000001
Carwoola,409,149.302837,-35.39154600000001
Casino,410,153.04443469999995,-28.871225
Cassilis,411,149.9814701,-32.0055411
Castle Cove,412,151.201043,-33.784847
Castle Doyle,413,151.7727003,-30.5836528
Castle Hill,414,150.9841826,-33.7283782
Castlecrag,415,151.21226399999995,-33.80251989999999
Castlereagh,416,150.67650519999995,-33.65807589999999
Casuarina,417,153.5707252,-28.2970536
Casula,418,150.9103716,-33.9468598
Catalina,419,150.190506,-35.719997
Catherine Field,420,150.7643965,-34.0007386
Catherine Hill Bay,421,151.62882,-33.1617656
Cathundral,422,147.81031000000004,-31.9009599
Cattai,423,150.91760219999995,-33.5295998
Caves Beach,424,151.63825500000004,-33.09832
Cawdor,425,150.693649,-34.090549
Cawongla,426,153.09818959999996,-28.6007322
Cecil Hills,427,150.8488516,-33.886849600000005
Cecil Park,428,150.83938600000005,-33.874657
Centennial Park,429,151.2291626,-33.90251
Central Mangrove,430,151.252308,-33.302975
Central Tilba,431,150.0751549,-36.3122985
Cessnock,432,151.369406,-32.829134
Chain Valley Bay,433,151.562842,-33.176537
Chakola,434,149.1578571,-36.0582519
Charbon,435,149.965149,-32.880981
Charles Sturt University,436,147.3545494,-35.064423
Charlestown,437,151.69830430000005,-32.9606106
Charlotte Bay,438,152.5135803,-32.3469565
Charmhaven,439,151.498873,-33.237181
Chatswood,440,151.18598219999996,-33.801576700000005
Chatswood West,441,151.167016,-33.795998
Chatsworth,442,153.233688,-29.38159000000001
Cheero Point,443,151.19313,-33.51136
Cheltenham,444,151.0793211,-33.757482399999994
Cherrybrook,445,151.04515690000005,-33.720672
Chester Hill,446,151.0072164,-33.873774299999994
Chifley,447,151.241734,-33.963353999999995
Chilcotts Grass,448,153.3461,-28.83416
Chillingham,449,153.27891499999996,-28.31454500000001
Chinderah,450,153.55677869999997,-28.2445167
Chippendale,451,151.1976249,-33.885752000000004
Chipping Norton,452,150.96269019999997,-33.9225972
Chisholm,453,151.6357879,-32.7631797
Chiswick,454,151.1412649,-33.8477141
Chittaway Bay,455,151.43014530000005,-33.3268222
Chittaway Point,456,151.448853,-33.322845
Chullora,457,151.0480346,-33.8963127
Church Point,458,151.2891785,-33.6511152
Clandulla,459,149.94690219999995,-32.9077033
Claremont Meadows,460,150.74526699999996,-33.771154
Clarence,461,150.20152180000005,-33.4714233
Clarence Town,462,151.7808726,-32.589026399999995
Clarendon,463,150.7808949,-33.6062428
Clarenza,464,152.95740469999996,-29.7038685
Clareville,465,151.312332,-33.638203000000004
Claymore,466,150.808884,-34.043709
Clearfield,467,152.93495,-29.13957989999999
Clemton Park,468,151.101953,-33.923345
Clergate,469,149.11167,-33.1890499
Cliftleigh,470,151.517258,-32.795017
Clifton,471,150.969559,-34.259808
Clifton Grove,472,149.150072,-33.260403000000004
Clontarf,473,151.2528501,-33.8046027
Clothiers Creek,474,153.4935914,-28.329653000000004
Clovass,475,153.162628,-28.873167
Clovelly,476,151.2584536,-33.91198789999999
Clunes,477,153.37979319999997,-28.7367685
Clyde,478,151.0166739,-33.8335508
Coal Point,479,151.61193799999995,-33.044853
Coalcliff,480,150.9773712,-34.2421815
Coasters Retreat,481,151.294266,-33.605892
Cobar,482,,
Cobargo,483,149.88816359999996,-36.3876023
Cobbadah,484,150.578125,-30.23083299999999
Cobbitty,485,150.684924,-34.01558729999999
Coffee Camp,486,153.220337,-28.662743
Coffs Harbour,487,153.11915290000005,-30.2898035
Coila,488,150.1026,-36.022289
Colebee,489,150.8449419,-33.718611200000005
Coledale,490,150.94450669999995,-34.29207150000001
Collaroy,491,151.3033904,-33.74296870000001
Collaroy Plateau,492,151.28682790000005,-33.7274009
Collector,493,149.4276053,-34.9134967
Collombatti,494,152.85865,-30.94649990000001
Colly Blue,495,150.14491,-31.4466899
Colo,496,150.83056530000005,-33.4282257
Colo Vale,497,150.49169890000005,-34.402398
Colyton,498,150.79534650000005,-33.7753807
Comberton,499,150.605427,-34.922765000000005
Comboyne,500,152.46857340000003,-31.6054251
Como,501,151.06194440000004,-34.0041667
Conargo,502,145.18199199999995,-35.30307
Concord,503,151.09428380000003,-33.8664137
Concord West,504,151.0832129,-33.8511369
Condell Park,505,151.0099883,-33.930335799999995
Condobolin,506,,
Condong,507,153.434708,-28.312719
Congarinni North,508,152.874954,-30.663387
Coniston,509,150.8874496,-34.4364499
Conjola,510,150.433212,-35.231434
Conjola Park,511,150.443222,-35.263519
Connells Point,512,151.10061399999995,-33.979848600000004
Constitution Hill,513,150.9745728,-33.7919329
Coogee,514,151.2485445,-33.917013700000005
Cooks Hill,515,151.7729804,-32.9303436
Coolac,516,148.1657802,-34.9224593
Coolagolite,517,149.94218600000005,-36.399421
Coolah,518,149.7239945,-31.8232874
Coolamon,519,147.1987322,-34.8134652
Coolongolook,520,152.3219016,-32.2176837
Cooma,521,149.15433159999995,-36.2119064
Coomba Bay,522,152.443832,-32.263821
Coomba Park,523,152.473465,-32.236832
Coonabarabran,524,149.27878859999996,-31.27255640000001
Coonamble,525,148.3892749,-30.9524292
Coopernook,526,152.60072,-31.8074099
Coorabell,527,153.526839,-28.643168
Cooranbong,528,151.46354219999995,-33.0697887
Cootamundra,529,148.0231332,-34.644909600000005
Cooyal,530,149.7884185,-32.4406905
Copacabana,531,151.4308483,-33.4907538
Copmanhurst,532,152.796097,-29.580212
Coraki,533,153.286822,-28.985418
Coramba,534,153.0145858,-30.2218788
Cordeaux Heights,535,150.8377231,-34.44504970000001
Corindi Beach,536,153.2004706,-30.02820239999999
Corlette,537,152.1143045,-32.717574
Corney Town,538,150.1748383,-33.4758591
Corowa,539,146.390362,-35.99658400000001
Corrimal,540,150.903053,-34.36323400000001
Corunna,541,150.1044882,-36.2862631
Cottage Point,542,151.2071013,-33.6162805
Couridjah,543,150.54968430000002,-34.232677
Coutts Crossing,544,152.89143,-29.82818
Cowan,545,151.1708876,-33.5896721
Cowra,546,148.67586880000005,-33.8397306
Crackenback,547,148.4519903,-36.4466551
Cranebrook,548,150.71869019999997,-33.7236652
Crangan Bay,549,151.584015,-33.186108000000004
Craven,550,151.94946299999995,-32.157546999999994
Cremorne,551,151.2297253,-33.8330496
Cremorne Point,552,151.2305876,-33.8474604
Crescent Head,553,152.979018,-31.18692
Crestwood,554,149.20451369999995,-35.34925689999999
Cringila,555,150.871654,-34.4659251
Cromer,556,151.28753390000003,-33.7368154
Cronulla,557,151.1513873,-34.0546209
Crookwell,558,149.470916,-34.457137
Croudace Bay,559,151.644925,-33.0039991
Crowdy Head,560,152.743617,-31.8426245
Crows Nest,561,151.20659009999997,-33.828714500000004
Crowther,562,148.50378999999995,-34.0960599
Croydon,563,151.1144245,-33.8703873
Croydon Park,564,151.091752,-33.895189
Crystal Creek,565,153.3081257,-28.3069311
Cudal,566,148.7378404,-33.2871259
Cudgen,567,153.559906,-28.264229
Cudmirrah,568,150.557648,-35.198254
Culburra Beach,569,150.7578915,-34.9294761
Culcairn,570,147.0372492,-35.6682396
Cullen Bullen,571,150.00845,-33.2997099
Cullerin,572,149.31337,-34.7596599
Cumbalum,573,153.5115304,-28.8304323
Cundletown,574,152.5176447,-31.8980468
Cunjurong Point,575,150.5117169,-35.2650904
Curl Curl,576,151.2924742,-33.7734323
Curlwaa,577,141.97639730000003,-34.110957299999995
Currabubula,578,150.731819,-31.2640813
Curramore,579,150.784637,-34.618557
Currans Hill,580,150.76876289999996,-34.0462388
Currarong,581,150.820328,-35.018536
Currawong Beach,582,151.299591,-33.597023
Daceyville,583,151.22915600000005,-33.92902
Dairymans Plains,584,149.05519099999995,-36.245209
Daleys Point,585,151.355494,-33.499586
Dalgety,586,148.8349912,-36.50249120000001
Dalmeny,587,150.1130351,-36.16993220000001
Dandry,588,149.3177763,-31.044703
Dangar Island,589,151.241021,-33.537004
Dapto,590,150.79611819999997,-34.4911198
Darawank,591,152.4693497,-32.0985304
Darbys Falls,592,148.857193,-33.924332
Dareton,593,142.04363999999995,-34.09486
Dargan,594,150.2673034,-33.4944419
Darkes Forest,595,150.9167862,-34.236038
Darling Point,596,151.231588,-33.8756567
Darlinghurst,597,151.22658,-33.8780895
Darlington,598,151.197026,-33.888561
Daroobalgie,599,148.05345,-33.3297599
Davidson,600,151.2015591,-33.7443401
Davistown,601,151.3604211,-33.485426000000004
Dawes Point,602,151.2049127,-33.8567519
Dean Park,603,150.8605496,-33.7327886
Dee Why,604,151.2959235,-33.7555533
Deep Creek,605,152.703151,-30.99071499999999
Deepwater,606,151.8475069,-29.4365227
Delegate,607,148.9397594,-37.043926
Delungra,608,150.82972,-29.653790500000003
Denham Court,609,150.81187659999995,-33.976151
Deniliquin,610,144.9821604,-35.5243305
Denistone,611,151.0867853,-33.7995547
Denistone East,612,151.09291100000004,-33.791477
Denistone West,613,151.0784,-33.799801
Denman,614,150.68724609999995,-32.3897107
Derriwong,615,147.33529,-33.0967199
Deua,616,,
Dharruk,617,150.817525,-33.750358
Dhuragoon,618,144.11646330000005,-35.16885329999999
Diamond Beach,619,152.5289887,-32.04326080000001
Dilkoon,620,152.98786,-29.4923999
Dirty Creek,621,153.152496,-29.985624
Dolans Bay,622,151.126373,-34.062088
Dolls Point,623,151.1461076,-33.9948208
Doon Doon,624,153.3028875,-28.4829549
Doonbah,625,153.3791571,-29.0905767
Doonside,626,150.8695937,-33.765507799999995
Dooralong,627,151.353592,-33.180012
Dora Creek,628,151.502614,-33.084796000000004
Dorrigo,629,152.7120947,-30.340723600000004
Dorroughby,630,153.35501100000005,-28.657671
Double Bay,631,151.24472269999995,-33.877945000000004
Douglas Park,632,150.7125473,-34.18041470000001
Dover Heights,633,151.2805034,-33.8726916
Doyalson,634,151.5228716,-33.2029545
Doyalson North,635,151.54851599999995,-33.187047
Drake Village,636,152.37468,-28.927294
Drummoyne,637,151.156835,-33.853084
Dubbo,638,148.61180080000003,-32.234598
Duckenfield,639,151.6844278,-32.74110570000001
Dudley,640,151.7177362,-32.988982799999995
Duffys Forest,641,151.189941,-33.672173
Dulwich Hill,642,151.1393297,-33.9031338
Dunbogan,643,152.8094472,-31.648330600000005
Dundas,644,151.0543765,-33.79892529999999
Dundas Valley,645,151.0557772,-33.7943526
Dunedoo,646,149.3966667,-32.016388899999995
Dungog,647,151.757768,-32.399117
Dunkeld,648,149.48370400000005,-33.40527
Dunmore,649,150.8449168,-34.5912885
Duns Creek,650,151.62471000000005,-32.632751
