"MEASURE","Selected Medians and Averages","STATE","State","REGIONTYPE","Region Type","REGION","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125031480","Fairfield - East","A","Annual","2011","2011",225,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125031481","Granville - Clyde","A","Annual","2011","2011",320,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125031482","Greystanes - Pemulwuy","A","Annual","2011","2011",380,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125031483","Guildford - South Granville","A","Annual","2011","2011",246,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125031484","Guildford West - Merrylands West","A","Annual","2011","2011",320,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125031485","Merrylands - Holroyd","A","Annual","2011","2011",330,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125031486","Smithfield Industrial","A","Annual","2011","2011",0,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125031487","Yennora Industrial","A","Annual","2011","2011",100,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125041488","Girraween - Westmead","A","Annual","2011","2011",330,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125041489","North Parramatta","A","Annual","2011","2011",340,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125041490","North Rocks","A","Annual","2011","2011",455,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125041491","Northmead","A","Annual","2011","2011",370,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125041492","Parramatta - Rosehill","A","Annual","2011","2011",330,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125041493","Toongabbie - Constitution Hill","A","Annual","2011","2011",330,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","125041494","Winston Hills","A","Annual","2011","2011",410,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","126011495","Epping - North Epping","A","Annual","2011","2011",420,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","126011496","Pennant Hills - Cheltenham","A","Annual","2011","2011",440,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","126021497","Eastwood - Denistone","A","Annual","2011","2011",380,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","126021498","Gladesville - Huntleys Point","A","Annual","2011","2011",350,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","126021499","Hunters Hill - Woolwich","A","Annual","2011","2011",385,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","126021500","Macquarie Park - Marsfield","A","Annual","2011","2011",385,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","126021501","North Ryde - East Ryde","A","Annual","2011","2011",420,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","126021502","Ryde - Putney","A","Annual","2011","2011",360,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","126021503","West Ryde - Meadowbank","A","Annual","2011","2011",350,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127011504","Ashcroft - Busby - Miller","A","Annual","2011","2011",160,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127011505","Badgerys Creek - Greendale","A","Annual","2011","2011",320,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127011506","Cobbitty - Leppington","A","Annual","2011","2011",310,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127011507","Green Valley - Cecil Hills","A","Annual","2011","2011",370,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127011508","Hoxton Park - Horningsea Park","A","Annual","2011","2011",400,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021509","Bonnyrigg Heights - Bonnyrigg","A","Annual","2011","2011",238,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021510","Bossley Park - Abbotsbury","A","Annual","2011","2011",360,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021511","Cabramatta - Lansvale","A","Annual","2011","2011",250,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021512","Cabramatta West - Mount Pritchard","A","Annual","2011","2011",253,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021513","Canley Vale - Canley Heights","A","Annual","2011","2011",260,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021514","Edensor Park","A","Annual","2011","2011",350,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021515","Fairfield","A","Annual","2011","2011",290,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021516","Fairfield - West","A","Annual","2011","2011",335,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021517","Greenfield Park - Prairiewood","A","Annual","2011","2011",320,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021518","Horsley Park - Kemps Creek","A","Annual","2011","2011",300,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021519","Smithfield - Wetherill Park","A","Annual","2011","2011",300,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021520","St Johns Park - Wakeley","A","Annual","2011","2011",350,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127021521","Wetherill Park Industrial","A","Annual","2011","2011",0,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127031522","Casula","A","Annual","2011","2011",340,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127031523","Chipping Norton - Moorebank","A","Annual","2011","2011",360,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127031524","Holsworthy - Wattle Grove","A","Annual","2011","2011",350,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127031525","Liverpool - Warwick Farm","A","Annual","2011","2011",270,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","127031526","Prestons - Lurnea","A","Annual","2011","2011",285,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128011527","Caringbah - Lilli Pilli","A","Annual","2011","2011",370,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128011528","Cronulla - Kurnell - Bundeena","A","Annual","2011","2011",360,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128011529","Gymea - Grays Point","A","Annual","2011","2011",390,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128011530","Miranda - Yowie Bay","A","Annual","2011","2011",370,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128011531","Sylvania - Taren Point","A","Annual","2011","2011",390,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128021532","Engadine - Loftus","A","Annual","2011","2011",380,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128021533","Heathcote - Waterfall","A","Annual","2011","2011",380,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128021534","Illawong - Alfords Point","A","Annual","2011","2011",550,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128021535","Menai - Lucas Heights - Woronora","A","Annual","2011","2011",405,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128021536","Oyster Bay - Como - Jannali","A","Annual","2011","2011",350,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128021537","Royal National Park","A","Annual","2011","2011",0,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","128021538","Sutherland - Kirrawee","A","Annual","2011","2011",357,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","197979799","Migratory - Offshore - Shipping (NSW)","A","Annual","2011","2011",0,,
"MRENT","Median rent ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","199999499","No usual address (NSW)","A","Annual","2011","2011",0,,
"MTFI","Median total family income ($/weekly)","0","Australia","AUS","Australia","0","Australia","A","Annual","2011","2011",1481,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",1477,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","101","Capital Region","A","Annual","2011","2011",1314,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","102","Central Coast","A","Annual","2011","2011",1284,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","103","Central West","A","Annual","2011","2011",1254,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","104","Coffs Harbour - Grafton","A","Annual","2011","2011",998,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","105","Far West and Orana","A","Annual","2011","2011",1121,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","106","Hunter Valley exc Newcastle","A","Annual","2011","2011",1407,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","107","Illawarra","A","Annual","2011","2011",1413,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","108","Mid North Coast","A","Annual","2011","2011",940,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","109","Murray","A","Annual","2011","2011",1189,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","110","New England and North West","A","Annual","2011","2011",1123,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","111","Newcastle and Lake Macquarie","A","Annual","2011","2011",1443,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","112","Richmond - Tweed","A","Annual","2011","2011",1061,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","113","Riverina","A","Annual","2011","2011",1263,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","114","Southern Highlands and Shoalhaven","A","Annual","2011","2011",1097,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","115","Sydney - Baulkham Hills and Hawkesbury","A","Annual","2011","2011",2163,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","116","Sydney - Blacktown","A","Annual","2011","2011",1493,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","117","Sydney - City and Inner South","A","Annual","2011","2011",2039,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","118","Sydney - Eastern Suburbs","A","Annual","2011","2011",2368,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","119","Sydney - Inner South West","A","Annual","2011","2011",1315,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","120","Sydney - Inner West","A","Annual","2011","2011",1985,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","121","Sydney - North Sydney and Hornsby","A","Annual","2011","2011",2558,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","122","Sydney - Northern Beaches","A","Annual","2011","2011",2188,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","123","Sydney - Outer South West","A","Annual","2011","2011",1543,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","124","Sydney - Outer West and Blue Mountains","A","Annual","2011","2011",1580,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","125","Sydney - Parramatta","A","Annual","2011","2011",1360,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","126","Sydney - Ryde","A","Annual","2011","2011",1991,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","127","Sydney - South West","A","Annual","2011","2011",1235,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","128","Sydney - Sutherland","A","Annual","2011","2011",2013,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","197","Migratory - Offshore - Shipping (NSW)","A","Annual","2011","2011",0,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA4","Statistical Area Level 4","199","Special Purpose Codes SA4 (NSW)","A","Annual","2011","2011",0,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10101","Goulburn - Yass","A","Annual","2011","2011",1307,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10102","Queanbeyan","A","Annual","2011","2011",2069,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10103","Snowy Mountains","A","Annual","2011","2011",1256,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10104","South Coast","A","Annual","2011","2011",972,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10201","Gosford","A","Annual","2011","2011",1395,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10202","Wyong","A","Annual","2011","2011",1169,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10301","Bathurst","A","Annual","2011","2011",1416,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10302","Lachlan Valley","A","Annual","2011","2011",1025,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10303","Lithgow - Mudgee","A","Annual","2011","2011",1181,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10304","Orange","A","Annual","2011","2011",1450,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10401","Clarence Valley","A","Annual","2011","2011",925,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10402","Coffs Harbour","A","Annual","2011","2011",1065,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10501","Bourke - Cobar - Coonamble","A","Annual","2011","2011",1112,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10502","Broken Hill and Far West","A","Annual","2011","2011",988,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10503","Dubbo","A","Annual","2011","2011",1162,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10601","Lower Hunter","A","Annual","2011","2011",1416,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10602","Maitland","A","Annual","2011","2011",1583,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10603","Port Stephens","A","Annual","2011","2011",1212,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10604","Upper Hunter","A","Annual","2011","2011",1534,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10701","Dapto - Port Kembla","A","Annual","2011","2011",1241,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10702","Illawarra Catchment Reserve","A","Annual","2011","2011",900,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10703","Kiama - Shellharbour","A","Annual","2011","2011",1387,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10704","Wollongong","A","Annual","2011","2011",1567,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10801","Great Lakes","A","Annual","2011","2011",884,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10802","Kempsey - Nambucca","A","Annual","2011","2011",880,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10803","Lord Howe Island","A","Annual","2011","2011",1333,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10804","Port Macquarie","A","Annual","2011","2011",1008,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10805","Taree - Gloucester","A","Annual","2011","2011",935,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10901","Albury","A","Annual","2011","2011",1327,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10902","Lower Murray","A","Annual","2011","2011",1059,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","10903","Upper Murray exc. Albury","A","Annual","2011","2011",1044,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11001","Armidale","A","Annual","2011","2011",1217,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11002","Inverell - Tenterfield","A","Annual","2011","2011",919,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11003","Moree - Narrabri","A","Annual","2011","2011",1264,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11004","Tamworth - Gunnedah","A","Annual","2011","2011",1164,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11101","Lake Macquarie - East","A","Annual","2011","2011",1461,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11102","Lake Macquarie - West","A","Annual","2011","2011",1295,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11103","Newcastle","A","Annual","2011","2011",1508,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11201","Richmond Valley - Coastal","A","Annual","2011","2011",1094,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11202","Richmond Valley - Hinterland","A","Annual","2011","2011",1045,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11203","Tweed Valley","A","Annual","2011","2011",1045,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11301","Griffith - Murrumbidgee (West)","A","Annual","2011","2011",1215,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11302","Tumut - Tumbarumba","A","Annual","2011","2011",1194,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11303","Wagga Wagga","A","Annual","2011","2011",1299,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11401","Shoalhaven","A","Annual","2011","2011",984,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11402","Southern Highlands","A","Annual","2011","2011",1348,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11501","Baulkham Hills","A","Annual","2011","2011",2299,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11502","Dural - Wisemans Ferry","A","Annual","2011","2011",2022,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11503","Hawkesbury","A","Annual","2011","2011",1722,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11504","Rouse Hill - McGraths Hill","A","Annual","2011","2011",2128,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11601","Blacktown","A","Annual","2011","2011",1440,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11602","Blacktown - North","A","Annual","2011","2011",2010,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11603","Mount Druitt","A","Annual","2011","2011",1230,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11701","Botany","A","Annual","2011","2011",1488,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11702","Marrickville - Sydenham - Petersham","A","Annual","2011","2011",1884,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11703","Sydney Inner City","A","Annual","2011","2011",2273,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11801","Eastern Suburbs - North","A","Annual","2011","2011",2661,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2011","2011",2066,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2011","2011",1246,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2011","2011",1115,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2011","2011",1512,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2011","2011",1459,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2011","2011",2179,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2011","2011",2738,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2011","2011",1631,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2011","2011",2540,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12102","Hornsby","A","Annual","2011","2011",2005,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12103","Ku-ring-gai","A","Annual","2011","2011",2679,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12104","North Sydney - Mosman","A","Annual","2011","2011",2790,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12201","Manly","A","Annual","2011","2011",2649,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12202","Pittwater","A","Annual","2011","2011",2137,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12203","Warringah","A","Annual","2011","2011",2081,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12301","Camden","A","Annual","2011","2011",1916,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12302","Campbelltown (NSW)","A","Annual","2011","2011",1393,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12303","Wollondilly","A","Annual","2011","2011",1620,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12401","Blue Mountains","A","Annual","2011","2011",1623,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12402","Blue Mountains - South","A","Annual","2011","2011",0,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12403","Penrith","A","Annual","2011","2011",1635,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",1454,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",1479,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",1161,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",1659,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",1185,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",1537,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2011","2011",2251,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12602","Ryde - Hunters Hill","A","Annual","2011","2011",1913,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12701","Bringelly - Green Valley","A","Annual","2011","2011",1388,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12702","Fairfield","A","Annual","2011","2011",1081,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12703","Liverpool","A","Annual","2011","2011",1416,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12801","Cronulla - Miranda - Caringbah","A","Annual","2011","2011",1942,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","12802","Sutherland - Menai - Heathcote","A","Annual","2011","2011",2075,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","19797","Migratory - Offshore - Shipping (NSW)","A","Annual","2011","2011",0,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA3","Statistical Area Level 3","19999","Special Purpose Codes SA3 (NSW)","A","Annual","2011","2011",0,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","101011001","Goulburn","A","Annual","2011","2011",1284,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","101011002","Goulburn Region","A","Annual","2011","2011",1240,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","101011003","Yass","A","Annual","2011","2011",1600,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","101011004","Yass Region","A","Annual","2011","2011",2005,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","101011005","Young","A","Annual","2011","2011",1016,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","101011006","Young Region","A","Annual","2011","2011",1006,,
"MTFI","Median total family income ($/weekly)","1","New South Wales","SA2","Statistical Area Level 2","101021007","Braidwood","A","Annual","2011","2011",1259,,
