"MEASURE","Selected Medians and Averages","STATE","State","REGIONTYPE","Region Type","REGION","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","121031411","Turramurra","A","Annual","2011","2011",43,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","121031412","Wahroonga - Warrawee","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","121041413","Cremorne - Cammeray","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","121041414","Crows Nest - Waverton","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","121041415","Mosman","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","121041416","Neutral Bay - Kirribilli","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","121041417","North Sydney - Lavender Bay","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122011418","Balgowlah - Clontarf - Seaforth","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122011419","Manly - Fairlight","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122021420","Avalon - Palm Beach","A","Annual","2011","2011",45,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122021421","Bayview - Elanora Heights","A","Annual","2011","2011",45,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122021422","Newport - Bilgola","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122021423","Warriewood - Mona Vale","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122031424","Beacon Hill - Narraweena","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122031425","Cromer","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122031426","Dee Why - North Curl Curl","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122031427","Forestville - Killarney Heights","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122031428","Frenchs Forest - Belrose","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122031429","Freshwater - Brookvale","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122031430","Manly Vale - Allambie Heights","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122031431","Narrabeen - Collaroy","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","122031432","Terrey Hills - Duffys Forest","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123011433","Camden - Ellis Lane","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123011434","Elderslie - Harrington Park","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123011435","Mount Annan - Currans Hill","A","Annual","2011","2011",30,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123021436","Bradbury - Wedderburn","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123021437","Campbelltown - Woodbine","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123021438","Claymore - Eagle Vale - Raby","A","Annual","2011","2011",30,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123021439","Holsworthy Military Area","A","Annual","2011","2011",0,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123021440","Ingleburn - Denham Court","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123021441","Leumeah - Minto Heights","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123021442","Macquarie Fields - Glenfield","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123021443","Minto - St Andrews","A","Annual","2011","2011",33,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123021444","Rosemeadow - Glen Alpine","A","Annual","2011","2011",33,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123031445","Bargo","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123031446","Douglas Park - Appin","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123031447","Picton - Tahmoor - Buxton","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","123031448","The Oaks - Oakdale","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124011449","Blackheath - Megalong Valley","A","Annual","2011","2011",47,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124011450","Blaxland - Warrimoo - Lapstone","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124011451","Blue Mountains - North","A","Annual","2011","2011",51,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124011452","Katoomba - Leura","A","Annual","2011","2011",45,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124011453","Lawson - Hazelbrook - Linden","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124011454","Springwood - Winmalee","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124011455","Wentworth Falls","A","Annual","2011","2011",48,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124021456","Blue Mountains - South","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124031457","Cambridge Park","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124031458","Castlereagh - Cranebrook","A","Annual","2011","2011",31,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124031459","Emu Plains - Leonay","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124031460","Glenmore Park - Regentville","A","Annual","2011","2011",31,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124031461","Jamisontown - South Penrith","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124031462","Kingswood - Werrington","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124031463","Mulgoa - Luddenham - Orchard Hills","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124031464","Penrith","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124031465","Warragamba - Silverdale","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124041466","Richmond - Clarendon","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124041467","Windsor - Bligh Park","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124041468","Yarramundi - Londonderry","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124051469","Erskine Park","A","Annual","2011","2011",31,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124051470","St Clair","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","124051471","St Marys - Colyton","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125011472","Auburn","A","Annual","2011","2011",29,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125011473","Homebush Bay - Silverwater","A","Annual","2011","2011",33,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125011474","Lidcombe - Regents Park","A","Annual","2011","2011",33,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125011475","Rookwood Cemetery","A","Annual","2011","2011",49,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125021476","Carlingford","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125021477","Ermington - Rydalmere","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125021478","Oatlands - Dundas Valley","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125031479","Chester Hill - Sefton","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125031480","Fairfield - East","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125031481","Granville - Clyde","A","Annual","2011","2011",31,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125031482","Greystanes - Pemulwuy","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125031483","Guildford - South Granville","A","Annual","2011","2011",30,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125031484","Guildford West - Merrylands West","A","Annual","2011","2011",33,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125031485","Merrylands - Holroyd","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125031486","Smithfield Industrial","A","Annual","2011","2011",43,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125031487","Yennora Industrial","A","Annual","2011","2011",53,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125041488","Girraween - Westmead","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125041489","North Parramatta","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125041490","North Rocks","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125041491","Northmead","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125041492","Parramatta - Rosehill","A","Annual","2011","2011",30,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125041493","Toongabbie - Constitution Hill","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","125041494","Winston Hills","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","126011495","Epping - North Epping","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","126011496","Pennant Hills - Cheltenham","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","126021497","Eastwood - Denistone","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","126021498","Gladesville - Huntleys Point","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","126021499","Hunters Hill - Woolwich","A","Annual","2011","2011",42,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","126021500","Macquarie Park - Marsfield","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","126021501","North Ryde - East Ryde","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","126021502","Ryde - Putney","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","126021503","West Ryde - Meadowbank","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127011504","Ashcroft - Busby - Miller","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127011505","Badgerys Creek - Greendale","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127011506","Cobbitty - Leppington","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127011507","Green Valley - Cecil Hills","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127011508","Hoxton Park - Horningsea Park","A","Annual","2011","2011",30,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021509","Bonnyrigg Heights - Bonnyrigg","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021510","Bossley Park - Abbotsbury","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021511","Cabramatta - Lansvale","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021512","Cabramatta West - Mount Pritchard","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021513","Canley Vale - Canley Heights","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021514","Edensor Park","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021515","Fairfield","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021516","Fairfield - West","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021517","Greenfield Park - Prairiewood","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021518","Horsley Park - Kemps Creek","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021519","Smithfield - Wetherill Park","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021520","St Johns Park - Wakeley","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127021521","Wetherill Park Industrial","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127031522","Casula","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127031523","Chipping Norton - Moorebank","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127031524","Holsworthy - Wattle Grove","A","Annual","2011","2011",31,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127031525","Liverpool - Warwick Farm","A","Annual","2011","2011",33,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","127031526","Prestons - Lurnea","A","Annual","2011","2011",32,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128011527","Caringbah - Lilli Pilli","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128011528","Cronulla - Kurnell - Bundeena","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128011529","Gymea - Grays Point","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128011530","Miranda - Yowie Bay","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128011531","Sylvania - Taren Point","A","Annual","2011","2011",44,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128021532","Engadine - Loftus","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128021533","Heathcote - Waterfall","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128021534","Illawong - Alfords Point","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128021535","Menai - Lucas Heights - Woronora","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128021536","Oyster Bay - Como - Jannali","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128021537","Royal National Park","A","Annual","2011","2011",27,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","128021538","Sutherland - Kirrawee","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","197979799","Migratory - Offshore - Shipping (NSW)","A","Annual","2011","2011",63,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","199999499","No usual address (NSW)","A","Annual","2011","2011",37,,
"MMORT","Median mortgage repayment ($/monthly)","0","Australia","AUS","Australia","0","Australia","A","Annual","2011","2011",1800,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",1993,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","101","Capital Region","A","Annual","2011","2011",1614,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","102","Central Coast","A","Annual","2011","2011",1820,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","103","Central West","A","Annual","2011","2011",1460,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","104","Coffs Harbour - Grafton","A","Annual","2011","2011",1452,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","105","Far West and Orana","A","Annual","2011","2011",1200,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","106","Hunter Valley exc Newcastle","A","Annual","2011","2011",1733,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","107","Illawarra","A","Annual","2011","2011",1950,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","108","Mid North Coast","A","Annual","2011","2011",1412,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","109","Murray","A","Annual","2011","2011",1300,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","110","New England and North West","A","Annual","2011","2011",1300,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","111","Newcastle and Lake Macquarie","A","Annual","2011","2011",1733,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","112","Richmond - Tweed","A","Annual","2011","2011",1600,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","113","Riverina","A","Annual","2011","2011",1387,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","114","Southern Highlands and Shoalhaven","A","Annual","2011","2011",1604,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","115","Sydney - Baulkham Hills and Hawkesbury","A","Annual","2011","2011",2500,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","116","Sydney - Blacktown","A","Annual","2011","2011",2100,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","117","Sydney - City and Inner South","A","Annual","2011","2011",2500,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","118","Sydney - Eastern Suburbs","A","Annual","2011","2011",2817,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","119","Sydney - Inner South West","A","Annual","2011","2011",2127,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","120","Sydney - Inner West","A","Annual","2011","2011",2500,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","121","Sydney - North Sydney and Hornsby","A","Annual","2011","2011",2708,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","122","Sydney - Northern Beaches","A","Annual","2011","2011",2800,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","123","Sydney - Outer South West","A","Annual","2011","2011",1980,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","124","Sydney - Outer West and Blue Mountains","A","Annual","2011","2011",1950,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","125","Sydney - Parramatta","A","Annual","2011","2011",2037,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","126","Sydney - Ryde","A","Annual","2011","2011",2400,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","127","Sydney - South West","A","Annual","2011","2011",2000,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","128","Sydney - Sutherland","A","Annual","2011","2011",2400,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","197","Migratory - Offshore - Shipping (NSW)","A","Annual","2011","2011",0,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA4","Statistical Area Level 4","199","Special Purpose Codes SA4 (NSW)","A","Annual","2011","2011",0,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10101","Goulburn - Yass","A","Annual","2011","2011",1517,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10102","Queanbeyan","A","Annual","2011","2011",2045,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10103","Snowy Mountains","A","Annual","2011","2011",1300,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10104","South Coast","A","Annual","2011","2011",1304,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10201","Gosford","A","Annual","2011","2011",1950,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10202","Wyong","A","Annual","2011","2011",1733,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10301","Bathurst","A","Annual","2011","2011",1619,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10302","Lachlan Valley","A","Annual","2011","2011",1083,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10303","Lithgow - Mudgee","A","Annual","2011","2011",1517,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10304","Orange","A","Annual","2011","2011",1600,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10401","Clarence Valley","A","Annual","2011","2011",1300,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10402","Coffs Harbour","A","Annual","2011","2011",1517,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10501","Bourke - Cobar - Coonamble","A","Annual","2011","2011",953,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10502","Broken Hill and Far West","A","Annual","2011","2011",920,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10503","Dubbo","A","Annual","2011","2011",1300,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10601","Lower Hunter","A","Annual","2011","2011",1700,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10602","Maitland","A","Annual","2011","2011",1740,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10603","Port Stephens","A","Annual","2011","2011",1700,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10604","Upper Hunter","A","Annual","2011","2011",1733,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10701","Dapto - Port Kembla","A","Annual","2011","2011",1775,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10702","Illawarra Catchment Reserve","A","Annual","2011","2011",0,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10703","Kiama - Shellharbour","A","Annual","2011","2011",1907,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10704","Wollongong","A","Annual","2011","2011",2037,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10801","Great Lakes","A","Annual","2011","2011",1378,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10802","Kempsey - Nambucca","A","Annual","2011","2011",1291,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10803","Lord Howe Island","A","Annual","2011","2011",1164,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10804","Port Macquarie","A","Annual","2011","2011",1650,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10805","Taree - Gloucester","A","Annual","2011","2011",1300,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10901","Albury","A","Annual","2011","2011",1408,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10902","Lower Murray","A","Annual","2011","2011",1083,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","10903","Upper Murray exc. Albury","A","Annual","2011","2011",1192,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","11001","Armidale","A","Annual","2011","2011",1300,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","11002","Inverell - Tenterfield","A","Annual","2011","2011",1100,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","11003","Moree - Narrabri","A","Annual","2011","2011",1300,,
"MMORT","Median mortgage repayment ($/monthly)","1","New South Wales","SA3","Statistical Area Level 3","11004","Tamworth - Gunnedah","A","Annual","2011","2011",1360,,
