suburb_id,suburb,bus stop,coffee shop,dental,hair care,motor repair,restaurant,orchard,clothing store
569,Bridgman,0,0,0,0,0,0,0,0
570,Brierfield,0,0,0,0,0,0,0,0
571,Brighton Le Sands,0,0,0,0,0,0,0,0
572,Brightwaters,2,0,1,0,0,0,0,0
573,Bril Bril,0,0,0,0,0,0,0,0
574,Brimbin,0,0,0,0,0,0,0,0
575,Brinerville,0,0,0,0,0,0,0,0
576,Bringelly,14,1,1,0,1,0,0,0
577,Brisbane Grove,0,0,0,0,0,0,1,0
578,Broadmeadow,22,4,4,3,11,15,0,1
579,Broadwater,0,0,0,0,0,1,0,0
580,Broadway,0,0,0,0,0,0,0,0
581,Brobenah,0,0,0,0,0,0,0,0
582,Brocklehurst,0,0,0,0,4,0,0,0
583,Brocklesby,0,0,0,0,0,0,0,0
584,Brockley,0,0,0,0,0,0,0,0
585,Brodies Plains,0,0,0,0,0,0,0,0
586,Brogans Creek,0,0,0,0,0,0,0,0
587,Brogers Creek,0,0,0,0,0,0,0,0
588,Brogo,1,0,0,0,0,0,5,0
589,Broke,0,3,0,0,0,5,3,0
590,Broken Head,0,0,0,0,0,0,0,1
591,Broken Hill,0,0,0,0,0,0,0,0
592,Broken Hill North,0,0,0,0,0,0,0,0
593,Broken Hill West,0,0,0,0,0,0,0,0
594,Brombin,0,0,0,0,0,0,0,0
595,Bronte,18,12,5,6,1,15,1,0
596,Brookdale,0,0,0,0,0,0,0,0
597,Brookfield,0,0,0,0,0,0,0,0
598,Brooklana,0,0,0,0,0,0,0,0
599,Brooklet,0,0,0,0,0,0,0,0
600,Brooklyn,0,2,0,0,1,6,0,0
601,Brookong,0,0,0,0,0,0,0,0
602,Brookvale,21,35,11,26,60,52,0,60
603,Brooman,0,0,0,0,0,0,0,0
604,Brooms Head,0,0,0,0,0,0,0,0
605,Broughams Gate,0,0,0,0,0,0,0,0
606,Broughton,0,0,0,0,0,0,0,0
607,Broughton Vale,0,0,0,0,0,0,0,0
608,Broughton Village,0,0,0,0,0,0,0,0
609,Broulee,2,2,0,1,0,2,0,0
610,Brownlow Hill,12,1,0,0,0,0,2,0
611,Browns Creek,0,0,0,0,0,0,0,0
612,Browns Mountain,0,0,0,0,0,0,0,0
613,Brownsville,0,1,0,2,0,2,0,0
614,Brucedale,1,0,0,0,0,0,0,0
615,Bruie Plains,0,0,0,0,0,0,0,0
616,Bruinbun,0,0,0,0,0,0,0,0
617,Brumby Plains,0,0,0,0,0,0,0,0
618,Brundee,1,0,0,0,0,0,0,0
619,Brungle,0,0,0,0,0,0,0,0
620,Brungle Creek,0,0,0,0,0,0,0,0
621,Brunkerville,0,0,0,0,0,0,0,0
622,Brunswick Heads,6,11,2,8,3,22,34,12
623,Brushgrove,0,0,0,0,0,0,0,0
624,Brushy Creek,0,0,0,0,0,0,0,0
625,Buangla,0,0,0,0,0,0,0,0
626,Bucca,0,0,0,0,0,0,0,0
627,Bucca Wauka,0,0,0,0,0,0,0,0
628,Buccarumbi,0,0,0,0,0,0,0,0
629,Buchanan,0,0,0,0,2,0,0,0
630,Buckajo,0,0,0,0,0,0,0,1
631,Buckaroo,0,0,0,0,0,0,0,0
632,Buckenbowra,0,0,0,0,0,0,0,0
633,Buckenderra,0,0,0,0,0,0,0,0
634,Buckendoon,0,0,0,0,0,0,0,0
635,Bucketty,0,0,0,0,0,0,0,0
636,Buckra Bendinni,0,0,0,0,0,0,1,0
637,Budawang,0,0,0,0,0,0,0,0
638,Buddabadah,0,0,0,0,0,1,0,0
639,Budden,0,0,0,0,0,0,0,0
640,Budderoo,0,0,0,0,0,0,0,0
641,Buddong,0,0,0,0,0,0,0,0
642,Budgee Budgee,0,0,0,0,0,1,6,0
643,Budgewoi,31,6,2,6,2,15,0,4
644,Budgewoi Peninsula,0,0,0,0,0,0,0,0
645,Budgong,0,0,0,0,0,0,1,0
646,Buff Point,25,0,0,1,0,3,9,0
647,Bugaldie,0,0,0,0,0,0,0,0
648,Bukalong,0,0,0,0,0,0,0,0
649,Bukkulla,0,0,0,0,0,0,0,0
650,Bulahdelah,3,5,1,1,2,10,0,0
651,Bulee,0,0,0,0,0,0,0,0
652,Bulga,0,1,0,0,0,0,0,0
653,Bulga Forest,0,0,0,0,0,0,0,0
654,Bulgary,0,0,0,0,0,0,0,0
655,Bulla,0,0,0,0,0,0,0,0
656,Bulla Creek,0,0,0,0,0,0,0,0
657,Bullaburra,6,0,0,0,0,0,0,0
658,Bullagreen,0,0,0,0,0,0,0,0
659,Bullarah,1,1,0,0,0,0,0,0
660,Bullatale,0,0,0,0,0,0,0,0
661,Bullawa Creek,0,0,0,0,0,0,0,0
662,Bulldog,0,0,0,0,0,0,0,0
663,Bulli,20,6,0,5,1,12,2,1
664,Bulliac,0,0,0,0,0,0,0,0
665,Bullio,0,0,0,0,0,0,1,0
666,Bulyeroi,0,0,0,0,0,0,0,0
667,Bumbaldry,1,0,0,0,0,0,0,0
668,Bumbalong,0,0,0,0,0,0,0,0
669,Bumberry,0,0,0,0,0,0,0,0
670,Bundabah,0,0,0,0,0,0,0,0
671,Bundagen,0,0,0,0,1,0,0,0
672,Bundanoon,23,4,0,2,1,6,0,2
673,Bundarra,0,1,0,0,1,0,0,0
674,Bundeena,13,3,0,0,0,6,0,1
675,Bundella,0,0,0,0,0,0,0,0
676,Bundemar,0,0,0,0,0,0,0,0
677,Bundewallah,0,0,0,0,0,0,0,0
678,Bundjalung,0,0,0,0,0,0,0,0
679,Bundook,0,0,0,0,0,0,0,0
680,Bundure,0,0,0,0,0,0,0,0
681,Bungaba,0,0,0,0,0,0,0,0
682,Bungabbee,0,0,0,0,0,0,0,0
683,Bungalora,0,0,0,0,0,0,0,0
684,Bungarby,0,0,0,0,0,0,0,0
685,Bungarribee,15,0,0,0,0,0,1,0
686,Bungawalbin,0,0,0,0,0,0,0,0
687,Bungendore,8,7,1,4,4,14,0,0
688,Bungonia,0,0,0,0,0,1,1,0
689,Bungowannah,0,0,0,0,0,0,0,0
690,Bungwahl,2,0,0,0,0,0,0,0
691,Bunnaloo,0,0,0,0,0,0,0,0
692,Bunnan,0,0,0,0,0,0,0,0
693,Bunyah,0,0,0,0,0,0,0,0
694,Bunyan,0,0,0,0,0,0,0,0
695,Burcher,0,0,0,0,0,0,0,0
696,Bureen,0,0,0,0,0,0,0,0
697,Burnt Bridge,0,0,0,0,0,0,0,0
698,Burnt Yards,0,0,0,0,0,0,0,0
699,Buronga,6,0,0,1,0,4,0,0
700,Burra,0,0,0,0,0,0,0,0
701,Burra Creek,0,0,0,0,0,0,0,0
702,Burraboi,0,0,0,0,0,0,0,0
703,Burradoo,19,0,0,0,0,1,0,0
704,Burraga,0,0,0,0,0,0,0,0
705,Burragate,0,0,0,0,0,0,0,0
706,Burrandana,0,0,0,0,0,0,0,0
707,Burraneer,39,2,0,2,0,1,0,0
708,Burrangong,0,0,0,0,0,0,0,0
709,Burrapine,0,0,0,0,0,0,0,0
710,Burrawang,3,1,0,0,0,1,0,0
711,Burrell Creek,1,0,0,0,0,1,3,0
712,Burren Junction,1,0,0,0,0,0,0,0
713,Burrier,0,0,0,0,0,0,0,0
714,Burrill Lake,6,2,0,2,0,3,3,1
715,Burringbar,2,1,0,0,3,2,0,0
716,Burrinjuck,0,0,0,0,0,0,0,0
717,Burroway,0,0,0,0,0,0,0,0
718,Burrumbuttock,0,0,0,0,0,0,0,0
719,Burrundulla,2,1,0,0,0,1,0,0
720,Burwood,31,41,52,42,9,58,0,60
721,Burwood Heights,3,0,0,1,1,0,2,0
722,Burwood North,0,0,0,0,0,0,0,0
723,Busby,16,0,2,0,0,0,0,0
724,Busbys Flat,0,0,0,0,0,0,0,0
725,Bushells Ridge,2,0,0,0,0,0,1,0
726,Buttaba,5,0,0,0,2,0,0,0
727,Buttai,1,0,0,0,0,1,0,0
728,Butterwick,0,0,0,0,0,0,0,0
729,Buxton,2,0,0,2,0,0,0,0
730,Byabarra,0,1,0,0,0,1,0,0
731,Byadbo Wilderness,0,0,0,0,0,0,0,0
732,Byangum,0,0,0,0,0,0,1,0
733,Bylong,0,1,0,0,0,0,0,0
734,Byng,0,0,0,0,0,0,0,0
735,Byrock,0,0,0,0,0,0,0,0
736,Byron Bay,17,52,15,33,15,60,0,60
737,Byrrill Creek,0,0,0,0,0,0,0,0
738,Bywong,0,1,0,0,0,0,0,0
739,Cabarita,11,1,0,0,0,3,0,0
740,Cabarita Beach,1,4,1,4,0,8,8,2
741,Cabbage Tree Island,0,0,0,0,0,0,0,0
742,Cabramatta,42,29,30,26,22,58,0,27
743,Cabramatta West,27,1,1,2,1,7,5,1
744,Cabramurra,1,0,0,0,0,0,0,0
745,Caddens,12,0,0,0,0,0,1,1
746,Cadgee,0,0,0,0,0,0,0,0
747,Cadia,0,0,0,0,0,0,0,0
748,Caerleon,0,0,0,0,0,0,0,0
749,Caffreys Flat,0,0,0,0,0,0,0,0
750,Cairncross,0,0,0,0,0,0,0,0
751,Calala,25,1,0,2,0,3,0,0
752,Calamia,0,0,0,0,0,0,0,0
753,Calderwood,1,1,0,1,0,1,0,1
754,Caldwell,0,0,0,0,0,0,0,0
755,Calga,0,0,0,0,0,0,0,0
756,Califat,0,0,0,0,0,0,0,0
757,Calimo,0,0,0,0,0,0,0,0
758,Callaghan,1,4,0,0,0,3,0,0
759,Callaghans Creek,0,0,0,0,0,0,0,0
760,Callala Bay,8,2,0,3,0,5,0,2
761,Callala Beach,9,0,0,0,0,1,8,0
762,Calliope,0,0,0,0,0,0,0,0
763,Caloola,0,0,0,0,0,0,0,0
764,Cambalong,0,0,0,0,0,0,0,0
765,Camberwell,0,0,0,0,0,0,0,0
766,Cambewarra,8,0,0,0,0,0,0,1
767,Cambewarra Village,4,0,0,0,0,0,0,0
768,Camboon,0,0,0,0,0,0,0,0
769,Cambra,0,0,0,0,0,0,0,0
770,Cambridge Gardens,12,1,0,1,0,3,0,0
771,Cambridge Park,35,0,1,4,2,4,0,0
772,Cambridge Plateau,0,0,0,0,0,0,1,0
773,Camden,22,17,16,27,3,56,2,14
774,Camden Head,1,0,0,0,0,0,3,0
775,Camden Park,3,0,0,0,0,0,0,2
776,Camden South,24,0,0,2,0,0,2,2
777,Camellia,1,2,0,0,1,1,1,0
778,Cameron Park,28,1,0,3,1,3,4,1
779,Camerons Creek,0,0,0,0,0,0,0,0
780,Camira,0,0,0,0,0,0,0,0
781,Cammeray,15,5,5,7,1,18,1,3
782,Campbelltown,54,50,32,46,51,59,0,60
783,Campbelltown North,0,0,0,0,0,0,0,0
784,Camperdown,23,10,0,6,10,27,5,7
785,Campsie,42,21,27,32,25,57,2,15
786,Campvale,6,0,0,0,0,1,0,0
787,Cams Wharf,1,0,0,0,0,1,0,0
788,Canada Bay,7,0,0,0,0,0,0,0
789,Canadian Lead,0,0,0,0,0,0,0,0
790,Canbelego,0,0,0,0,0,0,0,0
791,Candelo,1,1,0,0,0,1,0,0
792,Cangai,1,0,0,0,0,0,0,0
793,Caniaba,0,0,0,0,0,0,0,0
794,Canley Heights,31,10,6,5,1,35,14,0
795,Canley Vale,31,4,2,3,4,25,0,2
796,Canobolas,0,0,0,0,0,3,0,0
797,Canoelands,0,0,0,0,0,0,1,0
798,Canonba,0,0,0,0,0,0,0,0
799,Canowindra,1,4,0,2,5,7,4,0
800,Canterbury,15,6,7,4,3,22,0,3
801,Canton Beach,4,1,0,1,0,0,8,0
802,Canyonleigh,0,0,0,0,0,0,0,0
803,Caparra,0,0,0,0,0,0,0,0
804,Capeen Creek,0,0,0,0,0,0,0,0
805,Capertee,1,1,0,0,0,0,0,0
806,Capoompeta,0,0,0,0,0,0,0,0
807,Captains Flat,0,0,0,0,0,1,0,0
808,Carabost,0,0,0,0,0,0,0,0
809,Caragabal,0,0,0,0,0,0,0,0
810,Carcalgong,0,0,0,0,0,0,0,0
811,Carcoar,2,0,0,0,0,2,0,0
812,Cardiff,1,5,5,9,27,16,0,0
813,Cardiff Heights,13,0,0,1,1,1,0,0
814,Cardiff South,17,0,0,2,0,1,0,0
815,Carey Bay,7,1,3,3,0,1,0,0
816,Cargo,0,1,0,0,0,0,0,0
817,Carinda,0,0,0,0,0,0,0,0
818,Caringbah,46,32,18,33,46,55,0,13
819,Caringbah South,46,2,2,5,1,5,2,0
820,Carlaminda,0,0,0,0,0,0,0,0
821,Carlingford,50,13,18,21,8,46,0,10
822,Carlingford Court,0,0,0,0,0,0,0,0
823,Carlingford North,0,0,0,0,0,0,0,0
824,Carlton,2,0,0,10,12,0,0,1
825,Carnes Hill,2,4,0,4,1,15,0,0
826,Carnham,0,0,0,0,0,0,0,0
827,Carool,0,0,0,0,0,1,1,0
828,Caroona,1,0,0,0,0,0,0,0
829,Carrabolla,0,0,0,0,0,0,0,0
830,Carrai,0,0,0,0,0,0,0,0
831,Carramar,10,0,0,1,0,2,0,1
832,Carrathool,0,0,0,0,0,0,0,0
833,Carrick,0,0,0,0,0,0,0,0
834,Carrington,15,3,0,2,4,12,0,4
835,Carrington Falls,0,0,0,0,0,0,0,0
836,Carroll,1,0,0,0,0,0,0,1
837,Carrolls Creek,0,0,0,0,0,0,0,0
838,Carrowbrook,0,0,0,0,0,0,0,0
839,Carrs Creek,2,0,0,0,0,0,0,0
840,Carrs Island,0,0,0,0,0,0,0,0
841,Carrs Peninsular,0,0,0,0,0,0,0,0
842,Carss Park,8,1,0,0,2,4,16,1
843,Cartwright,10,0,0,0,0,0,0,0
844,Cartwrights Hill,2,0,0,0,0,1,0,0
845,Carwell,0,0,0,0,0,0,0,0
846,Carwoola,0,0,0,1,0,0,0,0
847,Cascade,0,0,0,0,0,0,0,0
848,Casino,8,8,4,9,25,0,0,8
849,Cassilis,0,1,0,0,0,0,0,0
850,Castle Cove,21,1,1,0,1,2,9,0
851,Castle Doyle,0,1,0,0,0,0,0,0
852,Castle Hill,51,50,48,40,1,57,0,60
853,Castle Rock,0,0,0,0,0,0,0,0
854,Castlecrag,12,2,1,2,0,9,1,6
855,Castlereagh,0,0,0,0,1,0,1,0
856,Casuarina,7,4,1,0,0,11,0,0
857,Casula,58,10,9,8,3,34,2,7
858,Casula Mall,0,0,0,0,0,0,0,0
859,Catalina,1,0,0,0,0,0,0,0
860,Cataract,0,0,0,0,0,0,0,0
861,Cathcart,0,0,0,0,0,0,0,0
862,Catherine Field,13,1,0,1,1,1,5,0
863,Catherine Hill Bay,16,1,0,0,0,1,0,0
864,Cathundral,0,0,0,0,0,0,0,0
865,Cattai,9,0,0,1,0,2,0,0
866,Cattle Creek,0,0,0,0,0,0,0,0
867,Cavan,0,0,0,0,0,0,0,0
868,Caves Beach,19,2,0,1,4,5,14,1
869,Cawdor,17,0,0,0,0,1,0,0
870,Cawongla,0,1,0,0,0,0,0,0
871,Cecil Hills,31,1,1,4,1,2,0,0
872,Cecil Park,10,0,0,0,0,0,0,0
873,Cedar Brush Creek,0,0,0,0,0,0,2,0
874,Cedar Creek,0,0,0,0,0,0,0,0
875,Cedar Party,0,0,0,0,0,0,2,0
876,Cedar Point,0,0,0,0,0,0,0,0
877,Cells River,0,0,0,0,0,0,0,0
878,Centennial Park,10,4,0,0,0,1,0,1
879,Central Colo,0,0,0,0,0,0,0,0
880,Central Macdonald,0,0,0,0,0,0,0,0
881,Central Mangrove,10,0,0,0,2,0,0,0
882,Central Tilba,1,5,0,0,0,3,0,0
883,Cessnock,36,18,11,19,30,47,1,13
884,Cessnock West,0,0,0,0,0,0,0,0
885,Chaelundi,0,0,0,0,0,0,0,0
886,Chain Valley Bay,16,0,0,1,1,0,0,0
887,Chakola,0,0,0,0,0,1,0,0
888,Chambigne,0,0,0,0,0,0,0,0
889,Charbon,1,0,0,0,0,0,0,0
890,Charles Sturt University,0,1,1,0,0,1,0,0
891,Charlestown,44,22,21,28,5,46,0,59
892,Charleys Forest,0,0,0,0,0,0,0,0
893,Charlotte Bay,1,0,0,1,0,0,0,0
894,Charlton,0,0,0,0,0,0,0,0
895,Charmhaven,27,2,1,3,18,11,0,2
896,Chatham,0,0,0,0,0,0,0,0
897,Chatham Valley,0,0,0,0,0,0,0,0
898,Chatsbury,0,0,0,0,0,0,0,0
899,Chatswood,44,57,60,59,22,59,2,60
900,Chatswood West,18,0,1,1,1,1,0,0
901,Chatsworth,1,0,0,0,0,0,0,0
902,Cheero Point,1,0,0,0,0,0,0,0
903,Cheltenham,1,1,0,0,0,0,0,0
904,Cherry Tree Hill,0,0,0,0,0,0,0,0
905,Cherrybrook,48,7,6,3,1,13,1,6
906,Chester Hill,48,7,7,9,4,27,0,11
907,Chichester,0,0,0,0,0,0,0,0
908,Chifley,18,0,0,0,1,2,0,0
909,Chilcotts Creek,0,0,0,0,0,0,0,0
910,Chilcotts Grass,1,0,0,0,0,0,0,0
911,Chillingham,1,0,0,0,0,0,0,0
912,Chinderah,10,9,0,0,4,10,0,0
913,Chinnock,0,0,0,0,0,0,0,0
914,Chippendale,5,28,1,8,3,54,1,11
915,Chipping Norton,36,9,6,3,34,18,1,3
916,Chisholm,0,1,0,0,0,0,0,0
917,Chiswick,0,2,0,1,0,5,0,1
918,Chittaway Bay,22,1,0,2,1,2,0,0
919,Chittaway Point,10,0,0,0,0,1,1,0
920,Chowan Creek,0,0,0,0,0,0,0,0
921,Chullora,9,6,0,3,2,5,1,0
922,Church Point,31,1,0,0,0,3,2,0
923,Clandulla,1,0,0,0,0,0,0,0
924,Clare,0,0,0,0,0,0,0,0
925,Claremont Meadows,32,0,1,3,1,1,1,1
926,Clarence,0,0,0,0,0,0,0,0
927,Clarence Town,0,2,0,0,0,2,0,1
928,Clarendon,1,2,0,0,0,3,0,0
929,Clarenza,4,1,0,0,0,2,0,0
930,Clareville,18,0,0,0,0,1,0,0
931,Claymore,14,0,0,0,0,0,0,0
932,Clear Creek,0,0,0,0,0,0,0,0
933,Clear Range,0,0,0,0,0,0,0,0
934,Clearfield,0,0,0,0,0,0,0,0
935,Clemton Park,0,2,0,0,0,2,5,0
936,Clergate,0,0,0,0,0,0,0,0
937,Cleveland,0,0,0,0,0,0,0,0
938,Clifden,0,0,0,0,0,0,0,0
939,Cliftleigh,10,0,0,0,0,1,0,0
940,Clifton,2,0,0,0,0,0,0,0
941,Clifton Grove,0,0,0,0,0,1,0,1
942,Clontarf,0,1,0,0,0,2,0,0
943,Clothiers Creek,2,0,0,0,1,0,0,0
944,Clouds Creek,0,0,0,0,0,0,0,0
945,Clovass,2,0,0,0,0,0,0,0
946,Clovelly,22,5,3,3,0,10,0,2
947,Clovelly West,0,0,0,0,0,0,0,0
948,Clunes,0,0,0,0,0,0,1,0
949,Clybucca,0,0,0,0,0,0,0,0
950,Clyde,3,0,0,0,10,3,0,3
951,Clydesdale,0,0,0,0,0,0,0,0
952,Coal Point,13,0,0,0,0,0,3,1
953,Coalcliff,6,0,0,0,0,0,0,0
954,Coaldale,0,0,0,0,0,0,0,0
955,Coasters Retreat,2,0,0,0,0,0,2,0
956,Cobaki,0,0,0,0,0,0,0,0
957,Cobaki Lakes,0,0,0,0,0,0,0,0
958,Cobar,0,0,0,0,0,0,0,0
959,Cobar Park,0,0,0,0,0,0,0,0
960,Cobargo,5,3,0,0,1,4,0,3
961,Cobark,0,0,0,0,0,0,0,0
962,Cobbadah,1,0,0,0,0,0,0,0
963,Cobbitty,15,1,0,0,0,1,1,0
964,Cobramunga,0,0,0,0,0,0,0,0
965,Cockwhy,0,0,0,0,0,0,0,0
966,Codrington,0,0,0,0,0,0,0,0
967,Coffee Camp,2,0,0,0,0,0,0,0
968,Coffs Harbour,57,53,47,48,47,59,2,59
969,Coffs Harbour Dc,0,0,0,0,0,0,0,0
970,Coffs Harbour Jetty,0,0,0,0,0,0,0,0
971,Coffs Harbour Plaza,0,0,0,0,0,0,0,0
972,Coggan,0,0,0,0,0,0,0,0
973,Cogra Bay,0,0,0,0,0,0,1,0
974,Coila,2,0,0,0,0,0,0,0
975,Coldstream,0,0,0,0,0,0,0,0
976,Coleambally,0,0,0,0,0,0,0,0
977,Colebee,14,2,1,4,0,4,0,1
978,Coledale,14,2,0,1,0,3,2,0
979,Colinroobie,0,0,0,0,0,0,0,0
980,Colinton,0,0,0,0,0,0,0,0
981,Collarenebri,0,0,0,0,0,0,0,0
982,Collaroy,10,9,1,7,1,29,0,3
983,Collaroy Beach,0,0,0,0,0,0,0,0
984,Collaroy Plateau,25,2,3,4,0,10,0,1
985,Collector,2,2,0,0,0,4,0,0
986,Collendina,0,0,0,0,0,0,0,0
987,Collerina,0,0,0,0,0,0,0,0
988,Collie,0,0,0,0,0,0,0,0
989,Collingullie,0,0,0,0,0,0,0,0
990,Collingwood,0,0,0,0,0,0,0,0
991,Collins Creek,0,0,0,0,0,0,0,0
992,Collombatti,5,0,0,0,0,0,0,0
993,Collum Collum,0,0,0,0,0,0,0,0
994,Colly Blue,0,0,0,0,0,0,0,0
995,Colo,0,1,0,0,0,1,0,0
996,Colo Heights,0,0,0,0,0,0,2,0
997,Colo Vale,5,1,0,0,0,0,0,0
998,Colongra,0,0,0,0,0,0,0,0
999,Colyton,39,0,1,3,2,7,0,0
1000,Comara,0,0,0,0,0,0,0,0
1001,Combaning,0,0,0,0,0,0,0,0
1002,Combara,0,0,0,0,0,0,0,0
1003,Comberton,0,0,0,0,1,0,0,0
1004,Combo,0,0,0,0,0,0,0,0
1005,Comboyne,0,1,0,0,0,1,1,0
1006,Come By Chance,0,0,0,0,0,0,0,0
1007,Comerong Island,0,0,0,0,0,0,0,0
1008,Commissioners Creek,0,0,0,0,0,0,0,0
1009,Como,8,3,0,1,0,3,0,0
1010,Comobella,0,0,0,0,0,0,0,0
1011,Conargo,1,0,0,0,0,0,0,0
1012,Concord,40,15,11,14,6,32,0,7
1013,Concord West,18,7,2,4,2,7,0,3
1014,Concord West Dc,0,0,0,0,0,0,0,0
1015,Condell Park,3,3,2,5,32,14,15,5
1016,Condobolin,0,0,0,0,0,0,0,0
1017,Condong,3,0,0,0,0,1,0,0
1018,Coneac,0,0,0,0,0,0,0,0
1019,Congarinni,0,0,0,0,0,0,0,0
1020,Congarinni North,1,0,0,0,0,0,0,0
1021,Congewai,0,0,0,0,0,0,0,0
1022,Congo,0,0,0,0,0,0,0,0
1023,Conimbia,0,0,0,0,0,0,0,0
1024,Coniston,3,2,3,3,2,2,0,1
1025,Conjola,2,0,0,0,0,0,0,0
1026,Conjola Park,1,0,0,0,0,0,0,0
1027,Connells Point,16,0,0,0,1,0,0,0
1028,Constitution Hill,14,1,1,2,0,2,3,1
1029,Coogee,36,17,5,19,3,52,1,6
1030,Cookamidgera,0,0,0,0,0,0,0,0
1031,Cookardinia,0,0,0,0,0,0,0,0
1032,Cooks Gap,0,0,0,0,0,0,0,0
1033,Cooks Hill,16,10,1,3,2,0,0,8
1034,Cooks Myalls,0,0,0,0,0,0,0,0
1035,Coolabah,0,0,0,0,0,0,0,0
1036,Coolac,1,1,0,0,0,1,0,0
1037,Coolagolite,7,0,0,0,1,0,1,0
1038,Coolah,1,2,1,1,5,4,0,1
1039,Coolamon,0,3,1,0,1,5,0,1
1040,Coolangatta,0,0,0,0,0,0,0,0
1041,Coolangubra,0,0,0,0,0,0,0,0
1042,Coolatai,0,0,0,0,0,0,0,0
1043,Cooleys Creek,0,0,0,0,0,0,0,0
1044,Coolgardie,0,0,0,0,0,0,0,0
1045,Coolongolook,2,3,0,0,0,3,0,0
1046,Coolringdon,0,0,0,0,0,0,0,0
1047,Coolumbooka,0,0,0,0,0,0,0,0
1048,Coolumburra,0,0,0,0,0,0,0,0
1049,Cooma,28,15,3,8,26,26,0,13
1050,Cooma North,0,0,0,0,0,0,0,0
1051,Coomba Bay,1,0,0,0,0,0,0,0
1052,Coomba Park,1,0,0,0,0,0,5,0
1053,Coombadjha,0,0,0,0,0,0,0,0
1054,Coombell,0,0,0,0,0,0,0,0
1055,Coomealla,0,0,0,0,0,0,0,0
1056,Coomoo Coomoo,0,0,0,0,0,0,0,0
1057,Coonabarabran,1,5,2,1,7,9,0,4
1058,Coonamble,2,3,1,4,7,8,0,1
1059,Cooneys Creek,0,0,0,0,0,0,0,0
1060,Coongbar,0,0,0,0,0,0,0,0
1061,Cooperabung,0,0,0,0,0,0,0,0
1062,Coopernook,1,0,0,0,0,1,0,0
1063,Coopers Gully,0,0,0,0,0,0,0,0
1064,Coopers Shoot,0,0,0,0,0,0,1,0
1065,Cooplacurripa,0,0,0,0,0,0,0,0
1066,Coorabell,0,0,0,1,0,0,2,0
1067,Cooranbong,20,3,2,1,5,3,0,0
1068,Cootamundra,1,10,3,5,17,15,1,9
1069,Cootralantra,0,0,0,0,0,0,0,0
1070,Cooyal,0,1,0,0,0,1,0,0
1071,Copacabana,11,2,0,2,0,3,0,1
1072,Cope,0,0,0,0,0,0,0,0
1073,Copeland,0,0,0,0,0,0,0,0
1074,Copeton,0,0,0,0,0,0,0,0
1075,Copmanhurst,3,0,0,0,0,0,0,0
1076,Coppabella,0,0,0,0,0,0,0,0
1077,Copperhannia,0,0,0,0,0,0,0,0
1078,Coraki,2,0,0,1,0,4,0,0
1079,Coralville,0,0,0,0,0,0,0,0
1080,Coramba,0,1,0,0,0,1,0,0
1081,Corang,0,0,0,0,0,0,0,0
1082,Corangula,0,0,0,0,0,0,0,0
1083,Corbie Hill,0,0,0,0,0,0,1,0
1084,Cordeaux,0,0,0,0,0,0,0,0
1085,Cordeaux Heights,24,1,1,1,0,2,1,0
1086,Coree,0,0,0,0,0,0,0,0
1087,Coreen,0,0,0,0,0,0,0,0
1088,Corindi Beach,18,2,0,0,0,3,0,0
1089,Corinella,0,0,0,0,0,0,0,0
1090,Corlette,35,0,0,1,0,5,0,0
1091,Corndale,0,0,0,0,0,0,0,0
1092,Corney Town,0,0,0,0,1,0,0,0
1093,Cornwallis,0,0,0,0,0,0,0,0
1094,Corobimilla,0,0,0,0,0,0,0,0
1095,Corowa,1,9,3,8,16,16,0,6
1096,Corrabare,0,0,0,0,0,0,0,0
1097,Corrimal,36,9,11,19,11,23,0,19
1098,Corrimal East,0,0,0,0,0,0,0,0
1099,Corrong,0,0,0,0,0,0,0,0
1100,Corrowong,0,0,0,0,0,0,0,0
1101,Corunna,0,0,0,0,0,1,0,0
1102,Cottage Point,0,1,0,0,0,2,3,0
1103,Cougal,0,0,0,0,0,0,0,0
1104,Countegany,0,0,0,0,0,0,0,0
1105,Courabyra,0,0,0,0,0,0,0,0
1106,Couradda,0,0,0,0,0,0,0,0
1107,Couragago,0,0,0,0,0,0,0,0
1108,Couridjah,6,0,0,0,0,0,0,0
1109,Coutts Crossing,0,0,0,0,0,1,0,0
1110,Cow Flat,0,0,0,0,0,0,0,0
1111,Cowabbie,0,0,0,0,0,0,0,0
1112,Cowan,7,2,0,0,0,1,0,0
1113,Cowper,0,0,0,0,0,0,0,0
1114,Cowra,10,10,2,4,27,24,0,11
1115,Coxs Creek,0,0,0,0,0,0,0,0
1116,Coxs Crown,0,0,0,0,0,0,0,0
1117,Crabbes Creek,0,0,0,0,0,0,4,0
1118,Crackenback,1,2,0,1,0,5,0,0
1119,Craigie,0,0,0,0,0,0,0,0
1120,Cranebrook,47,3,1,5,3,6,2,1
1121,Crangan Bay,9,0,0,0,0,0,0,0
1122,Craven,1,0,0,0,0,0,0,0
1123,Craven Plateau,0,0,0,0,0,0,0,0
1124,Crawford River,0,0,0,0,0,0,0,0
1125,Crawney,0,0,0,0,0,0,0,0
1126,Creewah,0,0,0,0,0,0,0,0
1127,Cremorne,24,7,6,11,3,27,0,4
1128,Cremorne Junction,0,0,0,0,0,0,0,0
1129,Cremorne Point,17,1,0,0,0,0,4,0
1130,Crescent Head,1,6,0,1,0,10,0,2
1131,Crestwood,1,0,0,0,1,1,0,1
1132,Cringila,7,1,0,2,3,5,0,2
